 DBN,frequency,Block type,Status,BNL shipment,Shipped on,Comment,Prototype,Fiber type,Fiber batch,Filling time (h),FF date,Filled by,Checked by,W powder,W bucket number,Mold number,Empty mold (g),Filled mold (g),W filling mass (g),fibers loaded by,W filling date,W filled by,Epoxy batch,Resin mass (g),Hardener mass (g),potting notes,Epoxy filling time (min),Epoxy filling date,Epoxy preparer,Delta Mach-Pot,Machining or potting date,Machined by,L (in),BT (in),BB (in),BH (in),ST (in),SB (in),SH (in),Volume (mL),Measured by,Mass (g),Measured by,Density (g/ml),Tested on,# Fibers N,Good end,ABS N-W (%),LT,10-15(%),15-50(%),50-75(%),r75 (%),R,Tower 1,Tower 2,Tower 3,Tower 4, missing row?,13 connected holes?,FOM_N,FOM_I,Tested by,Tested on,Scintillation (mV),Calibration (mV),Scintillation ratio,Tested by,Tested on,Natural Pictures,Tested by,Retouch,Density Result Checked?,Light Checked?,Natural Pictures checked?,Sector ID (SSCR),LT M/D/YYYY,Days Mach-LT,Scint M/D/YYYY,Final Block Grade,Dens grade,Dim grade,LT grade,Tower grade,Vi,Scint grade,Pic,X,LT-all,DBN,S-left,S-right,column,row,relative W weight,Δ(L) [mm],Δ(BT) [mm],Δ(BB) [mm],Δ(BH) [mm],Δ(ST) [mm],Δ(SB) [mm],Δ(SH) [mm]
F288,,21,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.66,,2667,,,99.96,,,,,,97.9,101.95,98.05,102.1,,,,,,,,,0.920,,,,,,,,,27D21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F288,2,7,D,21,,0.12,-0.11,0.14,-0.02,-0.2,0.03,0.04
F289,,21,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.74,,2667,,,99.96,,,,,,100.6,100,98.8,100,,,,,,,,,1.020,,,,,,,,,23B21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F289,2,3,B,21,,0.09,-0.06,0.13,-0.01,-0.14,0,0
F290,,21,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.87,,2662,,,99.78,,,,,,100.6,99.1,100,99.55,,,,,,,,,1.010,,,,,,,,,25B21,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F290,2,5,B,21,,0.07,-0.19,0.04,-0.02,-0.01,0.3,-0.04
F291,,22,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.69,,2667,,,99.96,,,,,,98.35,101.35,98.2,101.8,,,,,,,,,1.030,,,,,,,,,26A22,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F291,2,6,A,22,,0.1,-0.17,0.05,0.01,-0.26,0.03,-0.16
F292,,22,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.68,,2667,,,99.96,,,,,,101.65,98.2,102.1,97.75,,,,,,,,,1.030,,,,,,,,,25B22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F292,2,5,B,22,,0.08,-0.1,0.16,0.03,-0.14,0.06,-0.18
F293,,22,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.62,,2668,,,100.00,,,,,,100.45,99.4,100,100,,,,,,,,,1.070,,,,,,,,,24D22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F293,2,4,D,22,,0.09,-0.16,0.1,-0.01,-0.16,0.03,-0.06
F294,,22,,,1/15/2021,,,K,,,,,,HS,,,,,,,,,,,,,,12/25/2020,,,12/25/2020,,,,,,,,,,,0,,9.64,,2666,,,99.93,,,,,,100.15,99.4,100,100,,,,,,,,,1.140,,,,,,,,,23C22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F294,2,3,C,22,,0.1,-0.11,0.06,0.01,-0.06,0.06,0.21
F295,,22,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.89,,2668,,,100.00,,,,,,100,100,100.15,99.55,,,,,,,,,0.980,,,,,,,,,23B22,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F295,2,3,B,22,,0.03,-0.26,0.04,0.01,-0.17,0.08,0.09
F296,,22,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.67,,2665,,,99.89,,,,,,99.4,100.45,98.65,101.2,,,,,,,,,1.070,,,,,,,,,22D22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F296,2,2,D,22,,0.05,-0.17,0.07,0,-0.21,0,-0.02
F297,,22,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.60,,2665,,,99.89,,,,,,99.25,100.45,99.25,100.45,,,,,,,,,1.100,,,,,,,,,23A22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F297,2,3,A,22,,0.1,-0.02,0.08,0.07,-0.05,0.16,-0.02
F298,,22,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.66,,2661,,,99.74,,,,,,98.5,100.75,98.65,101.35,,,,,,,,,1.050,,,,,,,,,25A22,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F298,2,5,A,22,,0.1,-0.11,0.15,0.01,0.09,0.31,-0.07
F299,,22,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.81,,2668,,,100.00,,,,,,98.95,100.9,98.65,101.65,,,,,,,,,1.020,,,,,,,,,26B22,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F299,2,6,B,22,,0.09,-0.28,0.02,0.01,-0.21,0.08,0.01
F300,,22,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.93,,2665,,,99.89,,,,,,100.45,99.4,100.75,98.95,,,,,,,,,1.110,,,,,,,,,24A22,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F300,2,4,A,22,,0.07,-0.4,-0.02,0.02,-0.11,0.01,0.1
F301,,23,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.59,,2662,,,99.78,,,,,,98.5,101.35,97.9,101.5,,,,,,,,,1.080,,,,,,,,,22A23,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F301,2,2,A,23,,0,-0.29,0.02,0,-0.17,0.15,0.19
F302,,23,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.66,,2659,,,99.66,,,,,,100,100,99.4,99.25,,,,,,,,,1.100,,,,,,,,,23B23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F302,2,3,B,23,,0.03,-0.18,0.1,-0.06,-0.08,0.11,0.24
F303,,23,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.58,,2661,,,99.74,,,,,,100.6,101.95,98.8,97.6,,,,,,,,,1.140,,,,,,,,,25D23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F303,2,5,D,23,,0.06,-0.15,0.07,0.05,-0.22,0.02,0.06
F304,,23,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.60,,2668,,,100.00,,,,,,100,100,100,100,,,,,,,,,1.140,,,,,,,,,24C23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F304,2,4,C,23,,-0.01,0,0.11,-0.17,0.05,0.21,0.03
F305,,23,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.65,,2666,,,99.93,,,,,,99.4,100.6,98.65,101.2,,,,,,,,,1.100,,,,,,,,,22B23,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F305,2,2,B,23,,0.05,-0.11,0.1,0.02,-0.11,0.12,0.27
F306,,23,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.67,,2667,,,99.96,,,,,,101.95,99.85,100.75,96.85,,,,,,,,,1.060,,,,,,,,,22C23,,,,5a,5aa,5a,5aa,5a,,5aa,,,,F306,2,2,C,23,,-0.51,-0.25,-0.04,-0.24,-0.16,0.07,0.15
F307,,23,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.66,,2668,,,100.00,,,,,,100.75,101.8,98.8,98.65,,,,,,,,,1.050,,,,,,,,,24B23,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F307,2,4,B,23,,0.08,-0.04,0.22,0.04,-0.05,0.21,0.26
F308,,23,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.75,,2666,,,99.93,,,,,,101.2,98.8,101.2,98.65,,,,,,,,,1.070,,,,,,,,,26A23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F308,2,6,A,23,,0.15,-0.1,0.01,0.09,-0.2,0.07,0.24
F309,,23,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.75,,2667,,,99.96,,,,,,99.7,99.1,99.85,101.05,,,,,,,,,1.080,,,,,,,,,25C23,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F309,2,5,C,23,,0.15,-0.1,0.01,0.09,-0.2,0.07,0.24
F310,,23,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.95,,2668,,,100.00,,,,,,100.45,99.55,101.05,98.95,,,,,,,,,1.080,,,,,,,,,25B23,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F310,2,5,B,23,,0.13,-0.11,0.09,0.16,-0.27,-0.05,0.31
F311,,24,,,1/15/2021,,,K,,,,,,HS,,,,,,,,,,,,,,12/25/2020,,,12/25/2020,,,,,,,,,,,0,,9.67,,2668,,,100.00,,,,,,98.8,97.45,102.25,100.75,,,,,,,,,1.130,,,,,,,,,21A24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F311,2,1,A,24,,-0.05,-0.1,0.19,-0.06,-0.1,0.16,0
F312,,24,,,4/16/2021,,,K,,,,,,HS,,,,,,,,,,,,,,12/25/2020,,,12/25/2020,,,,,,,,,,,0,,9.62,,2668,,,100.00,,,,,,99.4,97.9,100.6,101.95,,,,,,,,,1.120,,,,,,,,,29D24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F312,2,9,D,24,,-0.1,-0.21,0.01,0.01,-0.28,-0.06,0.14
F313,,24,,,1/15/2021,,,K,,,,,,HS,,,,,,,,,,,,,,12/25/2020,,,12/25/2020,,,,,,,,,,,0,,9.69,,2668,,,100.00,,,,,,101.65,99.25,99.4,99.4,,,,,,,,,1.150,,,,,,,,,23C24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F313,2,3,C,24,,-0.09,-0.11,0.15,0.19,-0.15,0.05,0.01
F314,,24,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.69,,2666,,,99.93,,,,,,101.95,97.6,102.4,97.6,,,,,,,,,1.120,,,,,,,,,22A24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F314,2,2,A,24,,-0.15,-0.23,0.06,-0.06,-0.08,0.15,0.09
F315,,24,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.57,,2666,,,99.93,,,,,,102.1,101.95,97.9,97.75,,,,,,,,,1.180,,,,,,,,,25C24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F315,2,5,C,24,,-0.22,-0.22,0.11,-0.13,-0.18,0.13,0.12
F316,,24,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.68,,2668,,,100.00,,,,,,97.75,97.15,102.25,101.95,,,,,,,,,0.950,,,,,,,,,22B24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F316,2,2,B,24,,-0.1,-0.23,0.07,-0.15,-0.22,0.06,0.19
F317,,24,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.68,,2667,,,99.96,,,,,,101.95,102.1,97.9,97.75,,,,,,,,,1.140,,,,,,,,,24D24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F317,2,4,D,24,,-0.16,-0.21,0.06,-0.04,-0.12,0.1,-0.01
F318,,24,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.96,,2668,,,100.00,,,,,,102.1,97.75,102.1,98.05,,,,,,,,,1.040,,,,,,,,,22C24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F318,2,2,C,24,,-0.16,-0.1,0.21,0.09,-0.24,0.06,0.2
F319,,24,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.91,,2664,,,99.85,,,,,,101.65,101.5,97.9,98.35,,,,,,,,,1.160,,,,,,,,,24C24,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F319,2,4,C,24,,-0.13,-0.23,-0.02,0.14,-0.13,0.25,0.15
F320,,24,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.92,,2666,,,99.93,,,,,,102.1,102.4,97.9,97.45,,,,,,,,,1.070,,,,,,,,,25B24,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F320,2,5,B,24,,-0.14,-0.26,0.09,-0.03,-0.06,0.28,0.17
F321,,19,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.55,,2666,,,99.93,,,,,,102.1,98.35,101.65,97.3,,,,,,,,,1.130,,,,,,,,,24B19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F321,2,4,B,19,,0.06,-0.19,0.02,0.09,-0.17,0.03,0.01
F322,,19,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.62,,2667,,,99.96,,,,,,101.95,100.75,98.35,98.8,,,,,,,,,1.170,,,,,,,,,22A19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F322,2,2,A,19,,0.11,-0.19,0.04,0.19,-0.01,0.18,0.1
F323,,19,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.62,,2668,,,100.00,,,,,,101.95,100.9,99.4,97.75,,,,,,,,,1.050,,,,,,,,,25B19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F323,2,5,B,19,,0.12,-0.06,0.05,0.1,-0.25,0.01,-0.06
F324,,19,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.52,,2668,,,100.00,,,,,,99.25,101.2,98.05,101.2,,,,,,,,,1.090,,,,,,,,,24D19,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F324,2,4,D,19,,-0.08,-0.3,-0.02,0.01,-0.2,0.06,0.05
F325,,19,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.58,,2668,,,100.00,,,,,,99.25,101.2,98.05,101.2,,,,,,,,,1.170,,,,,,,,,22C19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F325,2,2,C,19,,0.1,-0.19,0.09,0.05,-0.16,0.1,0.12
F326,,19,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.70,,2667,,,99.96,,,,,,102.25,100.45,98.65,97.6,,,,,,,,,1.170,,,,,,,,,25A19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F326,2,5,A,19,,0.09,-0.16,-0.09,0.07,0.02,0.16,0.15
F327,,19,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.73,,2664,,,99.85,,,,,,100.9,101.95,98.5,97.9,,,,,,,,,1.140,,,,,,,,,24C19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F327,2,4,C,19,,0.1,-0.16,-0.21,0.14,-0.05,0.16,-0.07
F328,,19,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.65,,2668,,,100.00,,,,,,102.25,102.1,97.9,97.75,,,,,,,,,1.180,,,,,,,,,26A19,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F328,2,6,A,19,,0.08,-0.21,0.05,-0.01,-0.27,0.03,-0.19
F329,,19,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.82,,2668,,,100.00,,,,,,100,100,99.85,100,,,,,,,,,1.140,,,,,,,,,23B19,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F329,2,3,B,19,,0.06,-0.23,-0.05,0,-0.17,0.05,-0.03
F330,,19,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.75,,2668,,,100.00,,,,,,98.2,97.9,102.1,101.95,,,,,,,,,1.120,,,,,,,,,23A19,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F330,2,3,A,19,,0.08,-0.18,0.08,-0.03,-0.31,-0.05,-0.01
F331,,20,,,1/15/2021,,,K,,,,,,HS,,,,,,,,,,,,,,12/24/2020,,,12/24/2020,,,,,,,,,,,0,,9.58,,2666,,,99.93,,,,,,101.5,101.95,98.5,97.9,,,,,,,,,1.160,,,,,,,,,21A20,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F331,2,1,A,20,,0.19,-0.21,0.15,0.09,-0.15,0.07,0.08
F332,,20,,,1/15/2021,,,K,,,,,,HS,,,,,,,,,,,,,,12/24/2020,,,12/24/2020,,,,,,,,,,,0,,9.66,,2668,,,100.00,,,,,,98.2,97.45,102.1,102.25,,,,,,,,,1.170,,,,,,,,,22D20,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F332,2,2,D,20,,0.16,-0.17,0.13,0.04,-0.18,0.1,-0.03
F333,,20,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,12/24/2020,,,12/24/2020,,,,,,,,,,,0,,9.63,,2668,,,100.00,,,,,,97.9,98.05,101.95,101.95,,,,,,,,,1.120,,,,,,,,,25C20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F333,2,5,C,20,,0.14,-0.14,0.2,0.11,-0.31,0.07,0.04
F334,,20,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.67,,2668,,,100.00,,,,,,99.7,100.15,100.15,100.3,,,,,,,,,1.170,,,,,,,,,22C21,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F334,2,2,C,21,,0.02,-0.26,0.01,0.05,-0.23,0.05,-0.06
F335,,20,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.57,,2667,,,99.96,,,,,,99.85,100,99.85,100,,,,,,,,,1.250,,,,,,,,,23B20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F335,2,3,B,20,,0.07,-0.06,0.31,0.16,-0.24,0.11,0.04
F336,,20,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.64,,2668,,,100.00,,,,,,98.95,99.55,101.05,100.6,,,,,,,,,1.110,,,,,,,,,25B20,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F336,2,5,B,20,,0.04,-0.14,0.15,0.14,-0.3,-0.02,0.16
F337,,20,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.59,,2668,,,100.00,,,,,,99.7,98.95,100.15,100.6,,,,,,,,,1.110,,,,,,,,,25A20,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F337,2,5,A,20,,0.09,-0.06,0.08,0.03,0.03,0.11,0.22
F338,,20,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.53,,2668,,,100.00,,,,,,99.7,100.3,100,100,,,,,,,,,1.160,,,,,,,,,24D20,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F338,2,4,D,20,,-0.06,-0.12,0.04,-0.06,-0.19,-0.04,-0.09
F339,,20,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/16/2021,,,3/16/2021,,,,,,,,,,,0,,9.60,,2667,,,99.96,,,,,,99.55,100.15,98.95,100.9,,,,,,,,,1.040,,,,,,,,,33D20,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F339,3,3,D,20,,0.05,-0.1,0.05,0.11,-0.19,0.05,0.12
F340,,20,,,1/15/2021,,,K,,,,,,HS,,,,,,,,,,,,,,12/24/2020,,,12/24/2020,,,,,,,,,,,0,,9.79,,2668,,,100.00,,,,,,98.05,97.75,102.25,102.1,,,,,,,,,1.030,,,,,,,,,20D20,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F340,2,0,D,20,,0.15,-0.2,0.08,0.09,-0.19,0.13,0.06
F341,,21,,,4/16/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.80,,2666,,,99.93,,,,,,101.65,101.2,97.9,98.8,,,,,,,,,1.110,,,,,,,,,26B21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F341,2,6,B,21,,0.1,-0.18,0.1,-0.03,-0.22,0,0.01
F342,,21,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.45,,2668,,,100.00,,,,,,100.3,99.55,100,100,,,,,,,,,1.230,,,,,,,,,22D21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F342,2,2,D,21,,0.13,0.19,0.19,-0.11,-0.25,0.04,-0.02
F343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F343,,,,,,,,,,,,
F344,,21,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.77,,2668,,,100.00,,,,,,98.2,99.7,101.2,100.45,,,,,,,,,1.200,,,,,,,,,25A21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F344,2,5,A,21,,0.14,0.12,0.12,-0.07,-0.14,0.06,-0.06
F345,,21,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.74,,2666,,,99.93,,,,,,101.8,102.25,97.75,97.9,,,,,,,,,1.220,,,,,,,,,24C21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F345,2,4,C,21,,0.14,-0.06,-0.06,-0.18,-0.08,0.05,0.02
F346,,21,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.61,,2664,,,99.85,,,,,,101.5,97.9,102.25,98.05,,,,,,,,,1.040,,,,,,,,,24D21,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F346,2,4,D,21,,0.08,-0.17,0.06,-0.06,-0.36,-0.06,0.01
F347,,21,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.65,,2667,,,99.96,,,,,,102.1,102.1,97.75,97.9,,,,,,,,,1.120,,,,,,,,,24B21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F347,2,4,B,21,,13,-0.12,0.11,-0.05,-0.19,0.03,-0.04
F348,,21,,,4/16/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.71,,2668,,,100.00,,,,,,98.35,101.2,98.8,101.5,,,,,,,,,1.160,,,,,,,,,28B21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F348,2,8,B,21,,0.11,-0.13,0.07,-0.02,-0.15,0.11,0.04
F349,,21,,,4/16/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.77,,2668,,,100.00,,,,,,98.65,101.65,97.9,102.1,,,,,,,,,1.100,,,,,,,,,28C21,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F349,2,8,C,21,,0.11,-0.19,0.05,-0.08,-0.19,-0.06,0.02
F350,,21,,,4/16/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.65,,2668,,,100.00,,,,,,102.25,101.65,97.75,98.35,,,,,,,,,1.130,,,,,,,,,28D21,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F350,2,8,D,21,,0.13,-0.13,0.02,-0.05,-0.28,-0.01,0.03
F351,,22,,,3/26/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.89,,2668,,,100.00,,,,,,101.95,98.05,101.8,98.2,,,,,,,,,1.140,,,,,,,,,24C22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F351,2,4,C,22,,0.09,-0.02,0.15,-0.01,-0.12,0.06,-0.08
F352,,22,,,4/16/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.75,,2666,,,99.93,,,,,,101.05,98.65,101.2,98.8,,,,,,,,,1.200,,,,,,,,,30B22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F352,3,0,B,22,,0.09,-0.11,0.09,0.01,-0.09,0.11,-0.07
F353,,22,,,4/16/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.75,,2668,,,100.00,,,,,,100,100,100,100,,,,,,,,,1.140,,,,,,,,,26C22,,,,5aa,5aa,5aa,5aa,5aa,,5aa,,,,F353,2,6,C,22,,0.06,-0.15,0.03,0.09,-0.25,0.07,-0.04
F354,,22,,,4/16/2021,,,K,,,,,,HS,,,,,,,,,,,,,,3/22/2021,,,3/22/2021,,,,,,,,,,,0,,9.76,,2661,,,99.74,,,,,,99.85,99.25,98.65,101.5,,,,,,,,,1.070,,,,,,,,,28A22,,,,5a,5aa,5a,5aa,5aa,,5aa,,,,F354,2,8,A,22,,0.08,-0.5,0.04,0.03,-0.06,0.01,-0.04
