 DBN,Don't edit Block occurance,BL,Status,BNL shipment,Shipping date,Comment,Sector,Fiber type,Fiber batch,Filling time (h),FF date,Filled by,Checked by,W powder,W bucket number,Mold number,Empty mold (g),Filled mold (g),W filling mass (g),fibers loaded by,W filling date,W filled by,Epoxy batch,Resin mass (g),Hardener mass (g),potting notes,Epoxy filling time (min),Epoxy filling date,Epoxy preparer,Delta Mach-Pot,Machining date,Machined by,L (in),BT (in),BB (in),BH (in),ST (in),SB (in),SH (in),Volume (mL),Measured by,Mass (g),Measured by,Density(g/mL),Tested on,# Fibers N,Good end,ABS N-W (%),# Fibers / # Holes (%),10-15(%),15-50(%),50-75(%),r75 (%),R,T1(BL) Fiber %,T2(BR) Fiber %,T3(TL) Fiber %,T4(TR) Fiber %, missing row?,13 connected holes?,FOM_N,FOM_I,Tested by,Tested on,Scintillation (mV),Calibration (mV),Ratio (Calibrated Twice),Tested by,Tested on,Natural Pictures,Tested by,Retouch,Density Result Checked?,Light Checked?,Natural Pictures checked?,Sector ID (SSBBR),LT M/D/YYYY,Days Mach-LT,Scint M/D/YYYY,Block Grade,De,Di,LT,LTQ,Vi,Sci,Pic,X,LT-all,DBN,S-left,S-right,column,row,relative W weight,Δ(L) [mm],Δ(BT) [mm],Δ(BB) [mm],Δ(BH) [mm],Δ(ST) [mm],Δ(SB) [mm],Δ(SH) [mm]
2033,34,123,7,29,12/8/2020,,17,SG47,21-A,0.18,7/2/2019,Emily,Mason,HCS,HCS-53,5F,1190,4865,3675,SA,11/13/2020,SA,9,110,25,d40g,2,11/13/2020,SA,12,11/25/2020,AW,5.4990,2.0860,2.0750,1.9880,1.8110,1.8000,1.9920,348.5,AW,3172,AW,9.10,20201125,2652,W,0.2624,99.40,0.0754,1.7345,4.9397,6.7,0.147,99.7001,101.199,99.2504,97.4513,N,N,,,Zander,20201202.1,340.019,281.658,1.207,Adin,20201201,20201201,Adin,,Adin,Mina,Zander,17D1,12/2/2020,7,12/1/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2033,1,7,D,1,0.988,-0.0254,0.0254,-0.254,-0.0254,-0.1016,-0.381,0.0762
2034,35,123,7,36,3/2/2021,,23,SG47,21-A,0.25,7/2/2019,Saad,Emily,HCS,HCS-64,7B,1195,4795,3600,SA,2/5/2021,SA,9,110,25,d40g,2,2/5/2021,ET,18,2/23/2021,AW,5.4980,2.0810,2.0690,1.9810,1.8220,1.8060,1.9860,347.5,AW,3120,AW,8.98,20210223,2639,W,1.0120,98.91,0.1137,2.1978,6.7829,9.1,0.159,98.2009,98.2009,98.2009,101.049,N,N,,,Jerome,20210223.1,194.711,161.061,1.209,Vrishin,20210223.2,20210223,Mina,,Adin,Adin,Zander,23C1,2/23/2021,0,2/23/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2034,2,3,C,1,0.968,-0.0508,-0.1016,-0.4064,-0.2032,0.1778,-0.2286,-0.0762
2035,36,123,7,28,11/23/2020,,16,SG47,21-A,0.22,7/2/2019,Emily,Mason,HCS,HCS-53,5E,1190,4895,3705,SA,11/13/2020,SA,9,110,25,d40g,2,11/13/2020,SA,6,11/19/2020,AW,5.4970,2.0520,2.0720,1.9900,1.7930,1.8110,1.9900,346.4,AW,3150,AW,9.09,20201119,2646,W,1.1619,99.18,0.3023,2.1542,7.1807,9.6,0.168,98.8006,99.8501,99.7001,98.3508,N,N,,,Erin,20201120,320.365,264.566,1.211,Erin,20201120,20201120,Erin,,Adin,Adin,Adin,16D3,11/20/2020,1,11/20/2020,5b,5a,5b,5a,5a,5a,5a,1,1,5a,2035,1,6,D,3,0.996,-0.0762,-0.8382,-0.3302,0.0254,-0.5588,-0.1016,0.0254
2036,37,123,7,29,12/8/2020,PATCH JOB,17,SG47,21-A,0.17,7/2/2019,Saad,Mason,HCS,HCS-53,5A,1180,4885,3705,SA,11/13/2020,SA,9,110,25,d40g,1.5,11/13/2020,SA,10,11/23/2020,AW,5.4860,2.0750,2.0720,1.9880,1.8130,1.8050,1.9890,347.1,AW,3138,AW,9.04,20201123,2655,W,0.2998,99.51,0.0377,0.7533,4.3315,5.1,0.135,100.3,100.45,98.5007,98.8006,N,N,,,Mason,20201124.1,383.981,289.921,1.324,Adin,20201123.1,20201201,Adin,,Adin,Adin,Zander,17C1,11/24/2020,1,11/23/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2036,1,7,C,1,0.996,-0.3556,-0.254,-0.3302,-0.0254,-0.0508,-0.254,0
2037,38,123,7,28,11/23/2020,,16,SG47,21-A,0.22,7/2/2019,Emily,Mason,HCS,HCS-52,5F,1190,4845,3655,SA,11/10/2020,SA,9,110,25,d40g,1.5,11/10/2020,SA,6,11/16/2020,AW,5.4970,2.0710,2.0710,1.9920,1.8160,1.8100,1.9930,348.6,AW,3186,AW,9.14,20201116,2662,W,1.4992,99.78,0.0000,1.2021,6.6491,7.9,0.143,99.7001,101.049,98.6507,99.7001,N,N,,,Zander,20201118,199.006,172.696,1.152,Adin,20201117.1,20201118,Zander,,Adin,Adin,Mina,16B2,11/18/2020,2,11/17/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2037,1,6,B,2,0.983,-0.0762,-0.3556,-0.3556,0.0762,0.0254,-0.127,0.1016
2038,39,123,7,29,12/8/2020,,17,SG47,21-A,0.40,7/2/2019,Mason,Saad,HCS,HCS-53,5C,1195,4920,3725,SA,11/13/2020,SA,9,110,25,d40g,2,11/13/2020,SA,6,11/19/2020,AW,5.4980,2.0740,2.0770,1.9900,1.8130,1.8170,1.9890,348.7,AW,3166,AW,9.08,20201119,2654,W,0.4873,99.48,0.3014,2.4115,5.2374,8.0,0.164,98.9505,100,99.1004,99.8501,N,N,,,Erin,20201120,311.962,264.566,1.179,Erin,20201120,20201120,Erin,,Adin,Adin,Adin,17B1,11/20/2020,1,11/20/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2038,1,7,B,1,1.002,-0.0508,-0.2794,-0.2032,0.0254,-0.0508,0.0508,0
2039,40,123,7,38,3/22/2021,,22,SG47,21-A,0.25,7/2/2019,Emily,Mason,HCS,HCS-67,8D,1170,4950,3780,SA,2/24/2021,JL,9,110,25,d40g,2,2/24/2021,ET,16,3/12/2021,AW,5.5000,2.0760,2.0670,1.9800,1.8270,1.8160,1.9890,348.2,AW,3162,AW,9.08,20210312,2657,W,1.6492,99.59,0.0753,0.6398,4.2906,5.0,0.127,100.9,100.75,99.2504,97.4513,N,N,,,Zander,20210315.2,275.25,212.346,1.296,Jerome,20210315,20210315,Zander,,Jerome,Jerome,Jerome,22C1,3/15/2021,3,3/15/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2039,2,2,C,1,1.016,0,-0.2286,-0.4572,-0.2286,0.3048,0.0254,0
2040,41,123,7,28,11/23/2020,,16,SG47,21-A,0.40,7/2/2019,Mason,Saad,HCS,HCS-52,5E,1195,4900,3705,SA,11/10/2020,SA,8,110,25,d40g,2.5,11/10/2020,SA,6,11/16/2020,AW,5.4990,2.0850,2.0670,1.9910,1.8130,1.8070,1.9910,348.7,AW,3178,AW,9.11,20201116,2666,W,0.8995,99.93,0.0375,0.4126,3.2258,3.7,0.111,100,100.9,98.5007,100.3,N,N,,,Zander,20201118,192.98,172.696,1.117,Adin,20201117.1,20201118,Zander,,Adin,Adin,Mina,16B1,11/18/2020,2,11/17/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2040,1,6,B,1,0.996,-0.0254,0,-0.4572,0.0508,-0.0508,-0.2032,0.0508
2041,42,123,7,29,12/8/2020,PATCH JOB,17,SG47,21-A,0.17,7/2/2019,Saad,Mason,HCS,HCS-52,5A,1190,4875,3685,SA,11/9/2020,SA,8,110,25,d40g,1.50,11/10/2020,SA,13,11/23/2020,AW,5.4950,2.0780,2.0770,1.9860,1.8060,1.8040,1.9860,347.2,AW,3162,AW,9.11,20201123,2658,W,0.1125,99.63,0.0000,0.2634,4.2137,4.5,0.119,100,100.6,99.2504,98.6507,N,N,,,Mason,20201124.1,376.261,289.921,1.298,Adin,20201123.1,20201201,Adin,,Adin,Adin,Zander,17A1,11/24/2020,1,11/23/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2041,1,7,A,1,0.991,-0.127,-0.1778,-0.2032,-0.0762,-0.2286,-0.2794,-0.0762
2042,43,123,7,28,11/23/2020,PATCH JOB,16,SG47,21-A,0.40,7/2/2019,Mason,Emily,HCS,HCS-52,5E,1180,4925,3745,SA,11/6/2020,SA,8,110,25,d40g,2.50,11/6/2020,SA,10,11/16/2020,AW,5.4960,2.0600,2.0750,1.9870,1.7950,1.8150,1.9880,346.6,AW,3208,AW,9.25,20201116,2661,W,1.3118,99.74,0.0000,0.8268,3.3446,4.2,0.119,99.1004,100.3,99.4003,100.15,N,N,,,Zander,20201118,269.297,219.831,1.225,Adin,20201117,20201118,Zander,,Adin,Adin,Mina,16C2,11/18/2020,2,11/17/2020,5b,5a,5b,5a,5a,5a,5a,1,1,5a,2042,1,6,C,2,1.007,-0.1016,-0.635,-0.254,-0.0508,-0.508,0,-0.0254
2043,44,123,7,29,12/8/2020,,17,SG47,21-A,0.18,7/2/2019,Saad,Mason,HCS,HCS-52,5C,1195,4890,3695,SA,11/9/2020,SA,8,110,25,d40g,1.5,11/10/2020,SA,6,11/16/2020,AW,5.4990,2.0840,2.0740,1.9920,1.8200,1.8080,1.9920,349.5,AW,3154,AW,9.03,20201116,2660,W,3.8605,99.70,0.0376,2.1805,3.4962,5.7,0.141,100,101.799,98.6507,98.3508,N,N,,,Zander,20201118,337.429,219.831,1.535,Adin,20201117,20201118,Zander,,Adin,Adin,Mina,17D2,11/18/2020,2,11/17/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2043,1,7,D,2,0.994,-0.0254,-0.0254,-0.2794,0.0762,0.127,-0.1778,0.0762
2044,45,123,7,37,3/15/2021,,22,SG47,21-B,0.45,7/2/2019,Mason,Emily,HCS,HCS-67,8B,1175,4965,3790,SA,2/24/2021,JL,9,110,25,d40g,2,2/24/2021,ET,8,3/4/2021,AW,5.5000,2.0790,2.0730,1.9970,1.8230,1.8080,1.9940,350.0,AW,3094,AW,8.84,20210304,2654,W,0.2624,99.48,0.0377,0.5652,5.7272,6.3,0.141,99.4003,99.5502,98.6507,100.3,N,N,,,Mason,20210305,210.139,205.855,1.021,Jerome,20210308,20210305,Mason,,Mason,Jerome,Jerome,22D1,3/5/2021,1,3/8/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2044,2,2,D,1,1.019,0,-0.1524,-0.3048,0.2032,0.2032,-0.1778,0.127
2045,46,123,7,37,3/15/2021,21-A & 21-B,22,SG47,21-A,0.20,7/2/2019,Emily,Mason,HCS,HCS-67,8C,1170,4935,3765,SA,2/24/2021,JL,9,110,25,d40g,2,2/24/2021,ET,8,3/4/2021,AW,5.4990,2.0870,2.0810,1.9990,1.8340,1.8100,1.9910,351.2,AW,3114,AW,8.87,20210304,2661,W,0.1874,99.74,0.0376,0.2631,4.5472,4.8,0.133,101.499,98.3508,100,99.1004,N,N,,,Mason,20210305,220.274,205.855,1.070,Jerome,20210308,20210305,Mason,,Mason,Jerome,Jerome,22A2,3/5/2021,1,3/8/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2045,2,2,A,2,1.012,-0.0254,0.0508,-0.1016,0.254,0.4826,-0.127,0.0508
2046,47,123,7,39,3/30/2021,,25,SG47,21-B,0.45,7/2/2019,Mason,Emily,HCS,HCS-67,7E,1185,4690,3505,SA,2/22/2021,JL,9,110,25,d40g,1.5,2/22/2021,ET,28,3/22/2021,AW,5.5010,2.0790,2.0760,1.9920,1.7850,1.7900,1.9870,346.7,AW,3018,AW,8.71,20210322,2646,N,0.3748,99.18,0.3401,3.3636,7.2940,11.0,0.186,98.9505,98.8006,100.6,98.3508,N,N,,,Adin,20210323,178.388,175.828,1.015,Jerome,20210323,20210324,Zander,,Mason,Mason,Adin,25D1,3/23/2021,1,3/23/2021,5b,5b,5b,5a,5a,5a,5a,1,1,5a,2046,2,5,D,1,0.942,0.0254,-0.1524,-0.2286,0.0762,-0.762,-0.635,-0.0508
2047,48,123,7,28,11/23/2020,,16,SG47,21-B,0.22,7/2/2019,Emily,Mason,HCS,HCS-52,5A,1185,4890,3705,SA,11/4/2020,ET,8,110,25,d40g,2,11/4/2020,ET,8,11/12/2020,AW,5.4790,2.0780,2.0800,1.9920,1.8050,1.8100,1.9930,347.7,AW,3148,AW,9.05,20201112,2648,W,2.6987,99.25,0.2266,2.1903,3.3233,5.7,0.158,99.8501,99.7001,98.2009,99.2504,N,N,,,Mina,20201112.1,331.678,270.409,1.227,Mina,20201112,20201112,Mina,,Adin,Adin,Adin,16A2,11/12/2020,0,11/12/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2047,1,6,A,2,0.996,-0.5334,-0.1778,-0.127,0.0762,-0.254,-0.127,0.1016
2048,49,123,7,29,12/8/2020,,17,SG47,21-B,0.23,7/3/2019,Emily,Mason,HCS,HCS-52,5F,1185,4895,3710,SA,11/4/2020,ET,8,110,25,d40g,2,11/4/2020,ET,9,11/13/2020,AW,5.4970,2.0770,2.0750,1.9890,1.8030,1.7980,1.9900,347.4,AW,3138,AW,9.03,20201113,2656,W,3.7106,99.55,0.0753,0.4895,5.2711,5.8,0.121,99.8501,100.45,98.6507,99.2504,N,N,,,Zander,20201118,182.708,172.696,1.058,Adin,20201117.1,20201118,Zander,,Adin,Adin,Mina,17C2,11/18/2020,5,11/17/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2048,1,7,C,2,0.998,-0.0762,-0.2032,-0.254,0,-0.3048,-0.4318,0.0254
2049,50,123,7,28,11/23/2020,,16,SG47,21-B,0.20,7/3/2019,Emily,Mason,HCS,HCS-52,5C,1190,4890,3700,SA,11/6/2020,SA,8,110,25,d40g,2,11/6/2020,SA,6,11/12/2020,AW,5.4980,2.0870,2.0870,1.9950,1.8050,1.8050,1.9950,349.8,AW,3164,AW,9.04,20201112,2661,W,0.8620,99.74,0.0752,1.2026,4.5096,5.8,0.129,100,100.6,99.5502,98.8006,N,N,,,Zander,20201118,184.956,172.696,1.071,Adin,20201117.1,20201118,Zander,,Adin,Adin,Mina,16D2,11/18/2020,6,11/17/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2049,1,6,D,2,0.995,-0.0508,0.0508,0.0508,0.1524,-0.254,-0.254,0.1524
2050,51,123,7,28,11/23/2020,,16,SG47,21-B,0.19,7/3/2019,Emily,Mason,HCS,HCS-52,5C,1190,4955,3765,SA,11/4/2020,ET,8,110,25,d40g,2,11/4/2020,ET,8,11/12/2020,AW,5.4980,2.0780,2.0750,1.9920,1.8190,1.8100,1.9930,349.3,AW,3174,AW,9.09,20201112,2653,W,2.2864,99.44,0.4523,1.6585,3.6186,5.7,0.155,99.5502,102.099,97.7511,98.3508,N,N,,,Mina,20201112.1,335.451,270.409,1.241,Mina,20201112,20201112,Mina,,Adin,Adin,Adin,16B3,11/12/2020,0,11/12/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2050,1,6,B,3,1.012,-0.0508,-0.1778,-0.254,0.0762,0.1016,-0.127,0.1016
2051,52,123,7,28,11/23/2020,,16,SG47,21-B,0.22,7/3/2019,Emily,Mason,HCS,HCS-52,5A,1180,4850,3670,SA,11/6/2020,SA,8,110,25,d40g,2.5,11/6/2020,SA,6,11/12/2020,AW,5.4970,2.0860,2.0810,1.9920,1.8120,1.8060,1.9930,349.4,AW,3182,AW,9.11,20201112,2651,W,1.4618,99.36,0.1886,2.4519,5.8469,8.5,0.176,99.5502,99.7001,99.5502,98.6507,N,N,,,Mina,20201112.1,331.623,270.409,1.226,Mina,20201112,20201112,Mina,,Adin,Adin,Adin,16A3,11/12/2020,0,11/12/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2051,1,6,A,3,0.987,-0.0762,0.0254,-0.1016,0.0762,-0.0762,-0.2286,0.1016
2052,53,123,7,28,11/23/2020,,16,SG47,21-B,0.22,7/3/2019,Emily,Mason,HCS,HCS-52,5F,1180,4895,3715,SA,11/6/2020,SA,8,110,25,d40g,2,11/6/2020,SA,6,11/12/2020,AW,5.4980,2.0790,2.0750,1.9930,1.8120,1.8070,1.9950,349.2,AW,3196,AW,9.15,20201112,2654,W,1.8366,99.48,0.1507,2.4868,4.2577,6.9,0.162,99.7001,100.6,99.2504,98.3508,N,N,,,Mina,20201112.1,303.251,270.409,1.121,Mina,20201112,20201112,Mina,,Adin,Adin,Adin,16C1,11/12/2020,0,11/12/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2052,1,6,C,1,0.999,-0.0508,-0.1524,-0.254,0.1016,-0.0762,-0.2032,0.1524
2053,54,123,7,38,3/22/2021,,26,SG47,21-B,0.20,7/3/2019,Emily,Mason,HCS,HCS-67,7F,1195,4760,3565,SA,2/22/2021,JL,9,110,25,d40g,1.5,2/22/2021,ET,21,3/15/2021,AW,5.5000,2.0710,2.0760,1.9910,1.8080,1.8030,1.9850,347.6,AW,3058,AW,8.80,20210315,2656,W,0.4498,99.55,0.0000,0.4142,4.1792,4.6,0.123,99.4003,100.3,97.3013,101.199,N,N,,,Zander,20210315.3,229.767,206.505,1.113,Jerome,20210316,20210315,Zander,,Jerome,Jerome,Jerome,26B1,3/15/2021,0,3/16/2021,5b,5b,5a,5a,5a,5a,5a,1,1,5a,2053,2,6,B,1,0.959,0,-0.3556,-0.2286,0.0508,-0.1778,-0.3048,-0.1016
2054,55,123,7,40,4/6/2021,,27,SG47,21-B,0.20,7/3/2019,Emily,Mason,HCS,HCS-68,7D,1190,4825,3635,SA,3/2/2021,SA,10,110,25,d40g,1.5,3/2/2021,ET,28,3/30/2021,AW,5.5020,2.0820,2.0790,1.9920,1.8240,1.8140,1.9900,350.1,AW,3138,AW,8.96,20210330,2651,W,2.2114,99.36,0.0754,0.8676,3.5458,4.5,0.123,99.2504,100.15,97.4513,100.6,N,N,,,Zander,20210331,208.415,174.254,1.196,Vrishin,20210330.2,20210331,Zander,,Mason,Mason,Mason,27D1,3/31/2021,1,3/30/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2054,2,7,D,1,0.977,0.0508,-0.0762,-0.1524,0.0762,0.2286,-0.0254,0.0254
2055,56,123,7,37,3/15/2021,,22,SG47,21-B,0.20,7/3/2019,Emily,Mason,HCS,HCS-67,8A,1180,5005,3825,SA,2/24/2021,JL,9,110,25,d40g,2,2/24/2021,ET,8,3/4/2021,AW,5.4990,2.0880,2.0790,2.0000,1.8320,1.8180,1.9920,351.6,AW,3160,AW,8.99,20210304,2661,W,0.1499,99.74,0.0000,0.2631,3.7956,4.1,0.118,100.6,98.9505,99.4003,100,N,N,,,Mason,20210305.1,339.477,259.927,1.306,Jerome,20210304,20210305,Mason,,Mason,Jerome,Jerome,22B2,3/5/2021,1,3/4/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2055,2,2,B,2,1.029,-0.0254,0.0762,-0.1524,0.2794,0.4318,0.0762,0.0762
2056,57,123,7,27,11/17/2020,,16,SG47,21-B,0.23,7/3/2019,Emily,Mason,HCS,HCS-51,5A,1180,4890,3710,SA,10/29/2020,SA,8,110,25,d40g,3,10/29/2020,ET,8,11/6/2020,AW,5.5030,2.0880,2.0830,1.9940,1.8070,1.7870,1.9920,349.0,AW,3200,AW,9.17,20201106,2648,N,0.0750,99.25,0.0755,0.9063,5.0227,6.0,0.143,98.9505,99.5502,99.2504,99.2504,N,N,,,Mason,20201110,324.778,186.974,1.737,Adin,20201106.1,20201111,Zander,,Adin,Zander,Mason,16D1,11/10/2020,4,11/6/2020,5b,5a,5b,5a,5a,5a,5a,1,1,5a,2056,1,6,D,1,0.998,0.0762,0.0762,-0.0508,0.127,-0.2032,-0.7112,0.0762
2057,58,123,7,38,3/22/2021,,26,SG47,21-B,0.9,7/3/2019,Joseph,Emily,HCS,HCS-67,7D,1190,4890,3700,SA,2/22/2021,JL,9,110,25,d40g,2,2/22/2021,ET,21,3/15/2021,AW,5.5000,2.0780,2.0750,1.9920,1.8060,1.7990,1.9830,347.5,AW,3064,AW,8.82,20210315,2650,W,1.5742,99.33,0.0755,1.1698,4.3396,5.6,0.134,99.5502,99.8501,99.4003,98.5007,N,N,,,Zander,20210315.3,254.252,206.505,1.231,Jerome,20210316,20210315,Zander,,Jerome,Jerome,Jerome,26C1,3/15/2021,0,3/16/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2057,2,6,C,1,0.995,0,-0.1778,-0.254,0.0762,-0.2286,-0.4064,-0.1524
2058,59,123,7,39,3/30/2021,,25,SG47,21-B,0.45,7/3/2019,Mason,Emily,HCS,HCS-67,7C,1190,4865,3675,SA,2/22/2021,JL,9,110,25,d40g,2,2/22/2021,ET,28,3/22/2021,AW,5.5000,2.0790,2.0830,1.9890,1.8020,1.8080,1.9870,348.2,AW,3082,AW,8.85,20210322,2658,W,1.7616,99.63,0.0000,0.4138,3.7999,4.2,0.123,100.15,99.7001,99.8501,98.8006,N,N,,,Adin,20210323,198.221,175.828,1.127,Jerome,20210323,20210324,Zander,,Adin,Mason,Adin,25C1,3/23/2021,1,3/23/2021,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2058,2,5,C,1,0.988,0,-0.1524,-0.0508,0,-0.3302,-0.1778,-0.0508
2059,60,123,7,27,11/17/2020,,16,SG47,21-B,0.22,7/3/2019,Emily,Mason,HCS,HCS-51,5F,1180,4870,3690,SA,10/29/2020,SA,8,110,25,d40g,3,10/29/2020,ET,8,11/6/2020,AW,5.5060,2.0780,2.0730,1.9970,1.7900,1.8120,1.9950,349.1,AW,3204,AW,9.18,20201106,2649,W,0.2624,99.29,0.0755,1.5478,4.3790,6.0,0.151,100.45,100.15,98.8006,97.7511,N,N,,,Mason,20201110,334.874,186.974,1.791,Adin,20201106.1,20201111,Zander,,Adin,Zander,Mason,16C3,11/10/2020,4,11/6/2020,5b,5a,5b,5a,5a,5a,5a,1,1,5a,2059,1,6,C,3,0.992,0.1524,-0.1778,-0.3048,0.2032,-0.635,-0.0762,0.1524
2060,61,123,7,29,12/8/2020,,17,SG47,21-B,0.20,7/3/2019,Emily,Mason,HCS,HCS-52,5E,1185,4860,3675,SA,11/4/2020,ET,8,110,25,d40g,2.5,11/4/2020,ET,9,11/13/2020,AW,5.4980,2.0660,2.0710,1.9900,1.7970,1.8160,1.9930,347.7,AW,3158,AW,9.08,20201113,2665,W,10.8321,99.89,0.0750,1.4634,3.7148,5.3,0.127,99.8501,100.45,98.9505,100.3,N,N,,,Zander,20201118,200.346,172.696,1.160,Adin,20201117.1,20201118,Zander,,Adin,Adin,Mina,17B2,11/18/2020,5,11/17/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2060,1,7,B,2,0.988,-0.0508,-0.4826,-0.3556,0.0254,-0.4572,0.0254,0.1016
2061,62,123,7,27,11/17/2020,,14,SG47,21-B,0.25,7/3/2019,Emily,Mason,HCS,HCS-51,5C,1190,5005,3815,SA,10/29/2020,SA,8,110,25,d40g,8,10/29/2020,ET,8,11/6/2020,AW,5.5090,2.0860,2.0760,1.9970,1.8130,1.8000,1.9940,350.2,AW,3240,AW,9.25,20201106,2657,W,0.0375,99.59,0.1505,0.6022,3.6131,4.4,0.139,100.45,100.45,99.1004,98.3508,N,N,,,Mason,20201110,342.178,186.974,1.830,Adin,20201106.1,20201111,Zander,,Adin,Zander,Mason,14D3,11/10/2020,4,11/6/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2061,1,4,D,3,1.026,0.2286,0.0254,-0.2286,0.2032,-0.0508,-0.381,0.127
2062,63,123,7,27,11/17/2020,,15,SG47,21-B,0.22,7/3/2019,Emily,Mason,HCS,HCS-51,5E,1185,4890,3705,SA,10/29/2020,SA,8,110,25,d40g,2,10/29/2020,ET,8,11/6/2020,AW,5.5050,2.0740,2.0820,1.9960,1.7890,1.8120,1.9950,349.2,AW,3174,AW,9.09,20201106,2641,W,0.1124,98.99,0.1136,1.8554,5.8311,7.8,0.168,100.3,100.15,98.6507,96.8516,N,N,,,Mason,20201110,305.045,186.974,1.631,Adin,20201106.1,20201111,Zander,,Adin,Zander,Mason,15C2,11/10/2020,4,11/6/2020,5b,5a,5b,5a,5a,5a,5a,1,1,5a,2062,1,5,C,2,0.996,0.127,-0.2794,-0.0762,0.1778,-0.6604,-0.0762,0.1524
2063,64,123,7,27,11/17/2020,,15,SG47,21-B,0.45,7/3/2019,Mason,Saad,HCS,HCS-51,5A,1185,4915,3730,SA,10/27/2020,SA,8,110,25,d40g,3,10/28/2020,ET,8,11/5/2020,AW,5.5030,2.0920,2.0850,1.9890,1.8150,1.8100,1.9930,350.2,AW,3210,AW,9.17,20201105,2651,W,0.2998,99.36,0.1886,1.3580,4.0362,5.6,0.155,99.5502,100.6,99.1004,98.2009,N,N,,,Mason,20201110,317.483,186.974,1.698,Adin,20201106.1,20201106,Erin,,Adin,Zander,Adin,15B2,11/10/2020,5,11/6/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2063,1,5,B,2,1.003,0.0762,0.1778,0,0,0,-0.127,0.1016
2064,65,123,7,27,11/17/2020,,15,SG47,21-B,0.25,7/8/2019,Saad,Mason,HCS,HCS-50,5F,1185,4840,3655,SA,10/22/2020,SA,8,110,25,d40g,2,10/22/2020,ET,6,10/28/2020,AW,5.5020,2.0830,2.0730,1.9960,1.8110,1.7990,1.9870,348.7,AW,3178,AW,9.11,20201028,2660,W,0.4122,99.70,0.0752,1.1278,3.9098,5.1,0.143,99.7001,101.649,99.1004,98.3508,N,N,,,Mina,20201029.1,248.825,200.716,1.240,Erin,20201030,20201029,Mina,,Adin,Adin,Adin,15A2,10/29/2020,1,10/30/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2064,1,5,A,2,0.983,0.0508,-0.0508,-0.3048,0.1778,-0.1016,-0.4064,-0.0508
2065,66,123,7,27,11/17/2020,,16,SG47,21-B,1.05,7/8/2019,Joseph,Saad,HCS,HCS-51,5C,1190,4975,3785,SA,10/27/2020,SA,8,110,25,d40g,2,10/28/2020,ET,8,11/5/2020,AW,5.5040,2.0770,2.0780,1.9920,1.8160,1.8150,1.9920,349.8,AW,3210,AW,9.18,20201105,2661,W,0.3748,99.74,0.1503,0.1879,2.3300,2.7,0.110,99.7001,100.3,99.4003,99.5502,N,N,,,Adin,20201106.2,310.931,219.087,1.419,Jerome,20201106,20201106,Erin,,Adin,Mason,Adin,16A1,11/6/2020,1,11/6/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2065,1,6,A,1,1.018,0.1016,-0.2032,-0.1778,0.0762,0.0254,0,0.0762
2066,67,123,7,27,11/17/2020,,15,SG47,21-B,0.23,7/8/2019,Saad,Mason,HCS,HCS-51,5F,1180,4980,3800,SA,10/27/2020,SA,8,110,25,d40g,2,10/28/2020,ET,8,11/5/2020,AW,5.5030,2.0800,2.0720,1.9930,1.8050,1.8090,1.9920,348.9,AW,3194,AW,9.15,20201105,2659,W,0.0750,99.66,0.0376,0.1880,1.0154,1.2,0.090,99.5502,100.15,99.5502,99.4003,N,N,,,Adin,20201106.2,272.932,219.087,1.246,Jerome,20201106,20201106,Erin,,Adin,Mason,Adin,15D3,11/6/2020,1,11/6/2020,5a,5a,5a,5a,5a,5a,5a,1,1,5a,2066,1,5,D,3,1.022,0.0762,-0.127,-0.3302,0.1016,-0.254,-0.1524,0.0762
