sector, block, dbn, mpv, mpv_err, ch0_mpv, ch0_mpv_err, ch1_mpv, ch1_mpv_err, ch2_mpv, ch2_mpv_err, ch3_mpv, ch3_mpv_err
13, 96, F64, 411.173556, 16.479259, , , , , 411.173556, 16.479259, , 
14, 1, 214, 308.513858, 8.841827, , , 308.513858, 8.841827, , , , 
14, 2, 2002, 308.685117, 10.248184, , , 296.648593, 9.920779, , , 320.721641, 10.575589
14, 3, 2006, 297.061500, 17.407692, , , 308.547423, 12.784250, , , 285.575577, 22.031134
14, 4, 2014, 289.360314, 12.687410, , , , , , , 289.360314, 12.687410
14, 5, 2015, 312.375375, 8.085477, 296.571849, 9.118294, 328.178902, 7.052660, , , , 
14, 6, 2019, 300.256840, 8.382088, 304.277030, 11.591846, 288.719012, 7.596784, 272.749005, 8.859414, 335.282314, 5.480308
14, 7, 2020, 290.715305, 9.280063, 323.448641, 8.821971, 259.876292, 11.180580, 274.231993, 11.792223, 305.304294, 5.325478
14, 8, 2026, 350.410111, 9.019761, , , , , 391.282907, 10.364522, 309.537315, 7.675000
14, 9, 2027, 254.303224, 9.000722, 255.032174, 11.404550, 253.574273, 6.596894, , , , 
14, 10, 2028, 355.978041, 7.251030, 356.204420, 7.624280, 344.746918, 5.443085, 353.675032, 8.456711, 369.285795, 7.480043
14, 11, 2029, 328.071008, 7.610288, 337.940517, 8.172975, 350.018306, 7.373499, 302.902770, 6.041051, 321.422441, 8.853627
14, 12, 2061, 327.516426, 9.891880, , , , , 276.587674, 7.360897, 378.445177, 12.422863
14, 13, 2700, 349.052888, 6.329615, 344.802038, 6.203470, 353.303737, 6.455761, , , , 
14, 14, 2675, 327.174937, 10.443647, 341.771757, 7.566506, 326.212740, 21.492126, 333.110910, 6.061131, 307.604342, 6.654826
14, 15, 2677, 304.260354, 6.124521, 314.049107, 6.069561, 278.450849, 5.761483, 308.830901, 5.501685, 315.710560, 7.165354
14, 16, 2691, 323.835007, 6.826530, , , , , 333.275510, 6.428803, 314.394503, 7.224257
14, 17, 2729, 312.461150, 7.479826, 283.583428, 8.814434, 341.338872, 6.145218, , , , 
14, 18, 2737, 333.294019, 7.107128, 299.403825, 8.988268, 346.838374, 7.442065, 341.976245, 6.360223, 344.957631, 5.637956
14, 19, 2746, 332.993735, 8.077231, 325.423339, 11.489781, 320.474198, 6.284938, 361.059372, 9.317370, 325.018030, 5.216836
14, 20, 2750, 315.346617, 8.050999, , , , , 281.490323, 10.643050, 349.202911, 5.458948
14, 21, 2793, 286.664059, 5.845937, 314.196488, 6.295073, 259.131630, 5.396800, , , , 
14, 22, 2754, 339.410491, 6.719566, 316.312230, 7.235466, 339.069566, 6.034168, 346.289032, 6.951467, 355.971134, 6.657162
14, 23, 2756, 290.782801, 6.367979, 271.655944, 5.980319, 272.860393, 5.479317, 286.460260, 5.186252, 332.154606, 8.826028
14, 24, 2791, 322.273826, 6.812565, , , , , 291.227594, 6.889348, 353.320057, 6.735782
14, 25, 2812, 305.709379, 6.137347, 336.323676, 6.814426, 275.095083, 5.460267, , , , 
14, 26, 2826, 299.471440, 5.601739, 307.142625, 5.497525, 286.854089, 5.470731, 287.703984, 4.777513, 316.185063, 6.661188
14, 27, 2831, 329.513178, 6.232689, 314.382111, 5.421636, 335.687451, 6.491837, 310.535894, 5.582472, 357.447255, 7.434811
14, 28, 2855, 297.279363, 6.199233, , , , , 275.183222, 6.655105, 319.375504, 5.743361
14, 29, 2876, 288.703519, 6.164860, 314.871428, 6.200742, 262.535611, 6.128978, , , , 
14, 30, 2875, 308.089807, 6.882522, 315.746053, 6.871954, 301.541785, 6.103266, 295.475782, 8.314912, 319.595607, 6.239957
14, 31, 2880, 325.115693, 6.312521, 344.467605, 6.839761, 301.161846, 4.861032, 335.220607, 7.045655, 319.612714, 6.503636
14, 32, 2881, 347.032914, 6.142711, , , , , 362.372413, 6.216020, 331.693415, 6.069401
14, 33, 2926, 335.376750, 6.774905, 345.193729, 6.997608, 325.559771, 6.552201, , , , 
14, 34, 2943, 329.870676, 6.155323, 303.884005, 6.168026, 330.710498, 5.774546, 334.968028, 7.157146, 349.920173, 5.521574
14, 35, 2950, 314.455930, 6.893019, 337.337176, 7.565406, 302.756704, 8.123580, 312.025894, 5.381982, 305.703945, 6.501109
14, 36, 2955, 292.478812, 5.722839, , , , , 279.578339, 6.266170, 305.379285, 5.179509
14, 37, 2987, 314.801948, 6.077581, 329.929018, 5.323265, 299.674878, 6.831896, , , , 
14, 38, 2982, 303.182701, 6.465350, 313.387346, 6.745429, 292.382748, 4.309457, 285.466357, 5.540835, 321.494351, 9.265681
14, 39, 2984, 360.206088, 6.296573, 376.861940, 5.113900, 349.031737, 5.912952, 371.856848, 7.961598, 343.073828, 6.197843
14, 40, 2989, 412.364714, 5.930965, , , , , 412.615802, 6.687096, 412.113626, 5.174834
14, 41, 3028, 345.103630, 6.178153, 338.878189, 6.403999, 351.329072, 5.952307, , , , 
14, 42, 3042, 359.799618, 6.433655, 368.703610, 6.781571, 332.906727, 6.417119, 383.335215, 6.122937, 354.252919, 6.412995
14, 43, 3049, 327.705958, 5.810635, 314.127083, 5.846747, 345.804559, 5.918559, 291.316201, 5.463230, 359.575990, 6.014002
14, 44, 3052, 307.518339, 5.749437, , , , , 322.531622, 5.921581, 292.505057, 5.577294
14, 45, 3096, 327.106380, 5.828858, 326.316044, 6.394829, 327.896716, 5.262887, , , , 
14, 46, 3089, 354.133009, 7.124483, 378.053078, 5.944489, 333.480043, 6.715667, 376.209302, 8.574146, 328.789611, 7.263631
14, 47, 3092, 340.991493, 7.335676, 386.789891, 8.021027, 285.117024, 8.242396, 369.055786, 7.334815, 323.003273, 5.744464
14, 48, 3099, 336.642291, 7.474806, , , , , 327.070026, 5.825024, 346.214556, 9.124589
14, 49, 3164, 297.565138, 6.070255, 296.423691, 5.509482, 298.706584, 6.631028, , , , 
14, 50, 3129, 350.768426, 6.965845, 340.639947, 7.841378, 325.972077, 7.532401, 375.621714, 7.139065, 360.839964, 5.350537
14, 51, 3142, 311.179459, 5.911965, 331.874367, 5.728108, 323.064100, 5.684682, 275.180782, 5.144852, 314.598587, 7.090219
14, 52, 3143, 332.736951, 7.818061, , , , , 325.807847, 5.365414, 339.666055, 10.270708
14, 53, 3176, 267.664448, 5.634377, 250.023794, 5.743685, 285.305102, 5.525068, , , , 
14, 54, 3179, 311.329462, 7.540400, 302.245914, 5.918121, 314.230919, 9.555010, 296.870176, 8.807221, 331.970838, 5.881248
14, 55, 3181, 287.577000, 8.262157, 264.996974, 5.190733, 285.031569, 16.124475, 311.546626, 6.576702, 288.732829, 5.156716
14, 56, 3635, 251.448675, 7.328173, , , , , 229.883358, 9.486648, 273.013992, 5.169698
14, 57, 3531, 276.864202, 9.426372, 270.714609, 9.087810, 283.013796, 9.764934, , , , 
14, 58, 3535, 280.429506, 6.961495, 275.780478, 5.956656, 265.707586, 6.013207, 279.377464, 6.698546, 300.852495, 9.177570
14, 59, 3551, 283.177729, 6.920970, 243.035774, 5.076678, 278.902838, 6.353853, 278.144064, 7.697277, 332.628240, 8.556070
14, 60, 3591, 311.587575, 6.956398, , , , , 307.414498, 6.279070, 315.760652, 7.633726
14, 61, 3212, 300.474613, 8.176915, 287.157994, 8.949969, 313.791232, 7.403862, , , , 
14, 62, 3428, 324.538081, 6.972347, 363.317237, 8.473941, 332.965859, 4.428242, 320.602972, 7.878799, 281.266258, 7.108407
14, 63, 3481, 353.237576, 6.591382, 275.652163, 6.076587, 370.379388, 4.989667, 364.005085, 8.162769, 402.913668, 7.136506
14, 64, 3205, 315.347965, 8.442120, , , , , 384.662521, 9.169743, 246.033409, 7.714497
14, 65, 3331, 291.558620, 15.267006, 357.908113, 16.698180, 225.209127, 13.835832, , , , 
14, 66, 3359, 348.256732, 21.997029, 429.313232, 31.933227, 365.254125, 14.494549, 294.806765, 21.180796, 303.652807, 20.379545
14, 67, 3379, 337.525945, 18.406594, 310.753254, 13.783246, 377.603671, 27.784575, 267.808069, 19.332305, 393.938787, 12.726248
14, 68, 3396, 324.042668, 16.893306, , , , , 340.995404, 19.255737, 307.089933, 14.530876
14, 69, 3237, 382.561444, 37.641593, 377.611364, 24.159332, 387.511524, 51.123853, , , , 
14, 70, 3253, 374.905008, 24.688525, 376.715061, 18.051016, 328.303833, 18.025801, 417.147558, 30.745198, 377.453582, 31.932086
14, 71, 3282, 347.524677, 17.782996, 371.199835, 16.849257, 291.798860, 12.815511, 347.867899, 24.388586, 379.232113, 17.078628
14, 72, 3290, 304.723074, 33.860489, , , , , 305.462203, 19.423302, 303.983945, 48.297676
14, 73, F82, 340.350942, 17.553638, 329.352414, 19.629031, 351.349471, 15.478245, , , , 
14, 74, F89, 462.015373, 29.054210, 445.516494, 23.276729, 444.248886, 18.757149, 456.347321, 22.700132, 501.948794, 51.482830
14, 75, F100, 490.602455, 22.201332, 471.351780, 25.719393, 517.537796, 37.458180, 524.310318, 17.154691, 449.209928, 8.473062
14, 76, F150, 480.235168, 20.466808, , , , , 489.338633, 23.169313, 471.131702, 17.764303
14, 77, F37, , , , , , , , , , 
14, 78, F144, 501.838231, 33.995929, 537.027025, 30.798905, 468.792497, 30.586417, 493.341187, 36.598452, 508.192216, 37.999940
14, 79, F148, 454.465534, 23.056668, 503.465809, 29.652404, 373.911274, 14.780498, 555.616029, 31.066555, 384.869023, 16.727214
14, 80, F140, 396.564295, 26.728773, , , , , 414.082137, 23.567325, 379.046452, 29.890222
14, 81, F80, 409.748342, 13.468141, 454.480569, 13.051708, 365.016116, 13.884575, , , , 
14, 82, F88, 447.175514, 15.340412, 482.486547, 11.010047, 440.415017, 21.957886, 467.195865, 13.833354, 398.604629, 14.560359
14, 83, F160, 409.822094, 15.207513, 441.293891, 20.005185, 362.689451, 12.912412, 430.250138, 13.960619, 405.054897, 13.951836
14, 84, F163, 447.061344, 17.640080, , , , , 492.629425, 17.336123, 401.493263, 17.944037
14, 85, F28, 506.088820, 26.824462, 482.661228, 27.831923, 529.516413, 25.817000, , , , 
14, 86, F93, 430.327371, 19.250374, 444.536528, 17.418192, 437.637297, 20.390253, 449.914986, 21.384027, 389.220674, 17.809024
14, 87, F129, 499.758601, 19.650136, 528.001016, 19.749406, 442.659169, 12.840706, 468.400357, 20.597416, 559.973862, 25.413015
14, 88, F133, 254.925954, 21.999739, , , , , 262.630764, 31.725969, 247.221144, 12.273509
14, 89, 1534, 395.888075, 14.766167, 408.415527, 16.132997, 383.360623, 13.399337, , , , 
14, 90, F113, 438.093477, 31.777184, 506.397511, 20.745624, 471.080126, 20.989669, 416.405684, 26.883487, 358.490588, 58.489955
14, 91, F179, 429.937158, 25.307827, 454.185814, 14.894919, 472.029458, 36.108933, 421.561953, 22.944930, 371.971408, 27.282526
14, 92, F180, 308.976031, 27.473503, , , , , 294.011011, 29.150089, 323.941051, 25.796916
14, 93, F73, 58.688757, 16.348859, 58.688757, 16.348859, , , , , , 
14, 94, F77, , , , , , , , , , 
14, 95, F125, 175.036515, 1998.499148, 334.977326, 263.639859, , , 15.095704, 3733.358437, , 
14, 96, F126, , , , , , , , , , 
15, 1, 2030, 306.567014, 12.025591, , , 306.567014, 12.025591, , , , 
15, 2, 2025, 330.642112, 15.405363, , , 326.575331, 17.002201, , , 334.708894, 13.808525
15, 3, 2024, 295.466037, 15.054337, , , 263.649074, 10.715211, , , 327.283000, 19.393464
15, 4, 2013, 305.425725, 14.642466, , , , , , , 305.425725, 14.642466
15, 5, 2064, 245.136166, 10.006040, 212.028053, 9.164716, 278.244280, 10.847364, , , , 
15, 6, 2063, 217.672843, 9.753142, 204.404945, 12.975139, 239.210540, 6.747130, 194.291713, 13.405563, 232.784172, 5.884734
15, 7, 2062, 334.634695, 13.999597, 297.569503, 25.477004, 316.621016, 7.804272, 357.708809, 15.770497, 366.639454, 6.946617
15, 8, 2032, 263.079575, 15.559987, , , , , 254.062661, 7.502018, 272.096490, 23.617956
15, 9, 2021, 266.625243, 10.063728, 270.778556, 14.743177, 262.471930, 5.384278, , , , 
15, 10, 2071, 285.129417, 6.751802, 255.517887, 5.923321, 262.419097, 6.383312, 309.748867, 8.334670, 312.831817, 6.365905
15, 11, 2070, 350.674811, 7.185196, 367.069134, 8.081927, 305.417792, 5.623661, 348.667405, 7.344408, 381.544915, 7.690789
15, 12, 2066, 372.567490, 6.102286, , , , , 343.314106, 6.605183, 401.820873, 5.599389
15, 13, 2699, 285.004820, 4.903248, 310.224382, 5.231175, 259.785258, 4.575321, , , , 
15, 14, 2662, 309.161441, 6.681549, 275.069965, 5.267143, 282.491343, 6.101603, 343.225251, 7.027219, 335.859207, 8.330232
15, 15, 2656, 329.056889, 5.702675, 323.317726, 4.893900, 340.318075, 5.546082, 317.017139, 5.962211, 335.574615, 6.408505
15, 16, 2651, 313.443773, 6.461133, , , , , 325.744591, 6.155266, 301.142954, 6.766999
15, 17, 2744, 295.650777, 5.722560, 274.135563, 5.677923, 317.165992, 5.767198, , , , 
15, 18, 2730, 253.384216, 5.837005, 220.439651, 5.337813, 271.588686, 5.880507, 260.778847, 6.548716, 260.729680, 5.580984
15, 19, 2727, 286.172663, 6.426385, 286.284543, 6.934215, 309.670950, 5.704866, 226.340367, 6.939507, 322.394792, 6.126951
15, 20, 2718, 319.401295, 5.007604, , , , , 297.621006, 4.836764, 341.181585, 5.178444
15, 21, 2799, 340.072896, 5.512828, 326.362800, 5.130182, 353.782992, 5.895475, , , , 
15, 22, 2786, 306.016778, 8.515297, 283.220959, 5.120846, 268.685044, 4.670047, 323.416070, 18.323302, 348.745037, 5.946993
15, 23, 2765, 313.798922, 5.064810, 334.205681, 5.869769, 320.039955, 5.653597, 299.799815, 3.408994, 301.150238, 5.326878
15, 24, 2781, 366.549128, 7.076142, , , , , 363.894358, 6.276982, 369.203898, 7.875301
15, 25, 2846, 280.665377, 5.060537, 280.690203, 5.594279, 280.640552, 4.526794, , , , 
15, 26, 2854, 276.626935, 5.206819, 245.425655, 5.959677, 253.407362, 4.801749, 297.355572, 5.804317, 310.319151, 4.261534
15, 27, 2837, 273.161994, 5.547979, 276.071759, 5.092920, 283.951586, 4.660215, 274.929392, 6.109651, 257.695239, 6.329131
15, 28, 2878, 300.016300, 5.843431, , , , , 300.749223, 4.867942, 299.283378, 6.818919
15, 29, 2866, 335.203810, 6.569918, 332.184238, 6.274237, 338.223382, 6.865599, , , , 
15, 30, 2869, 303.425633, 6.477496, 277.078362, 5.236390, 304.043169, 7.945678, 300.655355, 5.222577, 331.925646, 7.505338
15, 31, 2885, 311.261756, 7.602883, 322.585038, 6.705919, 280.109344, 7.474203, 331.597891, 7.199518, 310.754751, 9.031893
15, 32, 2872, 321.775165, 5.959345, , , , , 270.401197, 6.312103, 373.149132, 5.606587
15, 33, 2936, 294.809430, 6.447518, 289.820719, 4.974181, 299.798141, 7.920855, , , , 
15, 34, 2931, 292.610093, 6.760227, 283.967094, 6.259433, 296.437776, 4.949480, 279.896905, 9.746138, 310.138595, 6.085856
15, 35, 2924, 304.581546, 5.477183, 266.670813, 5.099006, 312.684131, 5.273760, 319.191268, 5.437583, 319.779970, 6.098382
15, 36, 2919, 276.168740, 5.858774, , , , , 295.276506, 5.371008, 257.060975, 6.346539
15, 37, 2997, 324.521795, 6.005223, 329.834399, 5.540670, 319.209190, 6.469776, , , , 
15, 38, 3013, 272.766200, 4.935313, 252.595327, 4.748422, 277.830499, 5.662643, 257.563831, 4.219207, 303.075144, 5.110978
15, 39, 2991, 331.166774, 6.479946, 283.491183, 5.536413, 355.521043, 5.183103, 311.385984, 8.112472, 374.268885, 7.087796
15, 40, 2970, 331.143423, 6.523453, , , , , 328.990972, 6.758405, 333.295874, 6.288501
15, 41, 3068, 293.933346, 4.909985, 288.666015, 4.281089, 299.200677, 5.538880, , , , 
15, 42, 3061, 346.697064, 5.798689, 294.374704, 5.385261, 345.670024, 6.021354, 384.197790, 5.915441, 362.545739, 5.872698
15, 43, 3050, 325.742540, 5.553968, 305.784268, 8.141054, 347.959666, 4.771463, 298.459301, 5.721619, 350.766923, 3.581734
15, 44, 3065, 303.356771, 5.159920, , , , , 276.249314, 5.008672, 330.464227, 5.311167
15, 45, 3115, 296.015798, 5.909197, 320.134920, 6.412992, 271.896675, 5.405402, , , , 
15, 46, 3076, 281.732351, 6.448036, 236.409076, 5.318057, 284.799315, 6.746787, 319.639017, 8.359132, 286.081995, 5.368168
15, 47, 3074, 319.264778, 5.913493, 280.967377, 6.173218, 335.996290, 5.717501, 302.766321, 5.568070, 357.329125, 6.195184
15, 48, 3091, 337.068515, 5.366689, , , , , 340.848184, 7.025951, 333.288846, 3.707426
15, 49, 3126, 283.653068, 5.421146, 300.715743, 6.287986, 266.590393, 4.554306, , , , 
15, 50, 3173, 323.944858, 5.720499, 332.119638, 5.772800, 336.392779, 6.220525, 274.908910, 4.616365, 352.358106, 6.272306
15, 51, 3161, 284.021403, 6.334696, 313.761434, 5.165277, 249.534145, 5.321522, 302.256265, 8.834646, 270.533767, 6.017337
15, 52, 3145, 316.794258, 7.191334, , , , , 296.826603, 8.864753, 336.761914, 5.517914
15, 53, 3187, 304.473985, 6.137459, 290.909143, 6.193518, 318.038826, 6.081401, , , , 
15, 54, 3189, 316.457060, 5.399603, 307.969836, 4.826387, 315.372798, 5.675526, 341.651483, 5.982609, 300.834125, 5.113889
15, 55, 3186, 406.417078, 6.587331, 414.557245, 7.518389, 370.586454, 4.965900, 412.476884, 7.607026, 428.047729, 6.258008
15, 56, 3185, 336.053387, 5.401718, , , , , 288.977477, 4.417755, 383.129296, 6.385681
15, 57, 3558, 338.345872, 6.144100, 344.795773, 6.076664, 331.895970, 6.211535, , , , 
15, 58, 3576, 305.186062, 5.240061, 327.239825, 5.281610, 321.548136, 5.334054, 264.005402, 5.267473, 307.950884, 5.077105
15, 59, 3592, 346.969291, 6.081572, 371.047349, 6.235218, 358.759796, 5.756742, 363.997229, 5.887271, 294.072789, 6.447057
15, 60, 3571, 304.537278, 6.244830, , , , , 284.671619, 6.352386, 324.402936, 6.137274
15, 61, 3491, 313.820473, 7.816408, 291.696999, 8.588773, 335.943948, 7.044044, , , , 
15, 62, 3490, 355.608385, 5.526049, 377.610843, 6.401537, 361.317753, 6.147789, 345.666475, 3.875252, 337.838469, 5.679619
15, 63, 3494, 317.100882, 5.771212, 358.065397, 5.966217, 288.788590, 5.013079, 332.926445, 3.871512, 288.623094, 8.234041
15, 64, 3485, 328.176726, 7.026480, , , , , 333.868203, 6.065080, 322.485248, 7.987881
15, 65, 3415, 312.978900, 13.394049, 291.863110, 14.969609, 334.094690, 11.818489, , , , 
15, 66, 3410, 353.169013, 15.186079, 376.582105, 18.356878, 352.893465, 14.878284, 366.330822, 17.898541, 316.869661, 9.610612
15, 67, 3367, 374.153254, 13.879659, 400.176069, 12.731699, 375.736220, 12.694377, 369.324664, 16.796344, 351.376061, 13.296214
15, 68, 3421, 312.363251, 16.570602, , , , , 369.644906, 21.817270, 255.081596, 11.323935
15, 69, 3305, 362.224672, 16.605085, 390.330958, 17.518972, 334.118387, 15.691197, , , , 
15, 70, 3300, 393.365416, 19.275523, 331.231642, 12.674396, 416.411364, 21.379362, 385.420118, 19.173745, 440.398542, 23.874590
15, 71, 3293, 373.315859, 14.691446, 356.756810, 10.256050, 330.228707, 10.038566, 432.884445, 20.243101, 373.393474, 18.228070
15, 72, 3283, 362.405544, 15.143107, , , , , 304.584445, 19.311067, 420.226643, 10.975147
15, 73, F152, 506.178769, 18.316680, 527.904717, 23.012638, 484.452821, 13.620721, , , , 
15, 74, F103, 492.478721, 15.548717, 474.175110, 11.745200, 545.221622, 16.015618, 456.451612, 11.930227, 494.066542, 22.503823
15, 75, F101, 497.057287, 17.623906, 548.995039, 18.540537, 492.729565, 18.827452, 451.576478, 13.013124, 494.928068, 20.114509
15, 76, F31, 581.556314, 17.705954, , , , , 573.552241, 17.723675, 589.560387, 17.688233
15, 77, F146, 542.825105, 21.135984, 571.097446, 22.667787, 514.552763, 19.604181, , , , 
15, 78, F143, 473.411025, 16.631777, 458.655856, 15.239194, 515.520109, 17.454142, 447.212867, 12.692514, 472.255267, 21.141255
15, 79, F142, 557.710499, 15.812182, 575.291635, 12.960985, 488.160381, 16.758805, 599.309157, 17.560159, 568.080823, 15.968780
15, 80, F137, 546.705599, 20.362142, , , , , 566.646945, 24.506792, 526.764252, 16.217493
15, 81, F161, 447.447221, 6.879238, 453.659313, 7.004997, 441.235128, 6.753478, , , , 
15, 82, F159, 524.036654, 8.367661, 483.305166, 6.878358, 557.466741, 9.758216, 528.334036, 9.133060, 527.040673, 7.701012
15, 83, F85, 491.413017, 8.214313, 490.100077, 8.633239, 346.910045, 5.445024, 554.873746, 8.632360, 573.768199, 10.146627
15, 84, F75, 524.744301, 9.178412, , , , , 542.235328, 10.416206, 507.253273, 7.940617
15, 85, F128, 534.873936, 8.050402, 502.766376, 7.186645, 566.981496, 8.914160, , , , 
15, 86, F96, 540.180496, 8.463023, 553.766385, 8.223549, 484.573404, 7.336499, 587.220523, 9.731903, 535.161672, 8.560141
15, 87, F92, 437.629067, 8.524392, 478.274866, 9.364826, 383.422745, 7.419779, 460.674785, 7.641511, 428.143871, 9.671452
15, 88, F90, 477.946092, 9.558204, , , , , 456.949571, 8.664738, 498.942613, 10.451669
15, 89, F120, 441.895470, 13.170386, 419.966992, 8.446446, 463.823948, 17.894326, , , , 
15, 90, F116, 439.319260, 12.037083, 378.822491, 8.339128, 433.814309, 12.748238, 478.176733, 13.694874, 466.463508, 13.366093
15, 91, F112, 553.646649, 14.900252, 549.797500, 11.744750, 533.675124, 15.272920, 573.757404, 15.086239, 557.356570, 17.497098
15, 92, F63, 493.216572, 13.520463, , , , , 535.847291, 11.351735, 450.585853, 15.689191
15, 93, F194, 473.928982, 21.034948, 473.928982, 21.034948, , , , , , 
15, 94, F193, 508.563342, 22.971828, 511.960037, 21.005136, , , 505.166648, 24.938520, , 
15, 95, F40, 497.187784, 21.696274, 508.543198, 18.678217, , , 485.832371, 24.714331, , 
15, 96, F122, 479.368787, 27.211642, , , , , 479.368787, 27.211642, , 
16, 1, 2065, 293.878827, 24.872165, , , 293.878827, 24.872165, , , , 
16, 2, 2040, 297.206157, 29.698153, , , 314.786066, 43.924044, , , 279.626249, 15.472262
16, 3, 2052, 281.364796, 15.799990, , , 296.953889, 16.552784, , , 265.775704, 15.047195
16, 4, 2056, 315.821117, 17.929785, , , , , , , 315.821117, 17.929785
16, 5, 2047, 301.683629, 6.606488, 282.278586, 7.118238, 321.088671, 6.094738, , , , 
16, 6, 2037, 322.273411, 8.393952, 336.878869, 10.179168, 329.833425, 6.659067, 283.123245, 9.163507, 339.258104, 7.574065
16, 7, 2042, 296.178789, 12.504315, 290.043018, 18.639038, 317.187796, 10.119254, 249.734153, 12.272068, 327.750190, 8.986900
16, 8, 2049, 338.130659, 10.891557, , , , , 301.328230, 13.646229, 374.933089, 8.136886
16, 9, 2051, 324.234059, 7.739286, 332.993831, 8.390311, 315.474287, 7.088262, , , , 
16, 10, 2050, 328.624129, 6.642036, 334.813382, 7.304426, 349.512538, 6.813201, 324.247936, 6.601506, 305.922658, 5.849012
16, 11, 2059, 333.310948, 5.521533, 335.165581, 6.352053, 327.504320, 3.793405, 342.107031, 6.099485, 328.466858, 5.841191
16, 12, 2035, 299.930129, 7.027318, , , , , 300.443498, 8.501862, 299.416759, 5.552774
16, 13, 2659, 353.994174, 5.731563, 378.528425, 6.759292, 329.459924, 4.703833, , , , 
16, 14, 2679, 385.550079, 5.513717, 396.440803, 6.081617, 372.302054, 4.798992, 384.275782, 5.441883, 389.181679, 5.732377
16, 15, 2683, 370.702959, 5.652042, 421.218660, 6.189387, 364.497565, 5.998958, 316.598801, 4.875574, 380.496808, 5.544250
16, 16, 2697, 341.818431, 6.503477, , , , , 349.321852, 6.992405, 334.315009, 6.014550
16, 17, 2747, 384.360470, 5.722401, 386.006025, 5.938109, 382.714915, 5.506692, , , , 
16, 18, 2733, 299.975380, 5.845396, 304.037189, 6.300510, 249.151911, 5.415917, 325.597257, 5.429317, 321.115163, 6.235838
16, 19, 2748, 298.931914, 4.935092, 318.961761, 4.911799, 281.417587, 4.158527, 286.063468, 4.853503, 309.284839, 5.816537
16, 20, 2724, 359.471007, 4.693141, , , , , 311.854946, 5.397464, 407.087068, 3.988818
16, 21, 2768, 344.188325, 6.514390, 340.536036, 5.963011, 347.840614, 7.065769, , , , 
16, 22, 2803, 339.890226, 5.468376, 382.019076, 6.576251, 358.816492, 5.760144, 281.573454, 4.969159, 337.151884, 4.567948
16, 23, 2767, 352.081220, 5.028379, 337.872836, 5.439906, 320.983330, 4.721254, 379.809217, 3.674575, 369.659497, 6.277780
16, 24, 2789, 354.896925, 5.066340, , , , , 363.333655, 5.239788, 346.460196, 4.892893
16, 25, 2814, 408.286968, 6.208574, 401.678779, 5.865653, 414.895156, 6.551495, , , , 
16, 26, 2819, 371.511396, 5.292914, 386.484418, 5.395985, 362.913124, 5.780866, 358.101659, 5.249095, 378.546384, 4.745708
16, 27, 2822, 369.659441, 5.134769, 355.435104, 5.301460, 393.183459, 6.450930, 360.148391, 4.988442, 369.870812, 3.798243
16, 28, 2827, 362.521248, 5.584448, , , , , 333.486302, 5.221957, 391.556194, 5.946939
16, 29, 2870, 369.675516, 5.453547, 380.695811, 6.087149, 358.655220, 4.819946, , , , 
16, 30, 2864, 356.944592, 5.654980, 344.145652, 4.620250, 352.838832, 4.524875, 371.359712, 6.324952, 359.434173, 7.149844
16, 31, 2862, 421.205541, 6.720404, 418.700849, 6.030368, 425.770119, 4.873293, 411.000531, 10.539173, 429.350666, 5.438782
16, 32, 2863, 367.643352, 5.929257, , , , , 340.295183, 6.517933, 394.991522, 5.340581
16, 33, 2940, 371.069237, 6.724844, 386.409014, 6.127762, 355.729459, 7.321927, , , , 
16, 34, 2945, 365.904360, 6.491231, 363.423731, 11.537948, 388.500154, 4.731853, 358.658722, 4.366744, 353.034834, 5.328379
16, 35, 2917, 346.960721, 5.227780, 334.500004, 6.264294, 353.650163, 4.665536, 350.628071, 5.040649, 349.064646, 4.940642
16, 36, 2915, 329.957448, 5.124487, , , , , 303.166542, 4.695130, 356.748354, 5.553845
16, 37, 2979, 340.522711, 4.744792, 341.082785, 5.034530, 339.962636, 4.455055, , , , 
16, 38, 3884, 329.314998, 5.196601, 315.148435, 5.004488, 314.120807, 4.137031, 347.544853, 5.126347, 340.445898, 6.518536
16, 39, 2985, 389.192039, 6.043925, 407.196869, 5.098196, 387.022092, 4.526767, 389.166141, 6.759980, 373.383053, 7.790759
16, 40, 2977, 372.540921, 5.109108, , , , , 364.898217, 5.631623, 380.183626, 4.586593
16, 41, 3040, 359.732377, 4.884531, 386.733435, 5.175734, 332.731318, 4.593328, , , , 
16, 42, 3025, 354.171568, 5.010385, 359.098463, 5.004780, 347.343330, 4.958591, 343.877003, 5.694070, 366.367478, 4.384099
16, 43, 3039, 331.878659, 5.904103, 326.611704, 4.593860, 335.982733, 5.890941, 346.671852, 7.914294, 318.248346, 5.217315
16, 44, 3036, 313.113154, 5.246887, , , , , 324.001160, 5.850894, 302.225148, 4.642880
16, 45, 3090, 367.085402, 4.812634, 382.236671, 4.727347, 351.934133, 4.897920, , , , 
16, 46, 3084, 399.436551, 5.380351, 396.506214, 5.590633, 369.749174, 5.051072, 431.623836, 5.762545, 399.866982, 5.117154
16, 47, 3114, 382.815028, 5.884384, 382.349933, 5.155797, 351.606943, 6.048214, 415.426697, 6.929055, 381.876538, 5.404471
16, 48, 3104, 408.773952, 5.221438, , , , , 437.499197, 5.499691, 380.048708, 4.943184
16, 49, 3128, 332.708163, 5.231509, 341.967681, 4.920633, 323.448646, 5.542384, , , , 
