channel_num, sp_gap, chisqr/ndf, gauss1 mean, gauss1 ampl, gauss1 sigma, gauss2 ampl, gauss2 sigma, gauss3 ampl, gauss3 sigma, gauss4 ampl, gauss4 sigma, gauss5 ampl, gauss5 sigma, landau ampl, landau mpv, landau sigma, actual peak1 height, actual peak2 height
0, 31.567412, 6.646155, 35.759052, 7061.881477, 8.080022, 4415.110724, 9.893632, 861.437003, 12.890933, 861.437003, 12.890933, 0.000000, 0.000000, 26910.166046, 8.950971, 3.380598, 4882.697796, 7586.462455
1, 31.502887, 11.745313, 35.938523, 8168.645733, 7.097625, 4048.267451, 9.485884, 693.923545, 11.822273, 693.923545, 11.822273, 0.000000, 0.000000, 38199.811473, 8.403067, 3.142355, 6904.005440, 8774.182258
2, 32.379336, 11.887706, 36.259507, 8151.264164, 7.047119, 3946.751358, 9.630775, 652.257972, 12.259914, 652.257972, 12.259914, 0.000000, 0.000000, 40293.037553, 8.305235, 3.060432, 7281.283108, 8740.692758
3, 32.832030, 8.412275, 37.224209, 7684.870598, 7.459162, 4025.138305, 9.952220, 683.367838, 14.927885, 683.367838, 14.927885, 0.000000, 0.000000, 33922.989899, 8.645874, 3.197174, 6131.831316, 8206.343510
4, 32.062872, 8.538280, 36.368508, 7271.771463, 7.642848, 4281.290878, 10.194754, 830.724380, 13.508916, 830.724380, 13.508916, 0.000000, 0.000000, 28085.462729, 9.408137, 3.521133, 5083.862381, 7854.578962
5, 31.441000, 6.011570, 36.216857, 6665.425636, 8.162156, 4375.616146, 10.129660, 913.567960, 13.986712, 913.567960, 13.986712, 0.000000, 0.000000, 25108.562835, 9.557677, 3.596810, 4559.536513, 7223.745854
6, 31.959428, 5.258550, 36.333254, 6347.146457, 8.242817, 4335.145830, 10.595440, 960.588939, 14.423491, 960.588939, 14.423491, 0.000000, 0.000000, 22539.047667, 9.945237, 3.796147, 4099.355586, 6917.112368
7, 32.438879, 8.137647, 36.266459, 7402.542398, 7.527165, 4222.889762, 10.086160, 811.460513, 12.957529, 811.460513, 12.957529, 0.000000, 0.000000, 30193.066804, 9.005402, 3.359406, 5461.866644, 7961.916759
8, 32.192876, 13.547018, 36.064017, 8516.705790, 6.819986, 3891.083870, 9.618586, 621.436524, 11.827793, 621.436524, 11.827793, 0.000000, 0.000000, 42413.950335, 8.245554, 3.042556, 7663.697855, 9135.672606
9, 31.629768, 9.527481, 35.792976, 7710.167104, 7.385681, 4170.917900, 9.849740, 764.647213, 12.090854, 764.647213, 12.090854, 0.000000, 0.000000, 33413.242675, 8.691202, 3.275612, 6042.673404, 8306.456318
