channel_num, sp_gap, chisqr/ndf, gauss1 mean, gauss1 ampl, gauss1 sigma, gauss2 ampl, gauss2 sigma, gauss3 ampl, gauss3 sigma, gauss4 ampl, gauss4 sigma, gauss5 ampl, gauss5 sigma, landau ampl, landau mpv, landau sigma, actual peak1 height, actual peak2 height
0, 25.438657, 8.872546, 30.416876, 3097.403635, 7.465579, 1356.445418, 7.040717, 127.215548, 8.745471, 127.215548, 8.745471, 0.000000, 0.000000, 16710.551479, 7.843911, 2.840113, 3043.903937, 3410.400625
1, 24.920482, 7.527584, 30.440757, 3137.516683, 6.598518, 1094.368523, 6.682185, 85.120228, 8.351377, 85.120228, 8.351377, 0.000000, 0.000000, 21423.540670, 7.952816, 2.913995, 3877.026426, 3559.334552
2, 25.908894, 6.052198, 30.720761, 3045.600955, 6.111940, 990.037962, 6.833663, 68.348104, 8.176283, 68.348104, 8.176283, 0.000000, 0.000000, 24949.957771, 7.886823, 2.836019, 4509.271294, 3500.327794
3, 26.404942, 7.197793, 31.493591, 3139.409521, 6.474227, 1119.388256, 7.214633, 100.585644, 8.391300, 100.585644, 8.391300, 0.000000, 0.000000, 20953.859481, 7.982000, 2.871578, 3788.426148, 3509.541761
4, 25.833672, 6.628395, 30.425312, 3122.608669, 6.630210, 1153.330806, 6.983996, 86.083962, 8.302531, 86.083962, 8.302531, 0.000000, 0.000000, 20524.989245, 8.110478, 2.964628, 3715.709157, 3545.219882
5, 25.413425, 6.740228, 30.346604, 3094.424539, 7.017693, 1223.513647, 6.933388, 97.815953, 8.621764, 97.815953, 8.621764, 0.000000, 0.000000, 18995.137845, 8.035332, 2.935699, 3446.341032, 3479.482345
6, 26.204607, 7.154584, 30.541071, 3156.352070, 6.631431, 1190.264676, 7.253414, 100.525972, 8.252051, 100.525972, 8.252051, 0.000000, 0.000000, 20023.409353, 7.925376, 2.868251, 3624.118603, 3535.805176
7, 26.220760, 6.157566, 30.476137, 3064.305716, 6.073550, 1037.579838, 6.919969, 70.610844, 8.024842, 70.610844, 8.024842, 0.000000, 0.000000, 24175.722741, 8.033712, 2.887398, 4369.718588, 3533.808685
8, 25.755832, 6.484120, 30.683708, 3149.440089, 5.973494, 982.423749, 6.907438, 63.532023, 7.991234, 63.532023, 7.991234, 0.000000, 0.000000, 25693.113145, 7.873175, 2.791825, 4643.042123, 3605.128526
9, 25.203357, 6.641996, 30.243668, 3132.050964, 6.606030, 1135.636753, 6.822645, 81.047752, 8.233886, 81.047752, 8.233886, 0.000000, 0.000000, 21570.220523, 7.877659, 2.874973, 3904.097155, 3550.995044
10, 25.848063, 6.499438, 30.708947, 3101.019596, 6.923737, 1233.580047, 7.100873, 99.367321, 8.623295, 99.367321, 8.623295, 0.000000, 0.000000, 18925.662263, 8.192079, 2.998331, 3430.512684, 3492.641575
11, 25.525025, 8.802619, 30.452176, 3065.367486, 7.580075, 1370.187906, 7.129453, 121.458900, 8.851946, 121.458900, 8.851946, 0.125000, 0.000000, 15688.199929, 8.034805, 2.976337, 2864.427557, 3389.110250
12, 25.316580, 5.980617, 30.416616, 3155.065778, 6.373552, 1090.634592, 6.787171, 72.027563, 8.300111, 72.027563, 8.300111, 0.000000, 0.000000, 22779.595899, 8.019327, 2.920831, 4119.843002, 3608.637712
