channel_num, sp_gap, chisqr/ndf, gauss1 mean, gauss1 ampl, gauss1 sigma, gauss2 ampl, gauss2 sigma, gauss3 ampl, gauss3 sigma, gauss4 ampl, gauss4 sigma, gauss5 ampl, gauss5 sigma, landau ampl, landau mpv, landau sigma, actual peak1 height, actual peak2 height
0, 25.167358, 10.250772, 30.233142, 2976.524488, 7.864250, 1349.868491, 7.076763, 138.319528, 9.196494, 138.319528, 9.196494, 0.000000, 0.000000, 15779.735261, 7.989006, 2.960435, 2894.474715, 3304.467841
1, 24.718047, 13.723187, 29.870418, 2960.346283, 8.312919, 1340.118158, 6.831673, 152.351763, 9.443933, 152.351763, 9.443933, 0.000000, 0.000000, 15281.881239, 7.689331, 2.829060, 2831.159507, 3254.964008
2, 25.798396, 9.120220, 30.722604, 3053.807433, 7.431310, 1314.339771, 7.214783, 129.987248, 8.941630, 129.987248, 8.941630, 0.000000, 0.000000, 16350.442969, 8.276746, 3.041281, 2978.299493, 3403.432816
3, 25.339263, 8.844646, 30.676950, 3101.951335, 7.438678, 1317.139004, 7.094411, 137.227241, 8.824549, 137.227241, 8.824549, 0.000000, 0.000000, 16021.876728, 8.247795, 3.012452, 2919.824531, 3439.147639
4, 25.439763, 7.435302, 30.009639, 2945.049604, 6.673584, 1069.622907, 6.903360, 88.274679, 8.462624, 88.274679, 8.462624, 0.000000, 0.000000, 22552.488921, 8.066663, 2.984352, 4083.778484, 3431.097149
5, 25.333760, 8.335571, 29.956177, 3026.221844, 7.116032, 1208.628419, 6.973185, 109.007035, 8.665475, 109.007035, 8.665475, 0.000000, 0.000000, 19680.006756, 7.923962, 2.919116, 3574.323734, 3431.145615
6, 25.929285, 7.562504, 29.991087, 3080.786284, 6.289102, 1029.550437, 7.158838, 83.454754, 8.121749, 83.454754, 8.121749, 0.000000, 0.000000, 23648.491971, 7.890698, 2.885004, 4276.703916, 3553.390735
7, 25.463563, 8.283260, 29.847936, 3049.969603, 6.674421, 1165.391223, 6.829526, 95.413574, 8.318144, 95.413574, 8.318144, 0.000000, 0.000000, 21508.412124, 7.914271, 2.898951, 3895.660041, 3489.696270
8, 26.578677, 8.938754, 31.962523, 2582.109364, 6.864719, 1103.695797, 7.984034, 163.215387, 9.225821, 163.215387, 9.225821, 0.000000, 0.000000, 20722.424406, 8.222658, 3.055905, 3748.251588, 2989.057913
9, 26.634479, 6.825335, 31.510178, 2712.376674, 5.999265, 876.125243, 7.263024, 78.945097, 8.476582, 78.945097, 8.476582, 0.000000, 0.000000, 26642.418945, 8.012922, 2.949475, 4813.922731, 3208.401678
10, 27.251381, 9.250205, 32.071043, 2448.200471, 5.772608, 796.096719, 7.639410, 73.445709, 8.697932, 73.445709, 8.697932, 0.000000, 0.000000, 30284.892039, 7.949193, 2.854474, 5471.384511, 2955.605905
11, 27.634891, 8.404191, 32.314832, 2830.068121, 5.877800, 869.183539, 7.249629, 65.739280, 8.659531, 65.739280, 8.659531, 0.000000, 0.000000, 27445.194436, 7.811871, 2.833194, 4958.431930, 3268.230351
12, 30.154610, 11.171611, 32.215594, 1989.098898, 12.104813, 1181.385398, 12.086338, 283.246304, 13.088272, 283.246304, 13.088272, 0.000000, 0.000000, 6178.953093, 8.505121, 2.905963, 1400.202894, 2149.886935
13, 25.501450, 15.054268, 29.988134, 2675.191038, 9.980387, 1402.424726, 7.725670, 201.424030, 10.534080, 201.424030, 10.534080, 0.000000, 0.000000, 11680.535668, 7.820048, 2.854933, 2317.149587, 2908.988705
14, 26.167984, 13.783455, 30.848682, 2502.266385, 8.866791, 1336.129901, 8.112335, 238.127771, 9.988451, 238.127771, 9.988451, 0.000000, 0.000000, 14164.746191, 8.179809, 3.026694, 2639.547269, 2804.304597
15, 26.148130, 5.546440, 31.340799, 3167.564305, 6.904595, 1212.102801, 7.301574, 104.585548, 8.904808, 104.585548, 8.904808, 0.000000, 0.000000, 19969.072050, 8.250116, 2.970588, 3616.106603, 3556.220232
16, 25.604516, 8.735955, 30.555470, 3099.807128, 6.751892, 1182.359343, 7.109301, 115.214615, 8.402751, 115.214615, 8.402751, 0.000000, 0.000000, 19148.080693, 8.345037, 3.048156, 3469.188122, 3517.731378
17, 25.406646, 10.464727, 30.533753, 3025.342345, 7.616966, 1315.559266, 7.085452, 147.322063, 8.901892, 147.322063, 8.901892, 0.000000, 0.000000, 16311.015666, 7.946521, 2.943529, 2975.902410, 3351.089373
18, 26.565112, 6.282127, 31.105016, 3106.841416, 6.762191, 1135.485737, 7.525908, 107.339258, 8.682016, 107.339258, 8.682016, 0.000000, 0.000000, 19537.587279, 8.197522, 2.982606, 3536.755396, 3495.403948
19, 26.200709, 8.194213, 30.570354, 3058.934355, 7.353062, 1285.656702, 7.476402, 128.182416, 8.948939, 128.182416, 8.948939, 0.000000, 0.000000, 17028.535261, 7.992314, 2.946479, 3097.336794, 3400.099120
20, 25.774370, 7.738986, 30.886822, 3153.940714, 6.650235, 1181.302117, 7.037755, 110.403986, 8.407616, 110.403986, 8.407616, 0.000000, 0.000000, 20086.137356, 8.125852, 2.956692, 3635.100546, 3551.000133
21, 25.585980, 7.681028, 30.472597, 3003.276987, 6.335050, 1060.603391, 6.870568, 89.306689, 8.247944, 89.306689, 8.247944, 0.000000, 0.000000, 23843.328900, 7.890849, 2.856334, 4311.078757, 3453.219653
22, 25.343223, 8.808752, 29.980404, 3058.297660, 6.429673, 1086.992942, 6.893687, 89.598192, 8.162147, 89.598192, 8.162147, 0.000000, 0.000000, 23303.879377, 7.852002, 2.869442, 4215.790279, 3518.659647
23, 25.929819, 7.677708, 30.289629, 2993.422117, 6.397937, 1046.266606, 7.022645, 90.836472, 8.308773, 90.836472, 8.308773, 0.000000, 0.000000, 23181.427934, 7.946030, 2.911349, 4192.568560, 3455.128835
24, 28.278882, 15.247068, 32.980019, 2490.683410, 5.322725, 675.098973, 6.951989, 45.410618, 8.525389, 45.410618, 8.525389, 0.000000, 0.000000, 34900.351771, 7.722102, 2.680345, 6304.963900, 2965.487019
25, 27.317820, 18.227836, 33.429175, 2130.242111, -4.785391, 535.210450, 5.889208, 28.854875, 5.087207, 28.854875, 5.087207, 0.000000, 0.000000, 37196.622299, 8.184559, 2.845029, 6719.780321, 2696.885223
26, 28.301230, 12.314726, 32.579142, 2506.358423, 5.266492, 686.025250, 7.059712, 42.075522, 8.190385, 42.075522, 8.190385, 0.000000, 0.000000, 33738.051842, 7.872677, 2.772005, 6094.993023, 3015.991385
27, 28.321305, 11.846801, 31.180842, 2405.831070, 5.130737, 643.854070, 6.730994, 45.861224, 6.942195, 45.861224, 6.942195, 0.000000, 0.000000, 35224.916876, 7.691885, 2.734791, 6363.618669, 2977.208491
28, 27.648081, 8.365684, 33.291869, 2494.690876, 6.943868, 1161.288351, 8.884418, 216.630551, 9.756318, 216.630551, 9.756318, 0.000000, 0.000000, 19327.219492, 8.320974, 3.011174, 3494.306144, 2835.937088
29, 27.296089, 9.509086, 32.549077, 2846.297269, 5.752273, 826.117260, 7.305085, 63.262469, 8.578002, 63.262469, 8.578002, 0.000000, 0.000000, 28943.936716, 7.853983, 2.807110, 5229.061794, 3294.017113
30, 27.827831, 7.364618, 32.948975, 2391.996300, 6.282675, 930.970729, 8.620512, 123.457424, 9.532996, 123.457424, 9.532996, 0.000000, 0.000000, 25720.625014, 8.227484, 2.994427, 4647.256583, 2844.832497
