channel_num, sp_gap, chisqr/ndf, gauss1 mean, gauss1 ampl, gauss1 sigma, gauss2 ampl, gauss2 sigma, gauss3 ampl, gauss3 sigma, gauss4 ampl, gauss4 sigma, gauss5 ampl, gauss5 sigma, landau ampl, landau mpv, landau sigma, actual peak1 height, actual peak2 height
0, 40.000000, 53.000070, 9.686850, 18.185277, 4.174979, 0.000006, 33.150703, 22.066756, 33.179825, 22.066756, 33.179825, 0.000000, 0.000000, 78.945080, 8.542448, 2.626232, 31.811325, 31.811325
1, 40.000000, 6.544225, 9.192081, -9.804780, 19.218871, 2.487126, 31.284044, 1.659869, 31.284044, 1.659869, 31.284044, 0.000000, 0.000000, 60.856057, 15.707016, 8.424717, 3.444103, 2.991204
2, 30.929917, 2.018682, 22.483221, -8.407728, -9.972408, 2.750953, 7.017862, 0.880776, 15.727159, 0.880776, 15.727159, 0.000000, 0.000000, 275.446740, 9.493319, 3.123526, 46.526402, 16.402600
3, 40.000000, 2.200681, 42.538012, 2.785435, 3.870577, 1.345891, 36.091955, 0.014962, 36.091955, 0.014962, 36.091955, 0.000000, 0.000000, 189.654250, 7.602628, 1.861425, 34.414483, 4.165423
4, 40.000000, 2.077150, -109.105505, 3558.919299, 28.442024, 0.000000, 36.816647, 1.313275, 84.678287, 1.313275, 84.678287, 0.000000, 0.000000, 170.744120, 9.053962, 2.309802, 32.846318, 3559.400444
5, 20.000648, 1.404303, 5.932583, -36.898025, 16.453712, 0.027732, 31.632949, 0.003664, 31.641566, 0.003664, 31.641566, 0.000000, 0.000000, 381.353153, 8.163415, 4.068543, 32.153012, 32.153012
6, 20.899632, 3.158693, -149.881837, -33299.803257, 3.239871, 0.000000, 49.096503, 1.924591, 87.337985, 1.924591, 87.337985, 0.000000, 0.000000, 135.573097, 8.225316, 2.360549, 25.797692, -10104.845268
7, 39.999934, 23.452797, 205.595217, 61.890767, 69.353905, 0.621841, 30.790903, 114.191878, 30.958034, 114.191878, 30.958034, 0.000000, 0.000000, -29.012686, 42.996833, 0.001529, 1.026727, 62.255555
8, 20.000000, 2.765184, -136.667933, 64.121150, 20.933636, 0.000047, 40.156017, 1.429113, 39.261417, 1.429113, 39.261417, 0.000000, 0.000000, 182.862741, 7.484783, 2.046834, 34.147303, 84.212857
9, 35.874889, 52902.207065, 525.890936, 5564867.136152, 93.342898, 871.417714, 33.961198, 983582.446932, 34.252148, 983582.446932, 34.252148, 0.000000, 0.000000, -38.214557, 59.059633, 16.437338, 0.959766, 5697540.604756
10, 20.000001, 1.682403, 9.345224, 10.837699, 3.951255, 0.000000, 36.159326, 1.821387, 36.145170, 1.821387, 36.145170, 0.000000, 0.000000, 105.794452, 7.893128, 2.226178, 29.533110, 29.533110
11, 33.931879, 670287899.381926, 119.838054, 358017.932813, 18.950780, 0.032314, 16.250452, 0.022025, 27.852127, 0.022025, 27.852127, 0.000000, 0.000000, 357.560989, 6.180681, 1.826119, 64.600272, 358018.300347
12, 37.342790, 2.183535, 40.417812, 1.120573, 4.528892, 1.478331, 32.867626, 0.459545, 32.867626, 0.459545, 32.867626, 0.000000, 0.000000, 171.187139, 7.529987, 1.762200, 31.075366, 2.504965
13, 20.000000, 2.550197, 164.001867, -0.078913, -368.667061, 2.024426, 89.468452, 0.019334, 89.468451, 0.019334, 89.468451, 0.000000, 0.000000, 167.110729, 7.025914, 1.963059, 30.404257, 1.984888
14, 40.000000, 1.358861, 104.200234, 3.610803, 69.209403, 0.095206, 30.025305, 0.038975, 30.025305, 0.038975, 30.025305, 0.000000, 0.000000, 8.555536, -1.314919, -7.177841, 1.347324, 3.654206
15, 39.999558, 1.571464, 56.116930, 5.152535, 8.708702, 0.277227, 35.428297, 0.052038, 43.816727, 0.052038, 43.816727, 0.000000, 0.000000, 174.993980, 6.951576, 1.837968, 31.628451, 5.720429
16, 40.000000, 94.369124, -53.765584, 995.321895, 16.038123, 0.000000, 31.772826, 9.963290, 31.772826, 9.963290, 31.772826, 0.000000, 0.000000, 157.937314, 7.376409, 2.019107, 31.051573, 995.329856
