channel_num, sp_gap, chisqr/ndf, gauss1 mean, gauss1 ampl, gauss1 sigma, gauss2 ampl, gauss2 sigma, gauss3 ampl, gauss3 sigma, gauss4 ampl, gauss4 sigma, gauss5 ampl, gauss5 sigma, landau ampl, landau mpv, landau sigma, actual peak1 height, actual peak2 height
0, 27.935416, 85.346829, 32.818217, 9951.598012, 4.920793, 2400.076419, 6.117594, 111.628500, 6.141288, 111.628500, 6.141288, 0.000000, 0.000000, 187779.988554, 7.596501, 2.631753, 33923.523406, 12431.034807
1, 27.474809, 84.228099, 32.081095, 9099.462207, 4.612021, 2053.947977, 5.708845, 108.242454, 3.632077, 108.242454, 3.632077, 0.000000, 0.000000, 196640.854074, 7.604610, 2.657437, 35524.281587, 11902.750972
2, 28.710116, 79.253706, 33.337138, 11374.496022, 5.192095, 2879.020458, 6.770049, 157.670157, 8.666353, 157.670157, 8.666353, 0.000000, 0.000000, 170188.885046, 7.656796, 2.635776, 30745.612348, 13546.605366
3, 29.123403, 125.012977, 33.359167, 10063.087226, 4.819690, 2343.299352, 6.126730, 123.562541, 5.099389, 123.562541, 5.099389, 0.000000, 0.000000, 196585.950103, 7.452786, 2.493870, 35514.362243, 12284.249826
4, 26.319371, 22.472921, 30.848601, 14157.467965, 7.320635, 5734.103226, 7.369603, 502.032762, 9.131431, 502.032762, 9.131431, 0.000000, 0.000000, 85018.336428, 8.303350, 3.079751, 15452.288898, 16003.231878
5, 24.871694, 20.849895, 29.623948, 12859.906367, 6.408463, 4226.898773, 6.698919, 240.900009, 8.618844, 240.900009, 8.618844, 0.000000, 0.000000, 125831.817258, 7.979764, 2.974110, 22762.424358, 15634.730854
6, 25.774957, 22.377647, 29.870551, 13747.128216, 5.998523, 4328.124153, 6.886887, 266.771499, 8.125743, 266.771499, 8.125743, 0.000000, 0.000000, 129026.084070, 7.837026, 2.867057, 23320.175151, 16314.029978
7, 26.243621, 25.485554, 30.718846, 14855.615677, 6.934376, 5777.752408, 7.296894, 471.615305, 8.642447, 471.615305, 8.642447, 0.000000, 0.000000, 91499.898120, 7.956173, 2.910687, 16580.077438, 16617.556655
8, 28.105777, 37.768342, 33.064851, 12215.669449, 5.598720, 3260.614240, 7.269407, 192.024709, 9.054693, 192.024709, 9.054693, 0.000000, 0.000000, 146770.994029, 8.037999, 2.878164, 26515.340176, 14537.190440
9, 27.074808, 40.943077, 31.757843, 10963.198385, 5.338191, 2888.111085, 6.567497, 131.270516, 7.509174, 131.270516, 7.509174, 0.000000, 0.000000, 161365.343023, 7.933422, 2.874386, 29151.859650, 13762.228761
10, 29.013183, 81.851468, 33.145293, 10816.603076, 5.051078, 2605.800308, 6.601142, 131.239675, 5.893130, 131.239675, 5.893130, 0.000000, 0.000000, 180726.941810, 7.685926, 2.637645, 32649.358375, 13167.179673
11, 28.717998, 65.898438, 32.872260, 11918.642906, 5.275347, 3112.729041, 6.905997, 171.964079, 8.390798, 171.964079, 8.390798, 0.000000, 0.000000, 164023.550480, 7.605524, 2.664713, 29631.850556, 14122.597242
12, 28.759052, 47.822891, 33.457246, 10460.111596, -5.426051, 2646.816978, 7.103094, 128.868374, 7.217675, 128.868374, 7.217675, 0.000000, 0.000000, 165999.249167, 7.974512, 2.841208, 29988.797105, 12945.386286
13, 28.839123, 63.258508, 33.015262, 10454.225394, 5.240959, 2659.782104, 6.769426, 135.699644, 6.829775, 135.699644, 6.829775, 0.000000, 0.000000, 176343.478716, 7.686341, 2.702763, 31857.493403, 12884.306432
14, 28.854713, 93.860719, 32.597018, 9118.493839, 4.726327, 2085.653642, 5.814902, 109.421833, 3.788733, 109.421833, 3.788733, 0.000000, 0.000000, 200513.831701, 7.652491, 2.642217, 36223.957511, 11847.802156
15, 29.439451, 132.015605, 33.491183, 10150.592020, 4.834093, 2337.874456, 5.983171, 122.656126, 4.317970, 122.656126, 4.317970, 0.000000, 0.000000, 202727.951919, 7.374769, 2.456000, 36623.949122, 12339.986023
16, 25.765651, 28.503767, 30.577771, 14644.782800, 7.011275, 5688.946171, 7.160180, 501.765468, 8.651807, 501.765468, 8.651807, 0.000000, 0.000000, 89054.815800, 8.264431, 3.016093, 16156.827204, 16539.390683
17, 25.441944, 27.648868, 30.709584, 14248.851409, 6.244007, 4700.831545, 6.739949, 314.973034, 8.290230, 314.973034, 8.290230, 0.000000, 0.000000, 116988.837354, 7.940907, 2.899456, 21147.315260, 16482.008884
18, 25.919970, 29.880430, 30.339506, 14546.954506, 7.044069, 5910.511502, 7.205989, 527.882660, 8.585776, 527.882660, 8.585776, 0.000000, 0.000000, 89024.158034, 8.009672, 2.936750, 16154.336805, 16351.991032
19, 25.862285, 27.607300, 30.401209, 14739.247757, 6.748191, 5542.001532, 7.163774, 430.999273, 8.442763, 430.999273, 8.442763, 0.000000, 0.000000, 99872.314107, 7.759332, 2.830632, 18081.228137, 16586.244875
20, 26.803971, 49.414673, 31.885847, 10918.026586, 5.206091, 2696.923506, 6.452766, 103.645523, 5.740451, 103.645523, 5.740451, 0.000000, 0.000000, 168195.317547, 7.997832, 2.832758, 30385.598225, 13743.437486
21, 26.963620, 39.805333, 31.891393, 12142.156558, 5.443855, 3220.967017, 6.831322, 154.350964, 8.359939, 154.350964, 8.359939, 0.000000, 0.000000, 153858.802089, 7.868966, 2.808232, 27795.888756, 14653.828233
22, 26.240164, 58.661151, 29.727464, 9873.765634, 4.556291, 2311.828952, 5.534717, 106.052671, 3.414903, 106.052671, 3.414903, 0.000000, 0.000000, 192725.805337, 7.654593, 2.718751, 34817.043666, 13356.177233
23, 27.409966, 65.971160, 31.631809, 10883.309041, 4.976437, 2566.763926, 6.308006, 112.075226, 4.981265, 112.075226, 4.981265, 0.000000, 0.000000, 181226.048374, 7.592517, 2.663540, 32739.558649, 13563.950984
24, 27.057859, 17.398302, 31.960435, 14560.513180, 6.732597, 5332.012055, 7.579734, 422.827675, 9.020235, 422.827675, 9.020235, 97.000000, 0.000000, 95745.646916, 8.383714, 3.041515, 17319.208415, 16431.345332
25, 25.535947, 20.351850, 32.070249, 14621.080775, 6.544138, 5207.334491, 7.057494, 402.423256, 8.961721, 402.423256, 8.961721, 0.000000, 0.000000, 97441.692330, 8.602896, 3.158149, 17619.388799, 16670.750279
26, 26.704619, 21.659275, 31.474555, 14591.091459, 6.560056, 5224.428602, 7.460984, 423.612790, 8.709248, 423.612790, 8.709248, 0.000000, 0.000000, 98711.772782, 8.423017, 3.052068, 17853.923500, 16611.382213
27, 25.791225, 22.767543, 29.328107, 13326.922308, 5.823675, 4127.145693, 6.735271, 218.550365, 8.105386, 218.550365, 8.105386, 0.000000, 0.000000, 131215.125290, 8.111741, 2.992684, 23716.222394, 16342.739560
28, 25.799455, 21.604515, 31.219565, 14257.712055, 7.034734, 5624.982457, 7.165721, 444.414375, 9.039770, 444.414375, 9.039770, 11811160064.062002, 0.000000, 94174.745474, 8.255944, 3.033637, 17063.909407, 16182.203129
29, 26.000495, 23.681858, 31.415349, 14762.102212, 6.909677, 5705.995395, 7.257341, 498.259376, 8.840371, 498.259376, 8.840371, 0.000000, 0.000000, 90762.923702, 8.227086, 3.023168, 16435.040044, 16570.365808
30, 26.379628, 20.463941, 30.991131, 14210.266679, 6.898907, 5431.222751, 7.405052, 448.126285, 8.852747, 448.126285, 8.852747, 0.000000, 0.000000, 95751.394345, 8.320212, 3.057966, 17344.548792, 16241.490530
31, 26.375287, 25.539490, 31.250031, 14701.991981, 6.180360, 4759.673729, 7.088548, 336.395111, 8.335684, 336.395111, 8.335684, 0.000000, 0.000000, 116435.509011, 7.982839, 2.874331, 21043.022669, 16802.625720
32, 28.798170, 83.517346, 34.005425, 10564.372702, -5.305234, 2629.183129, 6.709428, 145.886026, 7.309857, 145.886026, 7.309857, 0.000000, 0.000000, 176830.178436, 7.657654, 2.627732, 31945.394679, 12703.768034
33, 28.340548, 99.042605, 32.574357, 9594.490458, 4.737979, 2306.186584, 5.978782, 131.020173, 4.941875, 131.020173, 4.941875, 0.000000, 0.000000, 193999.209226, 7.544576, 2.593756, 35047.054421, 12122.902185
34, 28.463716, 68.250521, 32.817884, 11558.169951, 5.179765, 2965.615466, 6.768470, 171.582653, 7.761451, 171.582653, 7.761451, 0.000000, 0.000000, 167574.551171, 7.690445, 2.665517, 30273.337820, 13835.685325
35, 28.781840, 93.387185, 32.408798, 10409.529754, 4.899087, 2504.336250, 6.364262, 148.670288, 5.329360, 148.670288, 5.329360, 0.000000, 0.000000, 187884.810512, 7.444520, 2.560648, 33942.462625, 12809.175144
36, 26.167307, 22.346385, 31.412424, 14708.590730, 6.500992, 5200.388630, 7.081500, 406.809829, 8.620314, 406.809829, 8.620314, 0.000000, 0.000000, 105234.692140, 8.053724, 2.913197, 19027.358734, 16641.010290
37, 26.323686, 19.567579, 31.323343, 14267.601521, 6.773948, 5359.188426, 7.244806, 431.001548, 8.859120, 431.001548, 8.859120, 0.000000, 0.000000, 100080.871012, 8.102325, 2.947469, 18108.890123, 16168.830815
38, 26.026854, 28.352426, 31.364031, 14717.705356, 6.221532, 4849.192310, 6.939462, 339.416700, 8.376516, 339.416700, 8.376516, 0.000000, 0.000000, 114456.051885, 7.987908, 2.874116, 20685.695713, 16764.108373
39, 26.756634, 21.084088, 32.064331, 15006.149744, 6.629453, 5500.583013, 7.525355, 467.781609, 8.833925, 467.781609, 8.833925, 0.000000, 0.000000, 90336.562427, 8.499009, 3.073011, 16338.533816, 16803.308105
40, 28.134763, 105.345554, 32.923072, 9665.798446, 4.833796, 2240.593361, 5.817388, 101.653908, 3.721036, 101.653908, 3.721036, 0.000000, 0.000000, 201327.673654, 7.526483, 2.546594, 36370.983704, 12131.195344
41, 27.593389, 82.717940, 31.563924, 9554.594971, 4.630120, 2188.613258, 5.785663, 106.261550, 3.533764, 106.261550, 3.533764, 0.000000, 0.000000, 196114.095307, 7.608977, 2.656570, 35429.123686, 12464.494746
