channel_num, sp_gap, chisqr/ndf, gauss1 mean, gauss1 ampl, gauss1 sigma, gauss2 ampl, gauss2 sigma, gauss3 ampl, gauss3 sigma, gauss4 ampl, gauss4 sigma, gauss5 ampl, gauss5 sigma, landau ampl, landau mpv, landau sigma, actual peak1 height, actual peak2 height
0, 28.322220, 15.213406, -101.141000, 52151.428645, 28.821020, 0.000000, 20.807377, 107.112276, 18.794670, 107.112276, 18.794670, 0.000000, 0.000000, -216.609366, 10.272497, -2.951147, 241.602519, 52151.432553
1, 28.000000, 19.577241, 22.627713, -12.183629, -0.065841, 60384.277329, 1.650209, 1.178385, 1.650209, 1.178385, 1.650209, 0.000000, 0.000000, 998.107946, 6.250007, 1.560059, 180.313823, 21.263189
2, 40.000000, 62.914555, 10.015847, 98.209337, 4.565279, 57.899291, 6.885686, 60.736218, 9.721049, 60.736218, 9.721049, 0.000000, 0.000000, 491.870009, 5.559161, 1.690345, 153.484137, 153.484137
3, 39.936285, 1.533023, 10.067488, 107.375470, 4.618580, 0.000000, 10.598290, 21.552700, 14.321524, 21.552700, 14.321524, 0.000000, 0.000000, 420.070210, 5.243545, 1.647407, 146.490288, 146.490288
4, 34.447776, 1.538449, 9.274550, 139.303103, 4.088968, 0.000000, 6.880139, 6.561749, 12.956207, 6.561749, 12.956207, 0.000000, 0.000000, 361.216983, 4.928911, 1.434225, 168.973308, 168.973308
5, 29.758280, 2.299574, 8.598916, 180.214751, 4.313490, 23697.931150, 2.620764, 127738.114979, 4.787654, 127738.114979, 4.787654, 0.000000, 0.000000, -577.158058, 7.255991, -8.507627, 168.540014, 180.214751
6, 39.908166, 1.790408, 9.186164, 99.234545, 4.759214, 0.000000, 12.315454, 362.383521, 13.861437, 362.383521, 13.861437, 0.000000, 0.000000, 461.801952, 5.722496, 1.720294, 161.749788, 161.749788
7, 40.000000, 4.626436, 9.134177, 57.344682, 3.142065, 4.673467, 7.990967, 0.832637, 10.555788, 0.832637, 10.555788, 0.000000, 0.000000, 603.361992, 6.607642, 2.543293, 152.886977, 152.886977
8, 30.062891, 7.337791, -51.121523, 1110.054958, 21.326047, 154.027989, 4.861194, 1.278775, 4.861194, 1.278775, 4.861194, 0.000000, 0.000000, -5566.679099, 7.737280, -26.536383, 145.037307, 1110.054959
9, 20.000005, 23.970467, -42.515630, 455.101014, 16.807021, 0.017938, 8.297375, 2.033059, 7.460894, 2.033059, 7.460894, 0.000000, 0.000000, 1016.580043, 6.184665, 1.491647, 209.925131, 455.102068
10, 24.885451, 18.422829, -42.601353, 1127.854267, 17.444707, 52.015238, 9.371430, 2.483992, 7.061932, 2.483992, 7.061932, 0.000000, 0.000000, 1039.750825, 7.008166, 1.294901, 233.233151, 1129.411222
11, 38.392486, 1.062948, 8.969497, 152.805065, 3.961655, 1869.326084, 4.260428, 20.359018, 7.891162, 20.359018, 7.891162, 0.000000, 0.000000, 398.615995, 4.844592, 1.116286, 179.732437, 179.732437
12, 39.999998, 1.570938, 9.705456, 108.212553, 4.620629, 0.000000, 8.873065, 3.903928, 16.841861, 3.903928, 16.841861, 189.000000, 0.000000, 450.587964, 5.599202, 1.583621, 158.794394, 158.794394
13, 31.158884, 2.356974, 9.375821, 139.585773, 3.995200, 3.229513, 1.204856, 1.476399, 2.134028, 1.476399, 2.134028, 0.000000, 0.000000, 325.366371, 4.851278, 1.615903, 167.536608, 167.536608
14, 21.579057, 3.249717, 8.920368, 153.754613, 4.933392, 2.119074, 15.995225, 2.057867, 7.556583, 2.057867, 7.556583, -nan, 0.000000, -414.397923, 8.424495, -0.350047, 143.484005, 154.607978
15, 37.980400, 2.961537, 8.824545, 179.021839, 4.221348, 93.116408, 5.383057, 1.121932, 8.487736, 1.121932, 8.487736, 0.000000, 0.000000, -254651.242064, 6.303983, -0.105895, 163.392998, 179.021839
16, 27.651794, 1.224117, 32.671138, 32.406615, 5.690017, 8.921140, 7.605949, 1.063469, 8.445132, 1.063469, 8.445132, 0.000000, 0.000000, 388.844426, 8.075504, 2.823464, 70.248687, 38.549316
17, 28.917632, 1.509593, 32.055236, 32.741194, 4.673483, 8.112341, 5.575429, 1.002168, 8.013784, 1.002168, 8.013784, 0.000000, 0.000000, 504.372257, 7.589756, 2.391824, 91.117710, 38.597640
18, 29.076367, 0.961420, 32.737770, 24.185610, 4.428307, 5.629534, 5.732840, 1.122976, 8.935449, 1.122976, 8.935449, 0.000000, 0.000000, 589.490961, 7.411598, 2.474492, 106.494864, 31.050668
19, 27.230040, 1.119912, 32.466366, 40.792330, 5.134818, 11.223025, 6.147473, 1.086050, 8.099012, 1.086050, 8.099012, 0.000000, 0.000000, 356.928494, 7.807295, 2.881750, 64.481361, 46.568623
20, 25.717789, 0.900856, 30.384643, 43.925840, 6.001599, 11.898953, 6.552158, 1.155108, 7.852214, 1.155108, 7.852214, 0.000000, 0.000000, 324.626034, 8.094523, 2.771468, 58.675717, 49.841092
21, 24.629539, 1.127912, 30.937732, 40.303611, 7.056069, 19.217784, 5.017592, 1.339596, 9.626548, 1.339596, 9.626548, 0.000000, 0.000000, 226.076224, 8.546664, 3.117438, 41.035099, 45.344699
22, 24.129480, 0.835434, 29.483766, 39.847764, 6.001775, 18.695915, 6.336249, 1.804686, 7.618902, 1.804686, 7.618902, 0.000000, 0.000000, 235.594734, 9.219321, 3.488573, 42.647731, 47.349963
23, 26.119958, 1.226646, 30.816779, 40.787692, 5.818171, 12.936417, 6.232412, 1.750406, 7.167348, 1.750406, 7.167348, 0.000000, 0.000000, 276.872491, 8.143794, 3.159364, 50.031328, 46.947902
24, 27.157946, 0.911886, 31.173652, 40.041708, 7.008089, 14.296103, 7.241468, 1.402735, 9.244604, 1.402735, 9.244604, 0.000000, 0.000000, 272.392722, 7.861157, 2.808102, 49.327088, 44.743859
25, 24.482901, 0.938752, 31.098043, 42.896845, 7.110343, 15.425159, 6.674432, 1.674263, 9.190472, 1.674263, 9.190472, 0.000000, 0.000000, 241.058642, 7.948141, 2.875978, 43.708852, 47.293545
26, 25.555770, 0.957235, 30.967661, 43.073691, 6.961754, 15.434109, 7.562524, 1.987285, 8.876766, 1.987285, 8.876766, 0.000000, 0.000000, 265.138044, 7.970598, 2.652583, 48.037921, 47.326612
27, 24.985968, 0.816276, 30.548287, 41.930599, 6.885156, 14.506096, 6.365666, 1.219178, 8.106878, 1.219178, 8.106878, 0.000000, 0.000000, 253.102646, 8.081346, 3.075991, 45.872620, 47.417144
28, 25.792269, 0.831966, 31.218927, 38.284653, 6.302328, 11.784297, 7.012731, 1.100607, 9.173395, 1.100607, 9.173395, 0.000000, 0.000000, 321.018837, 8.194000, 2.993719, 58.026614, 44.650797
29, 24.236754, 1.005294, 30.971395, 41.708189, 6.397535, 17.842663, 6.098555, 1.414829, 8.149168, 1.414829, 8.149168, 0.000000, 0.000000, 247.420923, 8.429006, 3.176201, 44.754779, 47.330397
30, 25.490240, 0.742189, 30.915089, 38.752190, 7.341518, 17.585233, 7.083892, 1.767246, 8.627678, 1.767246, 8.627678, 0.000000, 0.000000, 215.643341, 8.129969, 3.146196, 39.192531, 43.515712
31, 25.993756, 0.822197, 29.845759, 41.480210, 6.336019, 17.412552, 6.452826, 1.725000, 7.667956, 1.725000, 7.667956, 0.000000, 0.000000, 255.051411, 7.995664, 3.033341, 46.151561, 47.134465
32, 28.743296, 1.376510, 33.695441, 30.742651, 4.716134, 6.489609, 5.355687, 1.417588, 8.494944, 1.417588, 8.494944, 0.000000, 0.000000, 557.069993, 7.568259, 2.378054, 100.637836, 36.377164
33, 29.059108, 1.256980, 32.199708, 30.271998, 5.136006, 6.378245, 4.595351, 1.069585, 7.740031, 1.069585, 7.740031, 0.000000, 0.000000, 494.969463, 7.306519, 2.587253, 89.419160, 36.754862
34, 29.535736, 1.167102, 32.852465, 35.851128, 4.656316, 6.387738, 7.465772, 1.230205, 7.465772, 1.230205, 7.465772, 0.000000, 0.000000, 487.211678, 7.486929, 2.436296, 88.017541, 41.308414
35, 29.171102, 0.983461, 31.514111, 36.661504, 5.135811, 11.313271, 5.231912, 1.210237, 8.795129, 1.210237, 8.795129, 0.000000, 0.000000, 448.830523, 7.737149, 2.534753, 81.084248, 42.811015
36, 25.826656, 0.704203, 31.375061, 41.468396, 6.155049, 12.972322, 7.254635, 1.427903, 7.992309, 1.427903, 7.992309, 0.000000, 0.000000, 305.600254, 8.319765, 2.800117, 55.233794, 46.817283
37, 25.966462, 1.012441, 30.971048, 40.833287, 6.106700, 12.086393, 7.413587, 1.386504, 8.305954, 1.386504, 8.305954, 0.000000, 0.000000, 341.746127, 7.666760, 2.656761, 61.757701, 46.166114
38, 26.723454, 0.812042, 32.114045, 40.205685, 6.123415, 10.918549, 7.148407, 1.872071, 7.868516, 1.872071, 7.868516, 0.000000, 0.000000, 360.062235, 7.556046, 2.540419, 65.056164, 44.871957
39, 25.399670, 0.826601, 32.171140, 40.625756, 5.993493, 12.919706, 6.424938, 1.183565, 8.602418, 1.183565, 8.602418, 0.000000, 0.000000, 325.657462, 7.854385, 2.799186, 58.838917, 45.770307
40, 25.918139, 0.802856, 30.789119, 39.243577, 6.638546, 17.092416, 6.598681, 1.515019, 7.998793, 1.515019, 7.998793, 0.000000, 0.000000, 261.027188, 8.543095, 2.984258, 47.258362, 44.707129
41, 25.392402, 1.148302, 29.207385, 40.613471, 6.613539, 17.716448, 5.857616, 1.290128, 8.315422, 1.290128, 8.315422, 0.000000, 0.000000, 251.447239, 8.404026, 3.119579, 45.634073, 47.005745
42, 26.385995, 1.111176, 31.621595, 36.162474, 6.032501, 13.420713, 6.368903, 1.423493, 8.657791, 1.423493, 8.657791, 0.000000, 0.000000, 313.430339, 8.325931, 3.117940, 56.636277, 42.688917
43, 24.829826, 1.193820, 30.246841, 37.447659, 6.099945, 13.270327, 5.199513, 1.052726, 7.806449, 1.052726, 7.806449, 0.000000, 0.000000, 331.736589, 7.850570, 2.932420, 59.959853, 44.105237
44, 25.712425, 0.930403, 30.406147, 40.573317, 6.027514, 11.691912, 6.865864, 1.283452, 8.472044, 1.283452, 8.472044, 0.000000, 0.000000, 314.866394, 8.438246, 3.080941, 56.917214, 47.699453
45, 24.813260, 1.376055, 29.997684, 43.377472, 6.172819, 14.624103, 6.630245, 1.282818, 7.924064, 1.282818, 7.924064, 0.000000, 0.000000, 236.906195, 8.242033, 3.248585, 42.855979, 49.323601
46, 26.645669, 0.994192, 32.074298, 36.602917, 5.473512, 10.537682, 5.298519, 1.159775, 8.053916, 1.159775, 8.053916, 0.000000, 0.000000, 394.284378, 8.057473, 2.842218, 71.231138, 43.166683
47, 26.340348, 0.757619, 30.858320, 42.539823, 5.860591, 12.131805, 6.460176, 1.145674, 8.531337, 1.145674, 8.531337, 0.000000, 0.000000, 343.670828, 8.223008, 2.714004, 62.102463, 48.399500
48, 27.833295, 1.002433, 32.767177, 37.000990, 5.306778, 8.409564, 6.797481, 1.042466, 7.980855, 1.042466, 7.980855, 0.000000, 0.000000, 413.504751, 7.847818, 2.769081, 74.702310, 43.117713
49, 26.645618, 1.278810, 31.813059, 34.442997, 4.669664, 7.033431, 6.023287, 0.939980, 7.630352, 0.939980, 7.630352, 0.000000, 0.000000, 499.337513, 7.099688, 2.498944, 90.208150, 40.622645
50, 27.899588, 0.883583, 31.732145, 31.535922, 4.870912, 9.258070, 6.267949, 1.226835, 8.770409, 1.226835, 8.770409, 0.000000, 0.000000, 431.272262, 7.858261, 2.856979, 77.911864, 38.866741
51, 27.145961, 0.829775, 32.228392, 32.526649, 5.507228, 10.379966, 5.674180, 0.918134, 8.650388, 0.918134, 8.650388, 0.000000, 0.000000, 450.836598, 7.507016, 2.626348, 81.447017, 38.681712
52, 25.778639, 0.793651, 32.047348, 38.352843, 7.499287, 14.084250, 7.114470, 1.356329, 11.138977, 1.356329, 11.138977, 0.000000, 0.000000, 243.758996, 8.371714, 3.129069, 44.233356, 43.338849
53, 25.305687, 1.248185, 29.219048, 39.219162, 7.726162, 15.131252, 6.236560, 1.374084, 7.830033, 1.374084, 7.830033, 0.000000, 0.000000, 243.047344, 8.011904, 2.783578, 44.647893, 44.148989
54, 25.859841, 0.930013, 31.083913, 38.370330, 6.774571, 9.093382, 7.038380, 1.248861, 9.083108, 1.248861, 9.083108, 0.000000, 0.000000, 370.515801, 7.627386, 2.588210, 67.006912, 43.829580
55, 24.865112, 0.959865, 30.979710, 39.063532, 6.502914, 13.229454, 6.316817, 1.263841, 8.644057, 1.263841, 8.644057, 0.000000, 0.000000, 301.891797, 8.344620, 2.885357, 54.603142, 44.837338
56, 24.043415, 0.888222, 29.930577, 39.415323, 5.366677, 11.764439, 6.343159, 1.321859, 7.482967, 1.321859, 7.482967, 0.000000, 0.000000, 315.517401, 8.946749, 3.447184, 57.010688, 48.725130
57, 22.348113, 1.007316, 30.003240, 39.634008, 6.703332, 15.327742, 5.641358, 1.593784, 7.795275, 1.593784, 7.795275, 0.000000, 0.000000, 257.644306, 8.511300, 3.209594, 46.710627, 46.142574
58, 24.610921, 0.882971, 30.584165, 42.105236, 6.063204, 15.419946, 6.904019, 1.674916, 8.234640, 1.674916, 8.234640, 0.000000, 0.000000, 246.371789, 9.071819, 3.361378, 44.558512, 48.796843
59, 25.508007, 1.002302, 29.732235, 39.562601, 6.593724, 11.663733, 6.550087, 1.105993, 8.232031, 1.105993, 8.232031, 0.000000, 0.000000, 300.856975, 8.090503, 3.080493, 54.480418, 46.577956
60, 24.515550, 0.637942, 30.228597, 38.280876, 8.086276, 16.333256, 5.407889, 1.202597, 10.734091, 1.202597, 10.734091, 0.000000, 0.000000, 269.979760, 8.019304, 2.702321, 49.500503, 43.066584
61, 25.175854, 1.058298, 30.137749, 43.178778, 7.634571, 14.267322, 7.597338, 1.612225, 9.969017, 1.612225, 9.969017, 0.000000, 0.000000, 224.050307, 7.429345, 2.758639, 40.888041, 47.144307
62, 25.040998, 0.934267, 31.020780, 39.418217, 7.606172, 18.212645, 6.086946, 1.541270, 9.315854, 1.541270, 9.315854, 0.000000, 0.000000, 203.620679, 8.850174, 3.274403, 37.219156, 44.459913
63, 26.433679, 1.045329, 29.776845, 39.814788, 6.812281, 15.155983, 5.626854, 1.064693, 8.415070, 1.064693, 8.415070, 0.000000, 0.000000, 246.285160, 8.569601, 3.256666, 44.719374, 46.336324
64, 25.676209, 0.837161, 31.004695, 39.076334, 7.013645, 17.201590, 6.846504, 1.691956, 8.670960, 1.691956, 8.670960, 0.000000, 0.000000, 250.021292, 8.153221, 2.863358, 45.312059, 43.714849
65, 25.645620, 1.118769, 29.934279, 43.621117, 5.677644, 14.596404, 5.159725, 1.450717, 8.196818, 1.450717, 8.196818, 0.000000, 0.000000, 350.654412, 7.900993, 2.630402, 63.363313, 49.548820
66, 25.511919, 0.928612, 32.076706, 45.024145, 5.763950, 16.270173, 7.013656, 1.592230, 9.417233, 1.592230, 9.417233, 0.000000, 0.000000, 266.161370, 8.661893, 3.041119, 48.090796, 50.255977
67, 26.803460, 1.097598, 30.759121, 43.622394, 5.409072, 10.648427, 7.367056, 1.450029, 7.481281, 1.450029, 7.481281, 0.000000, 0.000000, 308.221576, 8.391867, 3.122792, 55.686888, 50.505282
68, 26.347551, 0.888261, 30.036834, 38.925404, 7.139517, 13.915825, 7.555740, 1.461869, 8.589127, 1.461869, 8.589127, 0.000000, 0.000000, 206.128775, 8.478548, 3.595221, 37.533756, 45.193223
69, 26.599280, 0.963506, 32.097726, 42.193160, 6.507367, 15.450947, 7.125236, 1.627229, 9.316981, 1.627229, 9.316981, 0.000000, 0.000000, 237.781662, 8.377843, 3.065867, 42.993999, 46.832181
70, 26.616909, 0.798697, 30.863021, 42.208914, 5.870823, 12.210953, 6.335316, 0.999990, 8.257933, 0.999990, 8.257933, 0.000000, 0.000000, 350.501276, 8.236769, 2.765382, 63.336719, 48.400509
71, 26.251400, 1.077456, 31.907615, 39.974591, 6.034128, 13.791550, 5.992489, 1.382894, 8.167415, 1.382894, 8.167415, 0.000000, 0.000000, 283.112802, 8.611465, 3.193148, 51.160548, 46.099573
72, 28.321622, 1.130877, 32.593523, 28.917614, 4.066532, 5.382401, 7.108304, 0.920532, 7.194051, 0.920532, 7.194051, 0.000000, 0.000000, 534.723146, 7.442816, 2.621499, 96.600749, 35.924369
73, 28.174287, 0.963492, 32.099769, 34.290018, 5.262397, 8.357875, 5.979132, 1.181970, 8.080979, 1.181970, 8.080979, 0.000000, 0.000000, 442.350617, 7.649158, 2.668332, 79.913545, 40.628989
74, 29.238698, 0.891975, 33.017869, 34.823963, 4.708399, 8.515425, 5.525879, 1.228638, 8.083908, 1.228638, 8.083908, 0.000000, 0.000000, 490.966407, 7.757629, 2.542529, 88.695858, 40.842695
