channel_num, sp_gap, chisqr/ndf, gauss1 mean, gauss1 ampl, gauss1 sigma, gauss2 ampl, gauss2 sigma, gauss3 ampl, gauss3 sigma, gauss4 ampl, gauss4 sigma, gauss5 ampl, gauss5 sigma, landau ampl, landau mpv, landau sigma, actual peak1 height, actual peak2 height
0, 23.547443, 0.664825, 0.000000, -7822.145578, 0.000000, 500000.369868, 0.000000, 500000.028294, 0.000000, 500000.028294, 0.000000, -0.000000, 0.000000, 99.088947, 6.917418, 2.201326, 17.900977, 15.926703
1, 30.762457, 0.667460, 9.615765, 13.958463, 4.470654, 0.000000, 16.319830, 0.588374, 16.336898, 0.588374, 16.336898, 0.000000, 0.000000, 8.105559, 23.973119, 3.972281, 3.208938, 13.968045
2, 23.547443, 2.009871, 21.500000, -141754.501851, 0.002902, 0.749463, 1.667184, 0.149893, 1.667184, 0.149893, 1.667184, 0.000000, 0.000000, 89.283042, 7.367863, 2.261963, 16.129485, 4.699592
3, 20.000010, 1.113564, 42.446460, -2.805755, 22.401018, 0.295469, 10.382269, 788384.050251, 12.492799, 788384.050251, 12.492799, 0.000000, 0.000000, 84.318451, 7.993386, 2.930703, 14.412974, 4052.672052
4, 23.547443, 1.204954, 21.397205, -354.963386, 0.237050, 1.291585, 0.247363, 0.258317, 0.247363, 0.258317, 0.247363, 0.000000, 0.000000, 95.651561, 6.768610, 2.149806, 17.279993, 4.383016
5, 23.547443, 2.938754, 0.000000, -164296.768062, 0.000000, 500000.241533, 0.000000, 500000.019016, 0.000000, 500000.019016, 0.000000, 0.000000, 0.000000, 97.608227, 6.054505, 1.861120, 17.633476, 17.124903
6, 23.547443, 2.006665, 0.000000, -135920.565916, 0.000000, 500000.290185, 0.000000, 500000.022967, 0.000000, 500000.022967, 0.000000, 0.000000, 0.000000, 95.009621, 5.980119, 1.979653, 17.164023, 16.859910
7, 23.547443, 2.232771, 0.000000, -144526.459413, 0.000000, 500000.315540, 0.000000, 500000.024261, 0.000000, 500000.024261, 0.000000, 0.000000, 0.000000, 95.131754, 6.533097, 1.996330, 17.186087, 15.873969
8, 21.289520, 0.320375, 31.409415, 4.630187, 6.108995, 1.043462, 6.266257, 445543.920398, 3.449232, 445543.920398, 3.449232, 0.000000, 0.000000, 30.904811, 7.253421, 2.701817, 5.584385, 5.094624
9, 27.587836, 1.574918, -18.396495, 12.021079, 28.522791, 0.329436, 10.326322, 2.543223, 12.438674, 2.543223, 12.438674, 0.000000, 0.000000, -13.082009, -324.708887, 147.826833, -0.798150, 10.692676
10, 21.645242, 4.015664, -118.940521, 101.307826, 54.199941, 0.000214, 25.275680, 0.000001, 27.402064, 0.000001, 27.402064, 0.000000, 0.000000, 36.935245, 9.695205, -8.989655, 10.272142, 101.307974
11, 24.166593, 2.917120, -63.026279, 2051.216308, 18.012253, 0.000000, 18.943788, 6.520401, 9.351320, 6.520401, 9.351320, 0.000000, 0.000000, -303.879570, 11.328048, -0.492376, 15.617124, 2051.216326
12, 40.000000, 0.742697, -13.874743, 9.091215, 9.216685, 0.444439, 5.792523, 1.577242, 6.620776, 1.577242, 6.620776, 0.000000, 0.000000, 46.577519, 9.397857, 4.108314, 8.936876, 9.091215
13, 23.547443, 1.798894, 10108.096835, -3.007842, 86614.295888, 120.484716, 15.980692, 24.096943, 15.980692, 24.096943, 15.980692, 0.000000, 0.000000, 95.537245, 7.341347, 2.978516, 14.271886, 59.934912
14, 39.977428, 0.420167, 2.601026, 11.141794, 0.929883, 0.000000, 17.118457, 301179.238614, 17.035471, 301179.238614, 17.035471, 0.000000, 0.000000, 96.183212, 7.925911, 1.841044, 17.376087, 17.376087
15, 23.547443, 1.300568, -211.029515, -163871.618801, 2.205857, 500000.000000, 2.205857, 500000.000000, 2.205857, 500000.000000, 2.205857, 0.000000, 0.000000, 49.704052, 7.910587, 3.410333, 8.979317, -12555.197802
16, 22.727815, 0.725179, 33.612382, 2.824973, 4.916609, 1.670832, 7.634703, 1.312968, 7.634702, 1.312968, 7.634702, 0.000000, 0.000000, 29.684010, 8.171388, 2.765219, 5.362586, 3.263016
17, 26.022009, 0.701271, 31.958684, 3.059592, 3.680483, 1.909024, 5.640281, 2.681385, 5.640281, 2.681385, 5.640281, 0.000000, 0.000000, 58.667409, 8.002926, 1.771580, 10.598598, 3.452134
18, 28.511915, 0.625805, 31.315679, 3.161920, 4.979422, 1.357374, 7.084242, 0.017194, 6.066029, 0.017194, 6.066029, 0.000000, 0.000000, 41.887975, 7.799965, 2.323461, 7.567326, 3.659010
19, 40.000000, 3.059163, 7.314637, 2.435865, 6.132891, 2.068062, 13.732970, 1.171156, 13.732970, 1.171156, 13.732970, -nan, 0.000000, 53.012566, -4511136.593824, 820164.761712, 4.084094, 4.263649
20, 30.105863, 0.463648, 28.922410, 3.751651, 5.040274, 2.153067, 7.178849, 45.125443, 7.178356, 45.125443, 7.178356, 0.000000, 0.000000, 35.370570, 7.328307, 2.495281, 6.390133, 4.314614
21, 35.211493, 0.855201, 29.380226, 3.398536, 2.124960, 0.152358, 2.801980, 11294.375713, 2.937524, 11294.375713, 2.937524, 0.000000, 0.000000, 10.088674, 543377.683981, 1517372.224946, 1.814956, 5.213478
