channel_num, sp_gap, chisqr/ndf, gauss1 mean, gauss1 ampl, gauss1 sigma, gauss2 ampl, gauss2 sigma, gauss3 ampl, gauss3 sigma, gauss4 ampl, gauss4 sigma, gauss5 ampl, gauss5 sigma, landau ampl, landau mpv, landau sigma, actual peak1 height, actual peak2 height
0, 26.052271, 19.075426, 30.913866, 11937.369613, 6.626899, 4458.970670, 7.093728, 339.130708, 8.393877, 339.130708, 8.393877, 0.000000, 0.000000, 76485.959166, 7.915161, 2.824924, 13838.422764, 13303.636913
1, 24.805817, 25.555031, 30.165259, 11793.354903, 6.301011, 4016.198277, 6.604234, 275.198941, 8.048985, 275.198941, 8.048985, 0.000000, 0.000000, 87243.291025, 7.796741, 2.813673, 15776.155736, 13421.044443
2, 26.266116, 19.456742, 31.128207, 11836.521349, 6.573875, 4347.360963, 7.184945, 332.382041, 8.431486, 332.382041, 8.431486, 0.000000, 0.000000, 76179.211686, 8.071657, 2.897460, 13780.070200, 13254.553261
3, 25.592494, 23.492199, 30.603493, 11953.449948, 6.738186, 4651.422787, 6.918364, 377.519904, 8.321556, 377.519904, 8.321556, 0.000000, 0.000000, 72275.842088, 7.930666, 2.869297, 13087.297901, 13316.189811
4, 27.063851, 49.091496, 30.960840, 8952.185563, 4.917301, 2201.365414, 6.353837, 103.611638, 5.672249, 103.611638, 5.672249, 0.000000, 0.000000, 138077.261961, 7.526091, 2.643502, 24944.493993, 11062.432305
5, 27.366242, 49.232453, 31.517132, 9686.696521, 5.208528, 2561.396139, 6.662608, 137.356138, 7.813948, 137.356138, 7.813948, 0.000000, 0.000000, 129737.660946, 7.390094, 2.583182, 23437.965771, 11481.665261
6, 28.276188, 68.078418, 31.820677, 9024.000537, 4.890193, 2139.355495, 6.428182, 100.347920, 5.594248, 100.347920, 5.594248, 0.000000, 0.000000, 145633.836813, 7.317965, 2.500520, 26309.590975, 10863.699596
7, 28.287309, 44.411755, 32.296099, 10193.784499, 5.444260, 2763.565433, 7.092564, 170.878153, 8.111426, 170.878153, 8.111426, 0.000000, 0.000000, 119145.262137, 7.542767, 2.627654, 21524.464471, 11813.699235
8, 26.114541, 21.473637, 31.138659, 12107.236477, 6.294132, 4025.336431, 7.175129, 283.291668, 8.246883, 283.291668, 8.246883, 0.000000, 0.000000, 83254.979529, 7.956598, 2.843765, 15049.923121, 13589.553921
9, 24.955982, 24.385140, 30.014956, 11836.561201, 6.964246, 4577.074298, 6.711966, 349.198005, 8.408221, 349.198005, 8.408221, 0.000000, 0.000000, 72764.670055, 7.949297, 2.914327, 13203.866194, 13320.874757
10, 26.348693, 21.220330, 31.083898, 11137.828210, 6.096338, 3324.310344, 7.368787, 197.010913, 8.365599, 197.010913, 8.365599, 0.000000, 0.000000, 97156.607847, 7.972583, 2.836973, 17557.557560, 12874.389584
11, 25.323563, 25.551755, 30.345413, 11819.540436, 7.276737, 4912.896126, 6.989643, 405.164669, 8.671944, 405.164669, 8.671944, 0.000000, 0.000000, 64282.361352, 8.000726, 2.933769, 11694.112688, 13117.892599
12, 25.602593, 26.047060, 30.677511, 11548.548497, 7.334557, 5041.567330, 7.175767, 477.709201, 8.797234, 477.709201, 8.797234, 0.000000, 0.000000, 62587.299621, 8.019397, 2.921099, 11381.704841, 12773.401988
