channel_num, sp_gap, chisqr/ndf, gauss1 mean, gauss1 ampl, gauss1 sigma, gauss2 ampl, gauss2 sigma, gauss3 ampl, gauss3 sigma, gauss4 ampl, gauss4 sigma, gauss5 ampl, gauss5 sigma, landau ampl, landau mpv, landau sigma
53, 28.251483, 91.247434, 32.018005, 8065.884914, 4.620917, 1828.199458, 5.729494, 91.008033, 4.311335, 91.008033, 4.311335, 0.000000, 0.000000, 170087.002783, 7.413457, 2.501132
54, 27.676489, 95.084847, 32.051338, 8314.037379, 4.660695, 1847.186131, 5.688533, 80.028316, 3.948285, 80.028316, 3.948285, 0.000000, 0.000000, 169540.214040, 7.377010, 2.493353
55, 28.343503, 64.117416, 32.470177, 9259.012742, 5.109801, 2193.112946, 6.651955, 117.032829, 7.408448, 117.032829, 7.408448, 0.000000, 0.000000, 150949.976363, 7.435854, 2.561758
56, 28.553151, 72.466258, 32.413424, 9221.120541, 4.995848, 2245.212269, 6.478718, 126.022652, 6.189394, 126.022652, 6.189394, 0.000000, 0.000000, 153263.256888, 7.498360, 2.552985
57, 27.609556, 59.226878, 32.541264, 9997.297844, 5.148480, 2544.620293, 6.478193, 132.292629, 8.105748, 132.292629, 8.105748, 0.000000, 0.000000, 142096.155144, 7.512295, 2.604632
58, 28.653031, 52.053453, 33.294316, 10854.685757, 5.443165, 2832.450318, 7.251650, 181.581396, 8.516697, 181.581396, 8.516697, 0.000000, 0.000000, 127742.700345, 7.650155, 2.635556
59, 28.266186, 92.462757, 31.562906, 8486.960969, 4.679372, 1957.189574, 5.960556, 99.870044, 4.593916, 99.870044, 4.593916, 0.000000, 0.000000, 174991.187100, 7.021987, 2.371892
60, 27.927712, 78.788692, 31.873386, 9007.150767, 4.856365, 2145.671805, 6.153781, 95.404751, 4.950488, 95.404751, 4.950488, 0.000000, 0.000000, 162205.916161, 7.349934, 2.497185
61, 28.441386, 82.845033, 32.530346, 9241.280321, 4.945183, 2158.418878, 6.432284, 107.408778, 6.184252, 107.408778, 6.184252, 0.000000, 0.000000, 158850.033082, 7.332138, 2.484440
62, 28.311052, 72.085515, 32.661411, 8915.911212, 4.902142, 2118.792535, 6.259481, 99.496059, 5.243687, 99.496059, 5.243687, 0.000000, 0.000000, 156370.603298, 7.528497, 2.590098
63, 27.517020, 55.797782, 31.786409, 9503.306329, 4.993400, 2298.835151, 6.544204, 105.187369, 6.073063, 105.187369, 6.073063, 0.000000, 0.000000, 146968.424842, 7.575606, 2.655581
64, 26.806905, 47.479309, 32.279412, 10148.848278, 5.372128, 2709.194861, 6.663048, 174.727046, 8.283950, 174.727046, 8.283950, 0.000000, 0.000000, 130424.735184, 7.698532, 2.688105
65, 27.489221, 56.525654, 32.145125, 9367.070244, 5.028036, 2227.380856, 6.414300, 114.739534, 6.823874, 114.739534, 6.823874, 0.000000, 51542036849557107371641009566037083268475382095135941931951507800325514375058517830669097638501702863388493731680358219394805388102571325335850127762407280345088.000000, 143956.141962, 7.642446, 2.660318
66, 29.081587, 80.956568, 33.238872, 9358.138889, 5.011687, 2162.216892, 6.529577, 130.924917, 6.934345, 130.924917, 6.934345, 0.000000, 0.000000, 147783.653221, 7.658708, 2.583413
67, 28.670950, 97.210164, 32.696005, 8764.655499, 4.777118, 1959.009425, 6.094091, 111.059739, 5.664286, 111.059739, 5.664286, 0.000000, 0.000000, 161750.589618, 7.395174, 2.472114
68, 28.253521, 43.654075, 32.748943, 10807.198968, 5.569921, 2967.122315, 7.218435, 213.739218, 8.421022, 213.739218, 8.421022, 0.000000, 0.000000, 120806.986281, 7.665913, 2.678938
69, 27.997580, 49.421723, 32.727569, 10139.872053, 5.313948, 2562.473196, 7.028252, 170.418300, 8.388838, 170.418300, 8.388838, 0.000000, 0.000000, 128613.572785, 7.832439, 2.731041
70, 26.618605, 31.338695, 31.377206, 10223.690075, 5.450149, 2560.844336, 7.049179, 138.970054, 8.238587, 138.970054, 8.238587, 0.000000, 0.000000, 125203.950143, 7.953065, 2.824775
71, 26.919719, 25.456783, 31.883751, 11233.292188, 5.854532, 3129.930053, 7.291620, 203.533156, 8.466689, 203.533156, 8.466689, 0.000000, 0.000000, 109966.577185, 7.920673, 2.821546
72, 28.627257, 46.491202, 33.253241, 10023.220370, 5.445709, 2612.399987, 7.218160, 169.094576, 8.850591, 169.094576, 8.850591, 0.000000, 0.000000, 128067.501918, 7.842361, 2.727665
73, 27.435951, 43.056991, 31.832356, 10179.791611, 5.324559, 2691.095804, 6.807397, 174.703362, 8.114509, 174.703362, 8.114509, 0.000000, 0.000000, 130951.433973, 7.628676, 2.688407
74, 27.668901, 24.522230, 32.447074, 11808.751686, 6.017987, 3557.516117, 7.628884, 279.243378, 8.595599, 279.243378, 8.595599, 0.000000, 0.000000, 99081.630109, 8.073668, 2.853419
75, 27.689879, 29.208839, 32.309812, 11761.530208, 5.817434, 3345.775815, 7.345404, 242.742360, 8.430109, 242.742360, 8.430109, 0.000000, 0.000000, 108166.186556, 7.822746, 2.757849
76, 28.349802, 77.752581, 32.602138, 8152.406212, 4.862419, 1909.130320, 6.094156, 102.018401, 5.456599, 102.018401, 5.456599, 0.000000, 0.000000, 156841.561155, 7.707554, 2.636992
77, 27.297043, 50.290460, 31.970339, 9570.520657, 5.240246, 2480.434554, 6.520363, 130.697341, 8.108766, 130.697341, 8.108766, 0.000000, 0.000000, 139104.223758, 7.643378, 2.670680
78, 27.530939, 32.477798, 32.703528, 11526.415561, 5.769400, 3219.801337, 7.178683, 231.045845, 8.533287, 231.045845, 8.533287, 0.000000, 0.000000, 110776.208846, 7.928021, 2.789530
79, 26.717334, 26.726563, 31.474882, 12252.213901, 6.234246, 3814.935944, 7.420785, 313.584137, 8.286477, 313.584137, 8.286477, 0.000000, 0.000000, 96671.341009, 7.642993, 2.716649
80, 28.860993, 46.385873, 33.320647, 10590.554405, 5.476839, 2748.893591, 7.245858, 178.463552, 8.736884, 178.463552, 8.736884, 0.000000, 0.000000, 121587.714029, 7.921839, 2.745334
81, 27.866759, 131.269102, 32.789864, 7193.299170, 4.434281, 1495.611690, 5.378457, 86.560922, 3.830229, 86.560922, 3.830229, 0.000000, 0.000000, 182253.568521, 7.282362, 2.392138
82, 28.616226, 61.473929, 32.493850, 10064.237461, 5.318652, 2631.856766, 6.906580, 183.344884, 8.109435, 183.344884, 8.109435, 0.000000, 0.000000, 140785.507976, 7.206079, 2.475064
83, 28.393879, 87.383343, 32.854747, 9080.854333, 4.952443, 2137.479766, 6.246675, 123.203246, 6.743680, 123.203246, 6.743680, 0.000000, 0.000000, 154609.461266, 7.416703, 2.494162
84, 28.485924, 87.998234, 32.505213, 8697.217056, 4.811653, 2038.168675, 6.059051, 139.121666, 5.803251, 139.121666, 5.803251, 0.000000, 0.000000, 161701.509202, 7.382662, 2.473243
85, 28.204906, 83.597416, 32.531676, 9101.926218, 4.882280, 2109.363760, 6.448761, 130.326110, 7.079217, 130.326110, 7.079217, 0.000000, 0.000000, 154630.506378, 7.393491, 2.502322
86, 28.635318, 56.773387, 32.999045, 10108.501719, 5.308059, 2560.803203, 7.098001, 180.325595, 8.384049, 180.325595, 8.384049, 0.000000, 0.000000, 132783.509038, 7.620062, 2.631894
87, 28.907276, 33.866114, 33.087626, 10993.199692, 5.717719, 3135.708379, 7.718475, 257.832152, 8.670582, 257.832152, 8.670582, 0.000000, 0.000000, 111080.228361, 7.829121, 2.754021
88, 26.468312, 19.904648, 31.330397, 12150.269509, 6.543916, 4120.287380, 7.428439, 322.750767, 8.591552, 322.750767, 8.591552, 0.000000, 0.000000, 84646.033419, 8.193144, 2.966964
89, 25.466997, 27.770113, 29.858885, 12048.197528, 6.418305, 4130.177142, 6.900050, 306.694967, 8.185088, 306.694967, 8.185088, 0.000000, 0.000000, 95470.202939, 7.546363, 2.744797
90, 25.933025, 19.946221, 30.836455, 11928.184031, 6.761080, 4392.946541, 7.213372, 360.578421, 8.677019, 360.578421, 8.677019, 0.000000, 0.000000, 81486.721473, 8.173189, 2.980147
91, 25.677864, 24.126126, 30.876773, 12340.122967, 6.721677, 4530.997155, 7.074694, 374.368648, 8.511302, 374.368648, 8.511302, 0.000000, 0.000000, 79996.089952, 8.013088, 2.914590
92, 26.569745, 22.504304, 31.153696, 11931.426381, 6.240349, 3767.915292, 7.293093, 274.061827, 8.402140, 274.061827, 8.402140, 0.000000, 0.000000, 96027.835711, 8.026447, 2.878496
93, 27.314339, 62.832644, 31.772648, 9285.758140, 5.035926, 2289.225569, 6.232162, 110.625898, 6.753843, 110.625898, 6.753843, 0.000000, 0.000000, 151720.678118, 7.371337, 2.544197
94, 27.339852, 71.994870, 32.333864, 8783.859241, 4.938615, 2029.713383, 6.141728, 87.096216, 8.316176, 87.096216, 8.316176, 0.000000, 0.000000, 153622.844491, 7.633490, 2.625499
95, 26.411830, 21.976849, 31.408965, 11795.730448, 6.121417, 3711.371810, 7.129806, 250.639088, 8.452509, 250.639088, 8.452509, 0.000000, 0.000000, 97221.860425, 8.143011, 2.930189
96, 28.464790, 58.692079, 33.325218, 9970.843863, 5.242145, 2505.762352, 7.104876, 163.450434, 8.504166, 163.450434, 8.504166, 0.000000, 0.000000, 132649.465072, 7.791568, 2.675573
97, 27.111130, 51.569919, 30.300189, 8910.939058, 4.815793, 2309.611829, 5.940997, 125.792311, 5.576982, 125.792311, 5.576982, 0.000000, 0.000000, 151434.070434, 7.447570, 2.612925
98, 29.634048, 52.812891, 33.676412, 10308.188796, 5.405305, 2655.638282, 7.428192, 190.756072, 8.771061, 190.756072, 8.771061, 0.000000, 0.000000, 125671.943964, 7.804115, 2.697328
99, 28.573716, 69.276307, 32.317354, 9745.835944, 5.032964, 2386.506030, 6.761911, 150.326790, 7.772101, 150.326790, 7.772101, 0.000000, 0.000000, 143021.865038, 7.506045, 2.567492
100, 28.464743, 59.076185, 32.744185, 9616.500403, 5.170606, 2409.760506, 6.807260, 146.390934, 8.310401, 146.390934, 8.310401, 0.000000, 0.000000, 138620.141544, 7.707006, 2.658788
101, 28.047105, 56.250299, 32.743798, 9825.544101, 5.244795, 2533.634477, 6.863077, 161.818249, 8.364311, 161.818249, 8.364311, 0.000000, 0.000000, 134851.325217, 7.694163, 2.668452
102, 29.453634, 45.217204, 33.789229, 10742.172359, 5.587138, 2887.506323, 7.601841, 214.106360, 8.843667, 214.106360, 8.843667, 0.000000, 0.000000, 119740.890652, 7.745628, 2.681336
103, 28.712251, 68.205635, 33.001446, 9512.253531, 5.106572, 2305.333812, 6.678369, 141.057638, 7.937584, 141.057638, 7.937584, 0.000000, 0.000000, 145449.783075, 7.525648, 2.560072
104, 27.840253, 42.852241, 32.352212, 10394.467112, 5.407180, 2829.410050, 7.019023, 185.183584, 8.254386, 185.183584, 8.254386, 0.000000, 0.000000, 126876.423626, 7.680843, 2.690054
105, 27.821612, 48.086399, 32.428786, 10392.331631, 5.421300, 2818.654651, 6.993025, 208.440493, 8.239852, 208.440493, 8.239852, 0.000000, 0.000000, 126952.708948, 7.592013, 2.660823
106, 28.501001, 50.205918, 32.358219, 10147.337172, 5.312920, 2615.358939, 7.039612, 160.028226, 8.212434, 160.028226, 8.212434, 0.000000, 0.000000, 133683.129285, 7.585203, 2.637858
107, 27.892678, 68.492177, 32.575229, 9472.956130, 4.994539, 2282.854158, 6.483186, 136.826759, 7.779877, 136.826759, 7.779877, 0.000000, 0.000000, 147334.904441, 7.494318, 2.567296
108, 28.598009, 97.947635, 32.421679, 8137.293481, 4.646187, 1848.414785, 5.848976, 100.228094, 5.184693, 100.228094, 5.184693, 0.000000, 0.000000, 168663.059246, 7.413517, 2.478176
109, 28.307397, 35.945915, 32.671971, 10642.587243, 5.629088, 3021.246511, 7.360606, 239.370224, 8.543466, 239.370224, 8.543466, 0.000000, 0.000000, 117365.361352, 7.812025, 2.756986
110, 28.770741, 47.781367, 33.427727, 10671.706630, 5.517952, 2790.316494, 7.380514, 201.476419, 8.680353, 201.476419, 8.680353, 0.000000, 0.000000, 123908.214525, 7.707470, 2.674997
111, 28.607848, 43.897100, 32.935674, 10988.401518, 5.569476, 3060.755791, 7.303649, 236.821042, 8.379539, 236.821042, 8.379539, 0.000000, 0.000000, 120719.109459, 7.556388, 2.628977
112, 29.292848, 90.247212, 33.453166, 9230.150194, 4.978248, 2124.883659, 6.401508, 140.121659, 6.397388, 140.121659, 6.397388, 0.000000, 0.000000, 152717.568435, 7.510524, 2.506359
113, 28.387314, 34.888269, 32.746164, 11150.914265, 5.690794, 3235.389314, 7.497401, 269.568918, 8.408898, 269.568918, 8.408898, 0.000000, 0.000000, 112525.048662, 7.623672, 2.691494
114, 28.695823, 60.564449, 33.387025, 10082.488066, 5.358663, 2596.198773, 6.899343, 162.320572, 8.663428, 162.320572, 8.663428, 0.000000, 0.000000, 135081.645960, 7.589375, 2.589844
115, 28.469451, 104.023906, 32.351560, 7782.870425, 4.511244, 1678.670446, 5.601993, 92.553278, 4.185301, 92.553278, 4.185301, 0.000000, 0.000000, 170794.893774, 7.477156, 2.499543
116, 28.012548, 48.705244, 32.926420, 10712.868778, 5.308893, 2755.742710, 6.979425, 189.089678, 8.310593, 189.089678, 8.310593, 0.000000, 0.000000, 126465.155118, 7.772700, 2.686336
117, 28.851698, 48.165237, 32.984372, 10244.947349, 5.411152, 2709.495855, 7.315196, 202.592589, 8.471851, 202.592589, 8.471851, 0.000000, 0.000000, 129270.281938, 7.554666, 2.627372
118, 28.981348, 65.395405, 33.149169, 9640.906877, 5.221663, 2358.372554, 6.974456, 157.822657, 7.888551, 157.822657, 7.888551, 0.000000, 0.000000, 142373.343192, 7.492118, 2.562110
119, 26.591992, 32.107882, 31.821278, 10618.804731, 5.634824, 2787.534365, 7.218945, 174.326607, 8.394077, 174.326607, 8.394077, 0.000000, 0.000000, 119842.078296, 7.907403, 2.788462
120, 28.980524, 72.420278, 33.321920, 9890.615852, 5.127797, 2374.425084, 6.798221, 146.480001, 8.325253, 146.480001, 8.325253, 0.000000, 0.000000, 143827.521999, 7.509582, 2.540374
121, 28.054992, 80.928466, 32.468800, 8560.672411, 4.810709, 2053.117322, 5.988576, 119.838447, 5.266089, 119.838447, 5.266089, 0.000000, 0.000000, 158778.826585, 7.440686, 2.537743
122, 28.645590, 59.480706, 33.015595, 9167.743333, 5.184535, 2225.048949, 6.844743, 124.071395, 8.073276, 124.071395, 8.073276, 0.000000, 0.000000, 140864.566951, 7.787819, 2.694650
123, 28.122540, 62.420943, 32.643384, 9747.354305, 5.112965, 2488.800728, 6.561227, 155.578041, 8.199530, 155.578041, 8.199530, 0.000000, 0.000000, 141796.932860, 7.546332, 2.586850
124, 28.332457, 34.327066, 32.379410, 10745.205060, 5.547466, 2972.566916, 7.445732, 214.423006, 8.348125, 214.423006, 8.348125, 0.000000, 0.000000, 117630.957111, 7.830374, 2.774214
125, 27.952131, 81.736328, 32.900466, 8417.967426, 4.805851, 1969.384062, 6.017010, 119.943253, 4.826680, 119.943253, 4.826680, 0.000000, 0.000000, 155250.374066, 7.703971, 2.625955
126, 28.977541, 64.971519, 32.660022, 9145.128376, 5.062832, 2247.068184, 6.636570, 137.162622, 6.796621, 137.162622, 6.796621, 0.000000, 0.000000, 146230.880069, 7.633434, 2.626742
127, 28.949361, 80.686933, 33.208809, 9126.105869, 4.981649, 2142.311405, 6.573486, 143.857340, 6.298842, 143.857340, 6.298842, 0.000000, 0.000000, 150398.950742, 7.577590, 2.568583
128, 29.242862, 66.249513, 33.469826, 9063.669913, 5.095646, 2106.635970, 6.706597, 116.357301, 8.171694, 116.357301, 8.171694, 0.000000, 0.000000, 142546.136025, 7.879384, 2.689416
129, 28.032250, 86.212470, 32.293257, 8052.025571, 4.742848, 1776.679800, 5.893183, 102.717761, 5.049544, 102.717761, 5.049544, 0.000000, 0.000000, 164647.999817, 7.396038, 2.512860
130, 28.155564, 38.531699, 32.813977, 10359.919991, 5.626070, 2840.871946, 7.167141, 206.576315, 8.659064, 206.576315, 8.659064, 0.000000, 0.000000, 120801.803510, 7.809944, 2.738424
131, 28.251057, 67.067130, 32.302588, 8671.130731, 4.893135, 2025.902918, 6.309142, 128.929358, 5.304344, 128.929358, 5.304344, 0.000000, 0.000000, 149215.923750, 7.783123, 2.676093
132, 28.139075, 57.751899, 32.121358, 9226.608843, 5.039284, 2254.216787, 6.563613, 134.561110, 7.005064, 134.561110, 7.005064, 0.000000, 0.000000, 142512.180566, 7.726101, 2.675878
133, 27.641587, 54.017205, 32.622387, 9695.561847, 5.183853, 2454.738742, 6.584406, 137.867702, 8.325707, 137.867702, 8.325707, 0.000000, 0.000000, 135739.446800, 7.760030, 2.696291
134, 28.745122, 74.432293, 32.854614, 9407.927305, 5.126520, 2313.258284, 6.591917, 150.193912, 7.783644, 150.193912, 7.783644, 0.000000, 0.000000, 146027.987791, 7.497123, 2.548509
135, 29.297274, 81.460911, 33.382809, 8702.743061, 4.943260, 1993.676186, 6.407068, 128.916253, 5.596332, 128.916253, 5.596332, 0.000000, 0.000000, 150128.346747, 7.732245, 2.623403
136, 26.395941, 19.896255, 31.184080, 11874.401394, 6.433777, 3996.688630, 7.249331, 307.467037, 8.552907, 307.467037, 8.552907, 0.000000, 0.000000, 88972.657153, 8.177443, 2.937622
137, 25.988232, 25.960209, 30.883175, 12164.723423, 6.969159, 4680.336653, 7.299626, 411.161808, 8.674221, 411.161808, 8.674221, 0.000000, 0.000000, 72433.564811, 8.193359, 2.999923
138, 25.922921, 23.130274, 30.966164, 12000.374983, 6.867906, 4631.422117, 7.155413, 413.861720, 8.704080, 413.861720, 8.704080, 0.000000, 0.000000, 73503.493068, 8.396026, 3.078450
139, 25.900953, 23.167556, 30.895675, 11901.257438, 6.182700, 3808.884388, 6.958887, 271.489023, 8.318343, 271.489023, 8.318343, 0.000000, 0.000000, 96746.752611, 8.017699, 2.869183
140, 26.114472, 21.303323, 31.077123, 12022.284724, 7.112848, 4851.239938, 7.346032, 435.549385, 8.888592, 435.549385, 8.888592, 0.000000, 0.000000, 69296.491656, 8.291207, 3.042421
141, 25.313314, 23.627555, 30.653745, 11859.786656, 6.842407, 4424.941655, 6.954614, 368.401200, 8.634837, 368.401200, 8.634837, 0.000000, 0.000000, 79568.100603, 8.235607, 3.013604
142, 25.732707, 22.417548, 30.206313, 11702.743259, 6.280821, 3911.142539, 6.947149, 266.453352, 8.256126, 266.453352, 8.256126, 0.000000, 0.000000, 96071.151183, 7.968178, 2.874344
143, 26.113737, 21.322762, 31.269426, 12215.820286, 6.892657, 4701.860046, 7.341846, 420.972579, 8.759677, 420.972579, 8.759677, 0.000000, 0.000000, 73142.276705, 8.247304, 2.988329
144, 29.247727, 54.628849, 33.306510, 10449.248127, 5.324788, 2640.582617, 7.101165, 187.823557, 8.490046, 187.823557, 8.490046, 0.000000, 0.000000, 127745.530303, 7.793064, 2.677540
145, 28.553749, 66.144280, 32.218164, 8915.499350, 4.906189, 2066.059889, 6.416391, 129.511186, 6.588843, 129.511186, 6.588843, 0.000000, 0.000000, 150516.024193, 7.526597, 2.603440
146, 28.836305, 55.344158, 32.652181, 9387.201876, 5.191624, 2269.415039, 7.073397, 150.945774, 8.434081, 150.945774, 8.434081, 0.000000, 0.000000, 138666.481643, 7.677250, 2.672326
147, 28.664846, 68.789689, 32.636162, 8667.149508, 4.921465, 2117.332705, 6.251711, 135.713647, 6.266849, 135.713647, 6.266849, 0.000000, 0.000000, 150230.088479, 7.674064, 2.627554
148, 27.406648, 23.042474, 32.594987, 11952.189290, 6.201134, 3828.638196, 7.532210, 321.654127, 8.769475, 321.654127, 8.769475, 0.000000, 0.000000, 92360.263465, 8.023328, 2.865047
149, 27.866889, 49.691393, 32.403769, 9953.128962, 5.236511, 2568.391739, 6.748102, 166.461497, 8.166394, 166.461497, 8.166394, 7200.000000, 0.000000, 134052.206695, 7.643837, 2.657226
150, 26.889486, 33.791514, 31.754302, 10912.504010, 5.611646, 2995.321699, 6.915353, 197.354242, 8.183840, 197.354242, 8.183840, 0.000000, 0.000000, 120854.287673, 7.696916, 2.706350
151, 28.178983, 51.549623, 32.936612, 10142.032920, 5.279574, 2638.462336, 6.879278, 181.047834, 8.418443, 181.047834, 8.418443, 0.000000, 0.000000, 131634.553744, 7.676446, 2.654647
152, 28.476684, 75.948113, 33.094632, 8917.966121, 4.957063, 2094.419292, 6.319120, 125.922346, 6.778190, 125.922346, 6.778190, 0.000000, 0.000000, 149369.513079, 7.723154, 2.614174
153, 28.381952, 74.507605, 32.801596, 8970.121371, 4.985330, 2140.791906, 6.363582, 127.741630, 6.759836, 127.741630, 6.759836, 0.000000, 0.000000, 150166.726916, 7.562533, 2.579760
154, 28.373714, 59.552162, 33.049654, 9530.007010, 5.161908, 2351.197751, 6.758669, 154.081238, 8.542998, 154.081238, 8.542998, 0.000000, 0.000000, 137660.226419, 7.775996, 2.682251
155, 28.802068, 64.867806, 33.159902, 9436.582397, 5.158455, 2304.562437, 6.966729, 147.789040, 8.473723, 147.789040, 8.473723, 0.000000, 0.000000, 139488.943840, 7.701340, 2.640269
156, 27.221763, 20.162717, 31.973835, 11954.061393, 6.244688, 3886.480042, 7.438150, 311.519552, 8.613632, 311.519552, 8.613632, 0.000000, 0.000000, 90590.423500, 8.202607, 2.936549
157, 27.982796, 46.274827, 32.805625, 10434.193296, 5.478609, 2820.002949, 7.007618, 198.193310, 8.431411, 198.193310, 8.431411, 0.000000, 0.000000, 127407.323490, 7.595469, 2.627778
158, 26.682302, 24.047512, 31.205134, 11524.356718, 6.182634, 3681.623192, 7.326014, 293.473709, 8.404159, 293.473709, 8.404159, 0.000000, 0.000000, 100371.796305, 7.802974, 2.793044
159, 26.619201, 34.296620, 31.074242, 10662.722676, 5.496878, 2866.966495, 6.712478, 170.043913, 8.041685, 170.043913, 8.041685, 0.000000, 0.000000, 125476.937651, 7.738791, 2.717407
160, 28.623058, 46.104385, 32.272217, 9519.533593, 5.316090, 2464.198865, 6.999979, 167.094398, 8.471421, 167.094398, 8.471421, 0.000000, 0.000000, 130727.057205, 7.869675, 2.759673
161, 26.601330, 23.357780, 31.174912, 11895.702513, 6.456351, 4201.385444, 7.348999, 348.353905, 8.496354, 348.353905, 8.496354, 0.000000, 0.000000, 86244.088150, 7.967863, 2.895288
162, 28.074173, 27.594665, 32.762445, 10663.643390, 5.903298, 3056.283589, 7.766936, 240.073827, 8.903623, 240.073827, 8.903623, 0.000000, 0.000000, 106366.715554, 8.203859, 2.917768
163, 26.644780, 23.333172, 32.149277, 11786.305680, 6.185082, 3693.149770, 7.338053, 295.237794, 8.664659, 295.237794, 8.664659, 0.000000, 0.000000, 93183.076521, 8.167685, 2.929802
164, 28.706392, 59.174931, 33.121662, 9305.951161, 5.212496, 2375.707679, 6.804490, 141.456810, 8.210484, 141.456810, 8.210484, 0.000000, 0.000000, 137267.216719, 7.881770, 2.701668
165, 28.797655, 64.743834, 33.016344, 9158.490999, 5.099942, 2223.530336, 6.790471, 143.645521, 7.720873, 143.645521, 7.720873, 0.000000, 0.000000, 141971.108627, 7.752477, 2.658294
166, 28.079229, 62.250218, 32.920882, 9336.704340, 5.163928, 2292.606729, 6.717266, 132.608087, 8.497404, 132.608087, 8.497404, 0.000000, 0.000000, 140841.989984, 7.734334, 2.659240
167, 28.106718, 46.031087, 32.787164, 10442.413523, 5.412591, 2630.050896, 7.068035, 165.971378, 8.404228, 165.971378, 8.404228, 0.000000, 0.000000, 127094.448463, 7.771430, 2.697134
168, 28.690185, 77.456712, 32.685476, 8487.994728, 4.833203, 2011.775432, 6.240847, 122.328034, 5.535577, 122.328034, 5.535577, 0.000000, 0.000000, 153744.357396, 7.703482, 2.611605
169, 27.851998, 85.647018, 32.862498, 8589.443659, 4.875740, 1954.988112, 6.241745, 112.111379, 6.607250, 112.111379, 6.607250, 0.000000, 0.000000, 155827.384031, 7.508444, 2.552060
170, 29.252867, 48.553025, 34.104081, 10419.415274, 5.446239, 2722.226963, 7.415072, 207.585418, 9.173136, 207.585418, 9.173136, 0.000000, 0.000000, 120127.371759, 8.044973, 2.769782
171, 28.843853, 43.710829, 32.863518, 10485.254774, 5.506548, 2879.274235, 7.433720, 232.575012, 8.443497, 232.575012, 8.443497, 0.000000, 0.000000, 121241.389794, 7.721884, 2.689942
172, 26.371759, 20.347716, 32.059598, 11678.862708, 6.257838, 3814.450877, 7.086510, 294.263155, 8.756382, 294.263155, 8.756382, 0.000000, 0.000000, 92100.902229, 8.373409, 3.002716
173, 26.147793, 21.032284, 31.350240, 11708.081879, 6.793552, 4516.521049, 7.330680, 397.375215, 8.828715, 397.375215, 8.828715, 0.000000, 0.000000, 77734.907434, 8.290889, 3.020205
174, 26.268952, 21.893166, 31.007134, 12013.152008, 6.676153, 4436.230679, 7.382038, 395.770052, 8.576550, 395.770052, 8.576550, 0.000000, 0.000000, 77273.438817, 8.320690, 3.055425
175, 27.075618, 18.643086, 31.354600, 11871.952509, 6.609288, 4237.777289, 7.538032, 361.319053, 8.692264, 361.319053, 8.692264, 0.000000, 0.000000, 81941.907152, 8.228547, 2.984404
176, 27.387324, 29.254560, 32.484804, 10446.716532, 5.792192, 2998.222111, 7.276693, 211.000503, 8.860917, 211.000503, 8.860917, 0.000000, 0.000000, 111158.836636, 8.282114, 2.926753
177, 26.777152, 24.693248, 30.197070, 10774.096174, 5.712363, 3142.490937, 7.110427, 224.538867, 8.033220, 224.538867, 8.033220, 0.000000, 0.000000, 112473.259690, 7.796134, 2.837652
178, 26.163609, 19.344510, 30.883574, 11313.054327, 6.206048, 3553.351476, 7.212994, 249.185742, 8.473026, 249.185742, 8.473026, 0.000000, 0.000000, 98135.238840, 8.140267, 2.951379
179, 26.103022, 22.984900, 31.013299, 11490.081608, 6.108979, 3658.751786, 7.002921, 271.597992, 8.342710, 271.597992, 8.342710, 0.000000, 0.000000, 97870.212105, 8.130748, 2.948022
180, 28.999895, 81.669405, 32.477215, 9048.510126, 4.888211, 2129.168333, 6.391602, 137.234509, 6.472441, 137.234509, 6.472441, 0.000000, 0.000000, 156411.672454, 7.411094, 2.482481
181, 26.150709, 20.798833, 31.064183, 11925.026151, 6.603061, 4262.883303, 7.275066, 355.792135, 8.592453, 355.792135, 8.592453, 0.000000, 0.000000, 84901.250447, 7.990093, 2.898739
182, 25.992286, 21.274530, 31.532910, 11751.444521, 6.370577, 3805.460212, 7.251334, 297.266965, 8.665907, 297.266965, 8.665907, 0.000000, 0.000000, 90894.340676, 8.207157, 2.971782
183, 26.485345, 19.986601, 30.540178, 11437.003739, 6.541033, 3881.356600, 7.507699, 313.558851, 8.593776, 313.558851, 8.593776, 0.000000, 0.000000, 89723.720563, 8.058056, 2.955106
184, 28.843290, 67.239829, 33.555769, 9465.356206, 5.137046, 2322.251318, 6.800733, 127.965270, 8.699652, 127.965270, 8.699652, 0.000000, 0.000000, 140685.222720, 7.784198, 2.634745
185, 28.120557, 75.734088, 32.538425, 8800.650695, 4.905685, 2097.916508, 6.207318, 135.759567, 6.469006, 135.759567, 6.469006, 0.000000, 0.000000, 152765.509173, 7.558773, 2.573899
186, 29.630361, 64.453714, 33.423982, 9173.399081, 5.142987, 2260.813750, 6.845922, 158.117337, 6.906102, 158.117337, 6.906102, 0.000000, 0.000000, 139524.631315, 7.853439, 2.690863
187, 28.796693, 71.405639, 33.135461, 9097.334833, 5.078936, 2223.181816, 6.603091, 147.190153, 6.868946, 147.190153, 6.868946, 0.000000, 0.000000, 145872.251868, 7.661307, 2.602307
188, 26.957670, 19.303400, 30.693117, 11707.128212, 6.449339, 4097.269581, 7.423502, 330.861585, 8.453639, 330.861585, 8.453639, 0.000000, 0.000000, 90024.789513, 7.992589, 2.885879
