channel_num, sp_gap, chisqr/ndf, gauss1 mean, gauss1 ampl, gauss1 sigma, gauss2 ampl, gauss2 sigma, gauss3 ampl, gauss3 sigma, gauss4 ampl, gauss4 sigma, gauss5 ampl, gauss5 sigma, landau ampl, landau mpv, landau sigma, actual peak1 height, actual peak2 height
0, 33.708028, 598.139810, 11.249970, 129.320282, 5.136169, 112.138144, 5.734551, 10.149495, 5.734551, 10.149495, 5.734551, 0.000000, 0.000000, -194694.121750, 6.962604, -988.303597, 92.129461, 129.320286
1, 40.000000, 124.396423, 11.287847, 114.308820, 4.536442, 108.218656, 5.343960, 1.757903, 9.947069, 1.757903, 9.947069, 0.000000, 0.000000, 210.925704, 5.980777, 1.904957, 132.085540, 132.112157
2, 27.896654, 38.957073, 11.826137, 103.439336, 4.982926, 78.274319, 5.260459, 1.705817, 5.260459, 1.705817, 5.260459, 0.000000, 0.000000, 276.635134, 6.107028, 1.495611, 120.879087, 120.879087
3, 32.306080, 12.125397, 11.809016, 109.691110, 4.709630, 22.511366, 6.483185, 2.754106, 6.483185, 2.754106, 6.483185, 0.000000, 0.000000, 229.614201, 5.833546, 1.693203, 123.964026, 124.877318
4, 35.835030, 4.765918, -24.485592, 1838.209037, 8.094926, 130.471465, 5.028354, 741247.140176, 4.419835, 741247.140176, 4.419835, 0.000000, 0.000000, -1172188.222247, -2.214135, -29.062318, 91.008526, 1838.209037
5, 33.822673, 4.206910, -22.793475, 342.476548, 10.047321, 126.321719, 5.171516, 7.060350, 5.222485, 7.060350, 5.222485, 0.000000, 0.000000, 10192.100046, 6.596743, -12.877589, 97.731323, 342.476548
6, 34.189794, 9.441621, -20.377111, -565569.007014, 0.233136, 45.184932, 3.702264, 999999.840560, 4.256881, 999999.840560, 4.256881, 0.000000, 0.000000, 724.945056, 7.667800, 1.957451, 141.075629, 0.000000
7, 28.677983, 1.047135, 11.396391, 102.646456, 4.780520, 5.745279, 2.396003, 1.609251, 5.221126, 1.609251, 5.221126, 0.000000, 0.000000, 282.976289, 5.649706, 1.638380, 122.188240, 122.193403
8, 29.354696, 67.405433, 11.594012, 116.085014, 4.609348, 51.310149, 4.591838, 3.653341, 4.591843, 3.653341, 4.591843, 0.000000, 0.000000, 207.964475, 5.992287, 1.691236, 130.420047, 130.773779
9, 40.000000, 36.691733, -137.910465, 1284.670364, 50.583233, 751861.710949, 6.764059, 116.423939, 13.472528, 116.423939, 13.472528, 0.000000, 0.000000, -4033.135250, 10.095724, -64.568586, 99.616994, 1284.689809
10, 25.448537, 1.194699, 11.673436, 108.693928, 4.830041, 7.666420, 2.993825, 290479.167158, 3.711281, 290479.167158, 3.711281, 0.000000, 0.000000, 225.594284, 5.990039, 1.689500, 124.445460, 124.606652
11, 20.000000, 11.788590, -44.279400, 4849.841764, 13.118766, 0.000000, 14.295763, 3.506401, 6.939095, 3.506401, 6.939095, 0.000000, 0.000000, 736.640142, 8.134777, 2.030812, 142.521751, 4849.841766
12, 38.972105, 10.688295, 10.567243, 139.093588, 4.350370, 68.156886, 5.627110, 11.453350, 5.627122, 11.453350, 5.627122, 0.000000, 0.000000, 137.335831, 18.270033, 1.157137, 118.772881, 139.093588
13, 28.157966, 10.202423, 11.712203, 117.366076, 4.563460, 38.807849, 4.682871, 130.305467, 4.686568, 130.305467, 4.686568, 0.000000, 0.000000, 214.215533, 5.352317, 1.588294, 125.692787, 129.288193
14, 31.767843, 1.805286, -20.647272, 919.342391, 7.937240, 127.645045, 5.173130, 1.900771, 9.922308, 1.900771, 9.922308, 0.000000, 0.000000, -6503.981503, 12.078390, -0.593553, 95.348495, 919.342392
15, 28.487899, 1.116355, 11.654883, 107.684700, 4.744465, 7.317852, 2.548211, 34.797574, 5.157798, 34.797574, 5.157798, 0.000000, 0.000000, 262.423572, 5.710118, 1.631462, 124.237822, 124.657202
16, 20.000000, 7.577375, -27.916985, 2299.530475, 9.335642, 125.203070, 5.097642, 1.961709, 5.097642, 1.961709, 5.097642, 0.000000, 0.000000, -1108749.663575, 2.679030, -15.005639, 144.677732, 2299.587407
17, 27.881983, 1.575669, 11.866031, 112.801240, 4.322647, 11.354938, 1.288572, 9.558025, 1.611629, 9.558025, 1.611629, 0.000000, 0.000000, 308.184449, 4.943658, 1.452595, 119.794879, 126.424611
18, 25.310173, 15.832139, -38.407589, 3974.146687, 11.815931, 20.051580, 10.199760, 2.929308, 6.298075, 2.929308, 6.298075, 0.000000, 0.000000, 766.181159, 8.116143, 1.795854, 155.585202, 3975.070243
19, 27.944162, 14.115205, -15.942250, 27.633500, 13.941984, 52.290243, 4.827832, 1.509967, 4.827832, 1.509967, 4.827832, 0.000000, 0.000000, 854.273056, 8.137170, 1.440266, 197.217534, 27.633503
20, 30.247471, 0.828567, 12.187620, 109.771302, 4.684590, 5.328483, 1.257709, 1.554794, 2.051263, 1.554794, 2.051263, 0.000000, 0.000000, 308.657473, 5.531211, 1.382861, 120.594579, 123.470713
21, 22.127068, 1.391939, 11.521050, 105.208753, 5.128743, 10.088566, 3.170584, 41.793468, 4.725912, 41.793468, 4.725912, 0.000000, 0.000000, 181.882638, 6.289061, 1.886203, 120.843007, 120.843007
22, 40.000000, 1.073228, 11.338458, 113.350695, 4.518662, 73.727518, 4.946522, 1.596701, 8.772187, 1.596701, 8.772187, 0.000000, 0.000000, 244.801001, 5.776965, 1.601736, 129.850940, 129.957725
23, 30.963141, 169.119453, 11.004122, 135.069091, 4.792607, 93.836237, 5.369558, 2.203483, 5.369558, 2.203483, 5.369558, 0.000000, 0.000000, -2082.983160, 9.177766, -34.138578, 95.610907, 135.069097
24, 40.000000, 30.939696, -131.962832, 2874.947852, 45.071271, 674342.931449, 11.307981, 71.796024, 14.204186, 71.796024, 14.204186, 0.000000, 0.000000, 1028.961651, 21.146675, -34.390649, 106.675556, 8462.732314
25, 32.853385, 1.083768, 12.294636, 102.597834, 5.436310, 8.335769, 2.576972, 2594.623548, 2.775939, 2594.623548, 2.775939, -1073741824.000000, 0.000000, 150.322402, 7.529785, 1.807144, 116.242182, 116.242182
26, 40.000000, 56.402860, 11.707663, 117.555525, 4.589320, 106.301925, 5.482758, 3.330182, 5.709744, 3.330182, 5.709744, 0.000000, 0.000000, 197.683986, 5.740721, 1.829268, 129.776633, 131.594886
27, 33.068449, 0.706781, 11.905421, 109.556055, 4.849698, 6.797409, 3.409028, 13.587032, 3.489077, 13.587032, 3.489077, 0.000000, 0.000000, 226.354038, 5.171553, 1.525594, 116.480034, 120.707593
28, 20.000000, 59.547881, -19.410392, 34.724417, 15.446285, 16.055629, 6.758319, 3.690335, 6.758319, 3.690335, 6.758319, 0.000000, 0.000000, 817.441726, 8.808140, 1.669900, 167.464991, 34.961740
29, 30.544275, 26.516354, -19.558803, 49.457668, 15.144411, 86.367218, 5.416332, 1.761718, 5.416332, 1.761718, 5.416332, 0.000000, 0.000000, 725.293627, 8.300513, 1.796865, 215.215021, 49.457679
30, 32.464175, 19.292210, 11.049311, 135.526232, 4.767087, 115.785289, 5.264446, 8.332185, 8.526497, 8.332185, 8.526497, -0.000000, 0.000000, -3694.263725, 10.904182, -148.663444, 94.820870, 135.526232
31, 30.255335, 0.739809, 11.835620, 107.614760, 4.567917, 6.589791, 2.260282, 6.418857, 2.326407, 6.418857, 2.326407, 0.000000, 0.000000, 310.728815, 5.593754, 1.512104, 123.795605, 124.838092
32, 30.721302, 0.921624, 11.635107, 106.620480, 4.799984, 0.655095, 6.426837, 2.962592, 6.426837, 2.962592, 6.426837, 0.000000, 0.000000, 227.403733, 6.722437, 1.723778, 126.066408, 126.066408
33, 40.000000, 572.258555, 11.241527, 131.029262, 5.049750, 121.251049, 5.362182, 99653.662678, 5.365331, 99653.662678, 5.365331, 0.000000, 0.000000, -5970.595619, 12.003242, -130.617041, 92.389817, 131.029262
34, 27.052002, 44.388849, -95.613629, 538.127600, 41.602631, 349697.565195, 8.726993, 2.053864, 5.471707, 2.053864, 5.471707, 0.000000, 0.000000, -5136.549038, 9.501087, -78.323527, 45.342508, 14895.384009
35, 27.250713, 6.041586, 11.359426, 118.538368, 4.653939, 11.910292, 6.129957, 2.816394, 6.129957, 2.816394, 6.129957, 0.000000, 0.000000, 206.224654, 5.495212, 1.521252, 129.623867, 130.679634
36, 39.999999, 1.185852, 11.661571, 112.307294, 4.455598, 0.484675, 7.599848, 6652.214190, 13.314713, 6652.214190, 13.314713, 0.000000, 0.000000, 246.871669, 6.002576, 1.831792, 130.861063, 131.202310
37, 20.000000, 13.167450, -35.348616, 953.096979, 11.744326, 18.826855, 6.376319, 2.498086, 6.376315, 2.498086, 6.376315, 0.000000, 0.000000, 736.336961, 7.985291, 2.080746, 149.135364, 953.234863
38, 26.348162, 1.397486, 11.765760, 110.181267, 4.348696, 5.056438, 1.501801, 1.801329, 1.503273, 1.801329, 1.503273, 0.000000, 0.000000, 287.200165, 5.445146, 1.663002, 125.124800, 127.520024
39, 20.519949, 1.842716, 11.164334, 130.070818, 5.087920, 1.146273, 16.741728, 4.603844, 7.279012, 4.603844, 7.279012, 0.000000, 0.000000, -25567.597870, 10.425056, -18.579828, 93.738630, 130.611822
40, 29.262716, 1.080672, 11.954833, 106.269387, 4.345695, 666.097587, 1.503062, 60571.676986, 3.006110, 60571.676986, 3.006110, 0.000000, 0.000000, 327.274631, 5.437839, 1.620629, 122.268174, 124.830767
41, 34.677561, 0.930447, 11.627725, 111.615480, 4.708514, 5.657510, 2.746135, 60427.570610, 3.818342, 60427.570610, 3.818342, 0.000000, 0.000000, 241.932950, 5.335800, 1.631311, 123.888526, 125.943108
