channel, first gap spacing, first gap spacing err, other gap spacing, other gap spacing err, 1st peak amplitude, 1st peak amplitude err, 1st peak mean, 1st peak mean err, 1st peak sigma, 1st peak sigma err, 2nd peak amplitudes, 2nd peak amplitudes err, 2nd peak sigmas, 2nd peak sigmas err, 3rd peak amplitudes, 3rd peak amplitudes err, 3rd peak sigmas, 3rd peak sigmas err, 4th peak amplitudes, 4th peak amplitudes err, 4th peak sigmas, 4th peak sigmas err, 5th peak amplitudes, 5th peak amplitudes err, 5th peak sigmas, 5th peak sigmas err, 6th peak amplitudes, 6th peak amplitudes err, 6th peak sigmas, 6th peak sigmas err
84,26.000000,0.000099,31.999729,0.000773,22217.531539,46.822056,1574.586926,0.013421,7.451289,0.014626,21146.314922,45.696578,7.153443,0.016179,7138.432303,24.194401,10.027099,0.035660,2361.036590,14.682792,8.360642,0.056361,856.972038,6.503002,16.268173,0.153452,16.268483,2.622270,12.578851,0.526080
85,26.000000,0.000218,24.000000,0.000527,25844.144487,50.510427,1470.139493,0.012590,7.323963,0.012434,19250.324206,53.759824,6.479786,0.016313,4400.564282,18.240214,15.449171,0.105827,1149.375684,23.033520,15.257832,0.151752,1515.509006,18.980894,5.673051,0.055907,669.734948,6.403665,16.241430,0.231856
86,26.000000,0.000127,32.000000,0.000981,22610.425368,48.437656,1523.875080,0.013387,7.409553,0.014532,20959.512770,45.915400,7.301423,0.016204,7118.250314,23.552672,9.796228,0.034880,2353.256334,15.834445,8.369991,0.059059,868.166726,6.855588,16.483697,0.188262,10.000000,5.260982,5.000000,0.610357
87,26.000000,0.000214,24.000000,0.000599,20460.113804,43.870410,1487.190248,0.016213,7.826752,0.015644,19491.768087,53.307944,6.647204,0.015789,5103.310655,19.695418,15.895551,0.098900,1575.075396,25.410023,14.739733,0.138771,1828.652413,21.510747,5.706495,0.049518,899.502516,7.334315,16.197394,0.193154
88,22.928683,0.003338,31.758956,0.000445,24741.831113,22.009654,1481.505812,0.007141,5.287488,0.006320,20502.922397,268.053304,5.007526,12.347016,7082.378108,5.683315,6.576252,0.003662,3250.517619,2.320388,5.191806,0.000906,2765.174624,1.139734,5.034864,0.000313,2919.290655,0.954149,6.792261,0.002095
89,19.589118,0.019322,24.000000,0.001810,23615.243239,53.698417,1567.829742,0.022956,6.919157,0.016184,25555.917984,55.150197,7.160503,0.018933,7939.870244,28.429153,7.832297,0.034041,2039.612534,15.051558,7.834143,0.065644,487.882685,8.077650,8.092750,0.162424,212.659986,2.959610,20.000000,0.047061
90,20.526654,0.021176,24.069166,0.048497,20919.561979,49.110654,1471.178493,0.032106,7.752050,0.021991,25296.035554,55.649539,7.047956,0.024426,8322.497709,29.139110,7.803456,0.032192,2224.785885,15.454462,8.385470,0.072927,502.611461,8.273179,9.326475,0.173444,227.857159,3.220721,20.000000,0.055397
91,20.413211,0.021703,24.046293,0.007597,18543.594864,53.056807,1529.845273,0.026556,7.119335,0.020769,26353.729562,53.792062,7.650863,0.019593,8933.260702,31.752381,7.582871,0.033417,2290.160978,14.317575,9.264601,0.019506,522.024820,7.365444,8.815750,0.022229,246.208310,2.934098,19.178083,0.023294
92,25.999996,0.000091,30.929293,0.044973,18279.344016,46.987328,1542.881984,0.015893,7.551896,0.019450,21844.566903,47.357634,7.164730,0.017099,7450.370881,29.856110,9.962819,0.042135,2134.426329,13.270515,17.898115,0.110030,320.775484,9.515838,18.609823,0.279419,507.754479,11.246347,19.752241,0.114463
93,26.000000,0.000128,32.000000,0.000941,24194.583852,50.379542,1510.263442,0.012704,7.029460,0.013049,20378.726556,43.557235,7.617583,0.016454,7205.706617,24.785100,9.304160,0.034370,2370.756020,14.695875,8.420098,0.055573,828.087109,7.331406,14.938560,0.199191,53.869267,45.458768,5.001259,0.307663
94,26.000000,0.000422,28.541750,0.040649,9532.932107,28.130810,1541.247818,0.020791,8.320366,0.021696,21616.604982,45.364629,7.721749,0.016392,12003.777441,31.660947,9.174405,0.033667,3996.781167,35.241346,9.441610,0.080717,1604.799828,13.851088,17.058093,0.369588,235.234457,26.972976,20.000000,0.173794
95,26.000000,0.000476,29.707280,0.028301,7415.844726,23.928982,1453.360147,0.022769,9.069503,0.025057,20301.130214,43.708814,7.678369,0.015993,12419.470020,31.637306,10.053784,0.034376,4992.388043,25.073934,8.625612,0.045373,2031.966930,11.471412,14.839453,0.132078,492.459812,16.594442,5.000000,0.016999
96,18.000000,0.003897,24.000000,0.000221,8475.292808,44.919182,1572.639906,0.027686,5.523231,0.022579,9553.431813,38.005888,13.745693,0.022691,8486.451150,27.116163,15.683485,0.070963,5633.049471,47.382721,6.350360,0.034698,3181.429193,19.451890,7.520784,0.049011,1312.881662,6.754130,20.000000,0.014026
97,25.892696,0.030783,29.588866,0.029452,10307.745130,31.811938,1693.503800,0.033358,7.695443,0.023651,21340.122200,44.265125,8.486444,0.023245,11787.261713,32.145474,8.285246,0.029124,4276.332200,18.330334,10.054693,0.057704,1443.642402,11.816257,10.324621,0.129335,573.331988,9.398098,20.000000,0.539663
98,26.000000,0.000348,30.611219,0.030181,8708.860880,25.830552,1540.484557,0.020785,9.131984,0.023894,21165.676419,45.614099,7.387343,0.015292,11317.452596,29.715886,10.368641,0.035443,4522.210835,25.317585,8.343927,0.047095,1794.282242,10.264134,15.946654,0.163675,267.641225,26.786966,5.000000,0.027382
99,25.999992,0.000509,25.735264,0.024083,11867.909875,30.999178,1695.188790,0.020874,8.192242,0.018384,22719.182190,50.365834,6.822007,0.014440,7409.987256,25.280078,10.084403,0.054062,3658.715151,19.266827,19.999898,0.003803,303.269075,16.379176,10.888533,0.126038,1204.845569,8.912376,9.719152,0.083360
100,18.000413,0.000101,24.000000,0.000195,11064.359035,49.002169,1464.401573,0.022819,5.460991,0.019171,10836.760460,37.039881,13.802692,0.021749,7018.103232,24.966865,16.338485,0.073898,4691.991256,41.180260,6.659895,0.039955,2897.563140,19.112067,6.696915,0.044962,1166.989028,6.088423,20.000000,0.010563
101,25.999019,0.001613,27.759769,0.034828,10319.532502,27.706724,1458.226352,0.020746,8.573465,0.019254,21413.752227,41.357648,7.648914,0.017059,10466.456903,28.210554,9.055624,0.032678,3646.619426,14.880369,12.424095,0.094978,1058.901992,16.551328,15.466274,0.124801,666.487223,5.078221,19.092463,0.047811
102,25.999996,0.000208,31.479614,0.024080,11393.639651,31.594897,1535.126252,0.019822,8.535683,0.023324,21616.630159,45.289691,7.529114,0.015359,10423.950226,28.355151,10.181196,0.032100,4034.545544,19.682035,8.273388,0.041258,1531.037209,9.314816,14.085567,0.097403,686.306247,12.148095,5.005206,0.014500
103,18.000000,0.002683,24.000000,0.000200,9062.919242,45.086156,1478.518993,0.025584,5.527129,0.020422,9779.129130,36.033830,13.943945,0.022538,7945.277544,26.871657,15.400224,0.071960,6193.222823,45.505791,6.178492,0.031550,3065.917614,18.960957,7.629378,0.049247,1306.469103,6.796676,20.000000,0.005133
104,26.000000,0.000110,32.000000,0.000537,20488.947304,47.520547,1510.238094,0.013413,7.322213,0.015749,21664.145542,45.879207,7.286836,0.014940,7853.757094,24.830477,9.882511,0.033640,2664.908867,16.596537,8.291479,0.054066,966.564304,7.125659,16.078375,0.163614,10.000000,6.625430,5.000000,0.631625
105,25.999679,0.000462,31.916139,0.015371,23639.803488,48.211828,1539.846070,0.013593,7.280857,0.013530,21048.670400,45.316493,7.382841,0.016666,7098.471875,24.399983,9.388273,0.034665,2596.771835,13.523642,8.063098,0.051091,893.168442,7.276904,12.515328,0.129717,736.044444,17.272755,5.010837,0.016381
106,26.000000,0.000214,31.516538,0.038647,12040.384210,31.812845,1588.887969,0.020668,8.575182,0.022041,20134.791879,44.939513,7.301896,0.016259,9610.098387,26.448673,11.517626,0.044630,3635.034708,23.184176,8.787777,0.056779,1571.732936,8.949212,18.310364,0.178267,10.000000,1.271906,18.025574,0.052601
107,26.000000,0.000169,31.040548,0.032057,13165.512719,34.037194,1518.714633,0.018969,8.481472,0.021755,22582.842757,46.975908,7.236982,0.014729,9708.724790,28.024032,9.854179,0.033733,3397.636916,21.551197,8.466926,0.052965,1282.281605,8.044816,17.499226,0.167386,10.000000,8.613446,5.000000,0.889071
108,20.447423,0.023225,24.000272,0.000049,18279.805570,46.275373,1581.684285,0.029417,7.521706,0.020838,26624.081240,54.032636,7.233861,0.018068,9262.811952,31.528962,7.734935,0.030834,2406.333449,14.504655,8.501857,0.081126,544.020946,10.187122,13.379463,0.263160,213.281488,5.917229,16.982236,0.274364
109,20.419592,0.028192,24.000000,0.002673,15069.857310,43.166222,1514.910501,0.037248,7.758329,0.023202,26470.545868,55.536077,7.529687,0.019860,10350.111127,32.591056,7.870442,0.030181,3042.721656,18.320853,8.148244,0.056766,729.648881,9.977991,8.253531,0.134126,270.539162,3.417530,20.000000,0.085113
110,20.600087,0.020123,24.005102,0.013413,21401.849790,49.446908,1526.107255,0.023231,7.390368,0.017537,25707.589531,52.964308,7.208885,0.016761,8365.712929,29.360987,7.606477,0.031098,2179.758177,15.391951,8.177109,0.061966,512.340160,7.348616,9.794639,0.151798,192.252808,3.094669,19.986951,0.063959
111,20.607561,0.184158,24.035538,5.049180,19611.278826,119.863027,1514.751794,0.285028,7.305223,0.152424,26582.473623,79.182469,7.109396,0.199545,9075.203898,63.312627,7.746842,0.087449,2144.888404,79.301724,9.362817,0.913795,434.305376,51.439754,19.999497,9.951117,116.535385,69.968776,16.726360,5.208274
112,18.000000,0.001044,24.000000,0.000452,5960.412912,43.577177,1472.213527,0.042322,5.565905,0.027339,7807.539892,38.538185,13.680126,0.026007,10074.334251,35.962634,13.641226,0.086394,8386.673040,63.333765,6.134198,0.024144,3419.790844,18.015613,9.462326,0.062281,1772.898745,8.397962,20.000000,0.001557
113,18.000000,0.000013,24.000000,0.000487,4924.414130,38.819481,1554.794154,0.041653,5.569194,0.030303,6999.969684,42.164344,13.587883,0.028711,10707.598738,32.792844,14.343623,0.088783,8156.696067,65.958960,6.407998,0.027297,3831.705532,19.503121,8.944787,0.057832,1943.403616,8.580356,20.000000,0.001559
114,26.000000,0.000224,30.722239,0.029872,13567.266782,35.454838,1527.200178,0.019493,8.011797,0.020747,21968.704664,45.596171,7.692934,0.016578,10003.819524,28.696913,9.605462,0.032000,3550.894805,20.344562,8.440036,0.049577,1322.437975,9.277598,14.340321,0.155534,320.906362,18.856374,5.000000,0.040394
115,25.999593,0.001091,29.313829,0.030973,7347.452513,23.618543,1583.217030,0.021994,9.059656,0.023339,20809.598096,45.275415,7.475065,0.016038,12341.531892,31.404001,9.854883,0.034658,5035.604407,28.278050,8.703812,0.050558,2032.506657,12.384009,14.401577,0.201567,580.466998,19.820451,5.569429,0.154606
116,25.997354,0.001201,28.023769,0.033549,15265.799227,37.595046,1544.479832,0.016244,8.283964,0.016999,25441.249479,38.905874,6.612245,0.012570,9626.613723,40.669266,8.529698,0.032042,2712.199897,18.723449,10.564780,0.121767,1271.765706,10.906479,15.663684,0.107773,392.221040,8.992287,6.096341,0.060857
117,18.000000,0.014481,24.000000,0.000208,9170.101025,48.075859,1485.056155,0.026436,5.443715,0.022489,10240.098246,39.233563,13.830605,0.022994,7829.108056,27.385412,16.450920,0.077823,4819.306135,45.295122,6.772045,0.043580,3134.058354,20.042828,6.920602,0.044037,1257.214517,6.462324,20.000000,0.006244
118,18.000000,0.005546,24.000000,0.000197,8982.704438,46.030203,1591.304651,0.027114,5.516143,0.021722,9908.974840,39.140440,13.626348,0.022805,8306.734680,27.158954,16.247904,0.075062,4871.898421,46.725720,6.810763,0.041459,3239.309287,20.616324,6.777456,0.043665,1300.291071,6.557316,20.000000,0.008977
119,18.000000,0.001387,24.000000,0.000372,6018.602981,40.704106,1527.317697,0.037947,5.669082,0.025898,8103.512944,38.320739,13.789005,0.026516,9790.528587,31.577762,14.357422,0.080016,7626.092592,58.652988,6.228391,0.026636,3435.877141,18.404726,8.848924,0.057824,1715.344856,8.031455,20.000000,0.002090
120,18.000000,0.000856,24.000000,0.000246,7236.861540,43.534234,1510.940734,0.029040,5.303804,0.024189,8054.590894,36.219746,13.818489,0.023778,9243.130202,27.637483,14.822379,0.070335,7738.425557,53.334107,5.990138,0.026789,3399.570762,19.160444,8.341434,0.052906,1695.722413,7.794902,20.000000,0.002414
121,18.000000,0.000475,24.000000,0.000271,4237.700529,31.025439,1566.000000,0.001147,5.583690,0.031080,6227.033029,39.058212,13.465470,0.026144,11168.504672,26.409562,14.108120,0.064137,8921.352376,49.422474,6.361953,0.025218,4265.926769,21.269958,8.434997,0.045085,2161.498052,8.841817,20.000000,0.001597
122,18.000000,0.091844,24.000000,0.000218,10534.969757,49.714161,1462.043756,0.023991,5.437770,0.020624,11128.068934,38.106026,14.056650,0.023027,7101.519425,27.106665,16.213233,0.078506,4686.720653,42.863205,6.597724,0.040847,2830.398754,18.833173,7.016732,0.047044,1144.634830,6.177011,20.000000,0.016190
123,18.000000,0.000768,24.000000,0.000225,6712.468335,42.451639,1597.662549,0.033642,5.545574,0.023833,7956.504947,37.187315,13.618796,0.024520,9638.884831,28.923272,14.752019,0.073209,7526.194689,57.439550,6.117080,0.026542,3440.879024,19.452390,8.115777,0.052878,1666.463225,7.603690,20.000000,0.002487
124,26.000000,0.000116,32.000000,0.000373,22439.335389,49.136788,1541.055670,0.014014,7.441114,0.015166,21075.988825,45.005478,7.288331,0.015518,6950.927230,23.168804,9.936885,0.035958,2155.331147,16.158374,9.163317,0.068269,798.825028,6.497459,19.324348,0.276943,10.000000,3.056637,20.000000,9.864553
125,26.000000,0.000246,24.000000,0.000460,22200.362730,46.014496,1530.043365,0.015603,7.843322,0.014664,20112.161595,53.086121,6.507895,0.015035,4932.211433,20.505205,13.926631,0.088735,1671.541225,20.722535,16.103737,0.137676,1449.578100,21.659649,5.509116,0.067442,801.989744,8.156215,14.358888,0.214922
126,26.000000,0.000136,32.000000,0.000485,22606.763430,48.083230,1542.240487,0.013586,7.489864,0.014506,21169.311073,45.602792,7.211877,0.015440,7036.059058,23.476960,9.919911,0.035874,2324.797747,15.867673,8.647736,0.059627,810.651619,6.651367,17.440842,0.219620,10.000000,3.379163,20.000000,9.806270
127,26.000000,0.000221,24.000000,0.000473,25648.019591,50.268427,1538.531222,0.012745,7.399291,0.012469,19756.328643,53.081762,6.383220,0.014929,4356.301775,18.285718,14.869798,0.099185,1337.963136,21.263250,15.524055,0.130567,1437.448329,18.946814,5.455023,0.049692,696.328465,6.906195,15.177093,0.220358
128,26.000000,0.000117,32.000000,0.000714,18286.014396,41.477681,1418.557418,0.015564,8.091912,0.017342,21746.428453,46.945613,7.099218,0.014508,7552.117915,22.459298,10.537784,0.034204,2437.841030,17.197450,8.691272,0.059101,925.347933,6.475929,18.714115,0.229022,10.000005,1.147047,19.790013,0.159573
129,26.000000,0.000209,31.774121,0.032383,24562.610988,48.598368,1490.946844,0.014534,7.375857,0.013385,20108.223591,44.898458,7.606224,0.018721,6497.258363,23.433437,9.377868,0.036030,2202.446596,14.997467,8.219231,0.056560,732.884773,6.816710,14.280148,0.196290,10.000013,13.143711,18.216880,0.092880
130,26.000000,0.000154,24.000000,0.001771,21834.910855,46.877530,1437.617759,0.015311,7.614847,0.014921,18659.518301,52.673637,6.703584,0.016599,5000.258325,19.490411,16.234809,0.093689,1270.195764,24.537224,14.005402,0.157751,1810.260774,20.537249,5.822640,0.050293,793.792419,6.304804,18.430188,0.251381
131,26.000000,0.000197,32.000000,0.001457,19478.861158,44.292695,1504.128243,0.015139,7.637478,0.016509,21227.462739,44.406750,7.615401,0.016200,7621.229024,24.359269,10.042059,0.035585,2621.332282,16.530928,8.252394,0.053822,911.339847,7.298167,15.760806,0.178484,10.000000,4.550075,19.999989,12.647235
132,18.000000,0.001619,24.000000,0.000517,4761.853572,39.888988,1564.828585,0.044739,5.436938,0.030444,7315.630297,40.203385,13.591125,0.028370,10429.812926,36.122490,14.036455,0.092307,8765.848909,67.818900,6.241828,0.025655,3747.935963,18.897938,9.297975,0.059682,1843.475837,8.586683,20.000000,0.001267
133,26.000000,0.000606,28.679901,0.034784,7869.499030,25.067949,1453.957450,0.023447,8.901957,0.024562,20222.390099,43.706392,7.907262,0.017683,12355.700983,32.085987,9.330869,0.033050,5017.915170,24.365590,9.315222,0.053629,1757.811383,12.870826,12.051694,0.170865,637.462258,12.787484,20.000000,0.111149
134,18.000000,0.001027,24.000000,0.000387,4357.462472,32.306000,1537.000000,0.000844,5.454211,0.032988,6283.629849,41.240505,13.738361,0.026363,10718.363650,26.111712,15.278796,0.069611,8108.387177,50.483800,6.468279,0.029062,4171.935501,21.594517,8.200554,0.045014,2070.928943,8.627877,20.000000,0.001520
135,18.000000,0.000813,24.000000,0.001181,3684.532487,29.185228,1397.000000,0.001173,5.876706,0.034533,5544.603486,38.106509,13.469680,0.027246,11471.185562,26.901053,13.624304,0.062093,9446.413729,50.139927,6.440501,0.024582,4287.936331,20.281840,9.477991,0.048788,2261.591635,9.484587,20.000000,0.001108
136,26.000000,0.001789,24.000000,0.000818,22718.738025,45.921634,1449.664839,0.014942,7.650362,0.013718,20397.693956,52.125436,6.625841,0.015084,4804.953660,20.642799,13.397002,0.089734,1728.705216,20.050580,16.182120,0.132761,1320.286475,20.931645,5.640669,0.068235,795.044147,8.313577,13.514590,0.192541
137,26.000000,0.000162,31.915007,0.031660,16016.134146,39.331780,1484.574891,0.017707,8.045189,0.019723,21763.079345,46.556409,7.372990,0.016379,8573.285328,25.802955,10.280364,0.035592,3056.231323,19.759271,8.300129,0.052916,1133.897749,7.864072,16.385513,0.180456,10.000000,10.272221,5.000000,0.938384
138,26.000000,0.000183,27.150820,0.081433,17238.484065,40.302396,1416.164727,0.018050,8.203084,0.018030,21607.576650,51.573904,6.677956,0.014904,5890.452409,34.076826,12.155050,0.080857,2161.059970,19.977020,20.000000,0.024085,526.780154,12.426302,15.766529,0.611521,780.578008,32.061174,8.021014,0.162325
139,25.999399,0.000611,31.492282,0.027428,22399.938078,48.080461,1476.550687,0.014064,7.280337,0.014375,21346.621153,45.937334,7.442721,0.016797,7328.318415,23.921076,9.363542,0.033619,2428.786974,14.311117,7.982615,0.061365,789.231783,6.425371,17.517743,0.136871,17.609040,2.701205,17.908250,0.108294
140,25.563864,0.010930,26.133760,0.040917,34435.857927,38.461303,1449.690860,0.011340,6.481583,0.005002,16603.729795,37.387195,7.048312,0.019172,3116.017152,12.909529,19.878186,0.014864,734.874357,6.978844,19.904403,0.023154,17.427486,1.039016,10.217067,0.032332,606.385072,3.588671,5.063954,0.000140
141,26.000000,0.000811,24.000000,0.000703,26189.603331,50.366603,1452.933400,0.012732,7.444136,0.012012,20115.255548,51.050125,6.436691,0.014566,4168.470160,18.089424,13.808511,0.095315,1374.456100,18.506616,15.885696,0.132014,1130.599996,18.206378,5.509718,0.068626,617.816784,6.672739,14.991845,0.226107
142,26.000000,0.000178,31.999996,0.001088,23258.427131,48.989046,1481.683040,0.012785,7.205059,0.013626,21000.597403,45.595738,7.462211,0.015816,7156.925105,23.753907,9.449710,0.032797,2425.255921,15.154642,8.055839,0.054150,825.294185,6.928756,14.314725,0.167364,10.088415,3.765295,19.867791,0.124535
143,26.000000,0.000291,24.000000,0.000574,22958.660168,47.417248,1445.887619,0.014471,7.553922,0.013980,19599.211026,53.925888,6.625258,0.015753,4780.822803,19.598039,15.346709,0.104928,1365.890223,24.534242,15.263742,0.147215,1569.029380,20.250106,5.688140,0.055253,743.168887,6.677975,16.456683,0.218191
144,26.000000,0.000170,24.052941,0.026835,21708.072064,46.033325,1492.047760,0.014831,7.734201,0.014709,19301.127611,53.319843,6.478288,0.015709,5007.044803,19.425989,16.099969,0.092459,1243.457941,24.497867,14.001872,0.182827,1810.022267,21.286892,5.956411,0.051263,822.290542,6.451881,19.759550,0.298794
145,25.231986,0.014048,25.838511,0.034807,21368.383089,47.706198,1519.484806,0.016032,7.902001,0.014856,20560.678458,58.257257,6.336945,0.021577,5157.748970,16.233032,13.508039,0.153162,1423.179163,28.762543,17.757342,0.108388,838.744186,9.557793,16.446606,0.147034,986.257658,5.535850,5.326165,0.056062
146,24.943474,0.018214,24.014902,0.003851,11751.543712,27.223686,1481.148169,0.019265,8.520862,0.019708,19175.654484,41.723785,6.301310,0.012507,7438.834002,19.463366,18.651772,0.047655,1441.097288,15.210877,19.871940,0.029473,1660.638423,7.950427,6.414828,0.043228,1299.568640,8.211986,13.600721,0.099355
147,25.999069,0.001274,30.714322,0.036408,9569.050682,27.550673,1493.625386,0.021502,8.807128,0.024811,21222.557959,44.377530,7.720571,0.016426,11007.017942,30.315671,10.090235,0.034769,4322.605626,26.713542,8.740321,0.049754,1665.808451,17.920172,13.242138,0.335779,379.664836,42.254151,10.734726,1.014785
148,26.000000,0.000235,24.000000,0.000462,27278.312943,53.086089,1540.191593,0.012621,7.292672,0.012192,18610.181492,52.825616,6.592098,0.016110,4121.460455,17.335520,15.195266,0.110523,1039.442004,22.419701,15.548320,0.168417,1346.381299,17.038442,5.810767,0.058249,613.098460,6.045254,15.613137,0.241705
149,26.000000,0.000261,24.000000,0.000493,18990.066754,42.015119,1396.855714,0.016512,7.936584,0.016417,20451.806636,56.406560,6.492324,0.015034,5446.448390,21.356881,14.707868,0.098012,1779.229409,25.649276,15.768094,0.137969,1692.113943,23.023038,5.782309,0.058578,918.610385,7.750453,16.283261,0.205477
150,18.000000,0.001076,24.000000,0.000265,6917.611314,43.277037,1561.417858,0.032321,5.403397,0.025182,8334.404645,37.478908,13.676573,0.023809,9507.855178,29.766442,14.496231,0.074899,7601.385390,55.524087,6.195174,0.026037,3278.972857,18.757202,8.492695,0.056203,1663.626445,7.791623,20.000000,0.002655
151,18.000000,0.000823,24.000000,0.000242,5633.177300,42.904184,1445.278362,0.042917,5.574406,0.025978,8292.290299,41.411551,13.422623,0.025796,10250.671724,32.953674,14.553218,0.088440,7429.797321,68.152705,6.299655,0.028497,3570.630897,19.898013,8.161508,0.054800,1630.571561,7.660065,20.000000,0.003091
152,26.000000,0.000146,24.000000,0.001220,27498.135465,52.546067,1488.390602,0.012868,7.403310,0.012097,17948.001633,49.493410,6.565748,0.016196,3945.688359,16.698891,16.198937,0.099538,933.073315,20.887240,13.769126,0.168286,1539.036313,18.077837,5.561792,0.049894,580.554352,5.306037,19.286317,0.323384
153,26.000000,0.000870,24.000000,0.000597,27285.264285,51.913976,1479.365171,0.012825,7.394742,0.012136,18925.611265,50.947159,6.596882,0.016060,4032.041568,18.180022,14.360429,0.107932,1234.274931,20.937557,15.701222,0.147040,1231.572663,19.045467,5.570949,0.062482,626.282282,6.830528,14.887157,0.235386
154,26.000000,0.000080,32.000000,0.000429,23239.862243,50.018584,1506.515288,0.013867,7.419177,0.014574,20581.653358,45.735391,7.219400,0.016018,6604.433792,22.386876,10.032004,0.036910,1780.963100,13.029119,9.524804,0.081286,780.487965,5.314856,20.000000,0.033855,10.000000,4.320202,5.000000,0.592725
155,25.999998,0.000156,31.998956,0.002098,20754.703190,44.257554,1468.902478,0.014111,7.643607,0.015586,21251.317222,45.352168,7.364938,0.015852,7325.925809,23.257033,9.948278,0.035058,2585.548452,16.088856,8.177404,0.052722,899.336225,7.071383,15.854649,0.169720,10.446729,4.430821,6.277025,1.384803
156,26.000000,0.000375,30.227716,0.031003,7060.350018,22.572745,1445.356347,0.024428,9.540538,0.026091,19684.243854,41.908940,7.586386,0.016544,12340.125171,32.918750,10.042648,0.043581,5013.628478,45.971849,8.522533,0.074605,2006.614385,15.031680,16.355947,0.506199,137.429920,49.626714,19.825710,0.144299
157,18.000000,0.000712,24.000000,0.000200,6575.093594,42.965137,1436.166860,0.031860,5.202965,0.025057,8164.702244,40.043015,13.569364,0.024512,9933.782854,29.274548,14.749138,0.079285,7710.255750,60.134962,6.101161,0.028900,3549.009511,19.873177,8.045577,0.050569,1605.000082,7.605713,20.000000,0.002635
158,18.272953,0.000236,24.763933,0.000189,4551.777052,56997.942473,1529.903727,0.000098,10.761585,0.003946,7653.074793,30.430268,7.515265,0.004404,5502.154848,0.798979,8.159362,0.000558,4746.415895,0.639363,5.541494,0.000256,4455.508504,0.568143,5.297167,0.000180,4287.815358,0.333532,5.024747,0.000046
159,25.822572,0.014242,24.000001,0.000386,32972.325173,59.693388,1502.770763,0.011274,6.916557,0.010707,17832.093647,50.880279,6.596649,0.016435,3338.353657,11.517962,13.111747,0.103572,1159.286399,16.748321,16.076268,0.126380,904.607106,14.974661,5.204826,0.051886,515.393679,5.618802,14.471036,0.226297
160,25.999860,0.001864,28.761245,0.035453,12341.672971,33.161009,1567.026534,0.020726,8.274240,0.020395,21721.184379,43.361252,8.139683,0.018982,9166.082610,35.392799,7.951444,0.028622,3088.547241,13.270917,19.634625,0.121549,10.541547,1.674684,8.184380,0.475446,628.110797,7.009420,19.995549,0.028089
161,26.000000,0.000906,29.786365,0.025977,10522.498624,30.534686,1522.786636,0.019836,8.201169,0.022224,21356.732409,46.068285,7.759448,0.016844,11314.882332,30.929135,9.514618,0.031761,4319.862319,22.391048,8.276124,0.044971,1715.062965,10.495513,14.420817,0.134817,466.310720,14.692560,5.000000,0.019490
162,26.000000,0.000286,31.339284,0.029886,12377.052569,31.768586,1423.749402,0.020474,8.601040,0.021170,21557.806450,43.669624,7.649612,0.016102,9695.329583,26.619101,10.253809,0.033932,3608.896822,20.487686,8.255400,0.048829,1356.518008,8.213998,15.878569,0.165084,20.592400,9.087510,5.665271,0.554026
163,26.000000,0.000242,30.420617,0.036658,8851.324199,25.416640,1481.924281,0.023120,9.574622,0.024102,20807.719247,43.892066,7.581192,0.015195,11044.218181,29.995306,9.935278,0.036072,4015.378497,26.823349,8.880577,0.055577,1656.458713,9.483168,18.119432,0.215903,55.322956,25.277887,5.000000,0.133809
164,25.968196,0.008542,29.842630,0.032323,7985.308105,25.127722,1489.105513,0.023160,8.961146,0.025044,20209.991522,43.528690,7.706758,0.016593,11976.781501,31.014766,9.955488,0.033669,4791.935629,31.402883,8.784488,0.048288,1935.840995,11.573144,14.566725,0.285724,381.263561,25.385456,8.197612,0.702415
165,26.000000,0.000875,29.625945,0.028016,8189.181380,25.476972,1485.155032,0.022277,8.997577,0.024079,20141.487507,43.064539,7.847531,0.017057,11645.757424,30.657609,10.126975,0.034977,4758.473834,23.111425,8.496023,0.045837,1929.088047,10.977110,14.708793,0.133655,502.428520,17.055902,5.000000,0.019084
166,18.000000,0.001528,24.000000,0.000361,6264.280560,41.852466,1507.410131,0.036295,5.620626,0.026728,7879.752725,39.823525,13.818562,0.025851,9745.397555,31.720685,14.304571,0.084079,7671.247776,58.424394,6.346934,0.027387,3291.960192,18.227763,9.458589,0.065423,1822.211599,8.603976,20.000000,0.001612
167,26.000000,0.000113,32.000000,0.001515,16758.649787,40.504926,1461.665972,0.016696,8.037531,0.018652,21846.928062,46.466776,7.296275,0.015222,8128.678214,24.021634,10.419980,0.035488,2638.573410,17.080187,8.852325,0.059426,1018.969351,7.217802,17.801347,0.197312,10.000000,0.905926,18.389277,0.110235
168,25.961442,0.004451,26.202324,0.037162,18972.267292,58.175639,1493.890668,0.017077,7.282666,0.015725,17679.845220,35.043063,7.570742,0.017065,6237.408375,22.905516,18.177351,0.056794,188.212283,6.591287,13.110491,0.053275,1425.690196,8.369293,12.042793,0.040650,159.581088,2.774351,19.843860,0.038321
169,18.000000,0.000784,24.000000,0.000234,6559.531057,44.113411,1539.695948,0.040185,5.708003,0.025218,8055.890102,41.058401,13.497580,0.026063,10395.107998,32.669373,14.601164,0.082276,6380.500644,63.774448,6.303007,0.031607,3428.795535,19.326398,8.399119,0.056622,1659.451929,7.862394,20.000000,0.003346
