channel, first gap spacing, first gap spacing err, other gap spacing, other gap spacing err, 1st peak amplitude, 1st peak amplitude err, 1st peak mean, 1st peak mean err, 1st peak sigma, 1st peak sigma err, 2nd peak amplitudes, 2nd peak amplitudes err, 2nd peak sigmas, 2nd peak sigmas err, 3rd peak amplitudes, 3rd peak amplitudes err, 3rd peak sigmas, 3rd peak sigmas err, 4th peak amplitudes, 4th peak amplitudes err, 4th peak sigmas, 4th peak sigmas err, 5th peak amplitudes, 5th peak amplitudes err, 5th peak sigmas, 5th peak sigmas err, 6th peak amplitudes, 6th peak amplitudes err, 6th peak sigmas, 6th peak sigmas err
85,24.031049,0.026416,28.463467,0.057631,14038.457992,35.227448,1468.362629,0.024756,7.412204,0.017140,10495.376954,33.117396,7.486515,0.030605,3003.699464,16.380412,8.349726,0.051103,848.454860,8.770290,8.682130,0.104748,235.604583,4.968332,9.508483,0.280706,94.380314,2.544163,20.000000,0.393818
86,23.787996,0.027085,28.124130,0.061031,12851.747522,33.491671,1525.072983,0.028495,7.641627,0.019118,10788.787868,33.548728,7.567037,0.031678,3292.524189,17.372095,8.220667,0.049527,936.426133,9.136741,8.965052,0.101983,246.639507,5.328093,9.489292,0.281341,115.801970,2.674931,20.000000,0.292910
87,23.240757,0.028394,28.967262,0.052862,17855.393177,40.064659,1492.609687,0.020381,7.232191,0.014416,8737.396743,30.324538,7.329486,0.031283,2216.608318,14.299580,8.309759,0.063481,610.032301,7.487991,8.145666,0.140203,206.755504,4.245920,9.105451,0.359441,87.809335,3.549291,8.339751,0.888506
88,23.121605,0.034872,26.464680,0.058378,8589.565350,28.336905,1480.036457,0.042901,7.836738,0.026531,12396.970767,35.773211,7.691869,0.032002,4558.641176,20.700274,8.411744,0.046937,1388.081699,11.656935,8.977499,0.092086,365.519491,6.600797,9.588536,0.216226,142.165574,2.732745,20.000000,0.155255
89,22.255355,0.035228,25.991129,0.067925,8714.478256,30.114157,1562.092378,0.044591,7.489358,0.026609,12351.435671,36.116679,7.644383,0.035383,4751.990584,21.263373,8.498250,0.047799,1421.466296,12.240512,8.943970,0.093827,394.648795,8.330633,9.782457,0.240180,156.427390,3.791218,16.583553,0.606182
90,22.744244,0.044590,25.912487,0.068672,7249.532220,26.858762,1466.773965,0.058520,8.417816,0.033643,12219.061350,36.079890,7.682847,0.036542,5093.293166,22.119308,8.406869,0.046563,1593.833038,13.302629,9.159183,0.093461,404.516992,9.132337,10.168992,0.264321,168.556545,4.163187,18.848362,0.876270
91,22.635846,0.033310,25.726305,0.071967,9699.631810,30.792862,1525.700564,0.041289,7.653200,0.025123,12236.277132,35.987423,7.654291,0.035838,4290.822266,20.550394,8.180348,0.048452,1225.522227,11.983236,8.901192,0.102743,310.303670,7.645342,10.352254,0.312780,126.513858,3.635179,19.482915,0.984918
92,23.392259,0.028199,28.900783,0.079645,17152.308854,39.478090,1540.409644,0.021055,7.173390,0.014848,9265.983165,31.024193,7.432852,0.030858,2410.645165,15.405814,8.327213,0.075252,671.378105,8.121181,8.400710,0.222990,205.686983,6.644197,9.204639,0.506036,81.621568,3.501206,11.353496,2.484225
93,23.141718,0.028493,28.342211,0.062868,16509.734533,38.957938,1507.159967,0.022493,7.172075,0.015495,9371.687639,31.002821,7.640867,0.032745,2610.263415,15.719759,8.087354,0.058712,711.371436,8.125244,8.566201,0.147532,229.716647,8.141465,8.228920,0.274162,93.416714,3.196641,13.512562,1.841567
94,24.431389,0.028138,27.902250,0.062639,11910.378773,32.657105,1547.610030,0.028128,7.445227,0.019092,11170.080813,33.752100,7.827612,0.031908,3628.017472,18.318578,8.174771,0.047671,1026.651032,9.789453,9.243592,0.104337,287.895080,5.566704,10.228989,0.267426,112.978365,2.757424,20.000000,0.176348
95,24.187230,0.027087,28.906066,0.057634,15582.363619,37.017000,1457.197838,0.022718,7.425818,0.015972,9602.837193,31.316225,7.596683,0.031202,2629.758673,15.385628,8.265928,0.053914,732.408356,7.935745,8.994915,0.116834,207.145874,4.749593,8.970964,0.274991,89.302771,2.465173,20.000000,0.741545
96,23.374959,0.033892,26.629373,0.063418,8805.344302,27.974269,1575.504698,0.041188,7.924474,0.025963,12431.397006,36.433847,7.464660,0.031557,4496.059473,20.424698,8.325308,0.045596,1357.953769,11.653567,9.269765,0.099190,368.963341,6.718011,10.067859,0.232836,149.375957,2.890108,20.000000,0.126083
97,21.310054,0.031135,26.775399,0.061457,10146.301137,34.678935,1697.610254,0.048329,7.694301,0.027116,11717.999981,35.566220,7.856190,0.037706,4299.128644,20.900501,7.653662,0.043983,1196.399866,10.323954,8.935865,0.091553,346.853980,7.919937,8.786468,0.209410,131.160347,3.104081,17.212839,0.794867
98,23.322339,0.030173,28.964377,0.102654,17844.351984,39.929320,1545.354829,0.020853,7.303916,0.014687,8575.928559,30.173874,7.411384,0.033095,2100.212415,14.489570,8.429745,0.084976,575.865668,7.703896,8.428548,0.272609,189.914413,6.698986,9.165497,0.562940,79.486950,3.870891,11.209866,2.722464
99,22.842299,0.027650,28.970859,0.068595,16603.503738,39.144874,1702.264043,0.021530,7.129376,0.015054,9626.924270,31.781550,7.371009,0.029645,2484.590612,15.724430,8.393732,0.071939,734.867638,8.611779,7.914764,0.174037,236.069112,5.220372,8.853150,0.421158,93.618593,4.427185,10.345105,1.912515
100,23.250464,0.031891,27.185071,0.056414,9446.100979,29.275163,1468.235940,0.039994,7.874614,0.025026,12059.046377,35.285766,7.664186,0.031686,4328.066115,20.138395,8.185391,0.045494,1281.003430,10.908886,8.994729,0.092243,327.997726,6.180701,9.638109,0.241150,138.916995,2.783658,20.000000,0.239557
101,22.561272,0.029904,26.249560,0.065934,11011.340330,32.097968,1460.395096,0.037363,7.764759,0.023136,11576.313193,35.268742,7.578135,0.034768,3853.339627,19.317001,8.126273,0.048125,1110.434700,10.424016,8.760056,0.097353,303.045080,6.076087,9.322619,0.242646,121.608074,2.431153,20.000000,0.320865
102,23.498088,0.027654,28.387178,0.056986,12633.416148,33.548914,1536.468781,0.029539,7.578525,0.019555,10790.197191,33.188123,7.694097,0.031879,3290.006385,17.094068,8.577738,0.051735,949.073614,9.209417,8.811957,0.100175,255.870753,5.274043,9.162123,0.252817,106.336427,2.526685,20.000000,0.488573
103,23.575766,0.027174,28.010704,0.067394,12711.415739,33.480997,1484.016536,0.028672,7.570160,0.019283,11028.506053,33.965095,7.512427,0.031110,3278.652276,17.121293,8.470193,0.051758,883.030176,9.136947,9.371240,0.117637,221.752277,4.940741,10.706871,0.326971,99.324096,2.727691,20.000000,0.300453
104,22.795066,0.038221,26.095709,0.060503,7609.302542,26.820253,1504.696802,0.046273,7.820773,0.028478,12713.443480,36.692578,7.482335,0.031242,5196.362994,22.081518,8.371486,0.045343,1573.235789,12.903875,9.110255,0.093299,389.886374,6.963418,10.640002,0.239039,164.499877,3.114857,20.000000,0.581658
105,23.131707,0.049827,25.685433,0.060695,5992.639100,26.087626,1535.928711,0.062129,7.972014,0.035147,12055.330714,34.799701,8.165067,0.038271,5673.878849,24.117960,8.290268,0.044559,1895.074873,14.234854,8.945777,0.083691,514.685834,7.998539,10.241928,0.205579,200.308304,3.377860,20.000000,0.393443
106,22.572524,0.037604,26.764996,0.061811,8206.769795,28.973443,1592.212996,0.050823,8.020990,0.029496,12139.920815,35.828338,7.732682,0.036576,4861.740327,21.452049,8.240178,0.044236,1520.400096,12.543179,8.808756,0.086646,401.439741,11.480637,9.727460,0.249021,156.910591,4.191038,18.952281,1.455215
107,23.559543,0.036689,26.330254,0.058288,8137.816495,27.977846,1516.374790,0.046055,7.886076,0.027943,12172.252055,34.792019,8.035843,0.033965,4659.685267,21.508518,8.156990,0.046119,1437.684214,11.826019,8.966221,0.090417,385.083752,6.754622,9.776260,0.217313,146.024631,2.809154,20.000000,0.693938
108,23.157910,0.026571,28.504927,0.058418,16427.623947,38.435489,1580.320399,0.022693,7.270775,0.015736,9698.254395,32.070868,7.318556,0.031142,2592.744385,15.439313,8.092878,0.053078,705.208326,7.859818,8.679713,0.110490,179.254605,4.435963,8.937261,0.283414,77.017658,2.128744,20.000000,0.670093
109,22.546393,0.029480,27.238266,0.064119,19481.127118,41.863208,1513.943027,0.019068,7.225370,0.013662,8085.721087,30.424605,6.940767,0.032856,2020.120590,13.701221,8.088919,0.062305,549.179781,7.167279,8.279521,0.121885,143.958510,4.241949,8.082701,0.286166,69.586839,1.777565,20.000000,0.557652
110,23.827817,0.026920,28.660203,0.055893,16403.099605,38.331631,1525.542828,0.021529,7.278518,0.015215,9522.019884,31.334719,7.501259,0.030698,2553.625039,15.305857,8.097755,0.053409,693.727020,7.813545,8.621297,0.112692,185.988847,4.545431,8.716515,0.278517,80.401865,2.234051,20.000000,0.816213
111,23.599596,0.028585,29.280945,0.049929,17972.655867,40.581287,1515.150460,0.019505,7.090120,0.013886,8733.452016,29.802279,7.555753,0.031419,2265.005624,14.411502,8.338901,0.060471,631.919936,7.673920,7.969743,0.114819,200.067360,3.955333,10.372205,0.321351,82.479291,3.537492,6.921177,0.637290
112,23.685149,0.044654,26.275109,0.065553,6766.136656,25.721106,1477.552819,0.054826,8.119196,0.032269,12180.293356,35.169756,7.964994,0.036585,5179.227363,22.341966,8.398465,0.045067,1630.202389,13.318894,9.374167,0.098551,438.614721,7.391021,10.873287,0.233790,174.916411,3.348718,20.000000,0.238629
113,23.481196,0.047277,26.135567,0.055062,6052.641774,25.367956,1559.567305,0.057348,7.808991,0.033401,12098.438097,34.663226,8.123356,0.036347,5663.534846,23.652279,8.422184,0.045056,1937.442817,13.932943,8.798864,0.076042,552.129345,9.848720,9.319824,0.192595,218.829503,4.326528,17.058200,0.548322
114,23.399689,0.031170,27.220439,0.059004,10032.315081,30.816491,1527.166521,0.038571,7.656706,0.023967,11572.142397,33.972099,7.977933,0.034683,4190.474236,20.084354,8.096057,0.046932,1207.262450,10.593805,9.035583,0.094596,321.809803,10.644607,9.287172,0.225309,129.260716,3.292641,19.159734,1.688641
115,22.405092,0.033831,25.122753,0.071998,9289.140379,28.675827,1578.977002,0.043217,7.987779,0.026768,12899.921468,38.329012,7.009814,0.031355,4542.462046,21.152477,7.900626,0.043868,1285.431515,12.462215,9.370099,0.124606,344.633820,6.984596,11.240153,0.263959,146.204140,3.052931,20.000000,0.135132
116,21.742078,0.075859,24.891358,0.133509,6774.227200,41.078403,1545.068436,0.119821,10.049659,0.054416,10763.743054,44.239859,8.472133,0.060816,4348.854712,23.109588,8.514469,0.055795,1410.701252,13.416450,10.573373,0.166092,374.030538,9.008124,11.925673,0.287127,178.747024,4.287062,20.000000,0.061972
117,21.486350,0.074096,25.746823,0.103874,6031.715206,39.613621,1489.190137,0.118795,9.764548,0.054277,10601.265591,42.233784,8.739475,0.053506,4848.247260,23.243092,8.906726,0.056842,1615.206744,14.023128,9.668923,0.112577,431.557699,8.012652,11.494607,0.269860,200.844190,4.111243,20.000000,0.144223
118,21.566932,0.036709,27.003225,0.132772,13045.751169,39.288647,1599.878309,0.050840,8.800797,0.027400,8658.244627,36.803258,8.162080,0.056118,2628.429934,15.989887,8.669166,0.063943,733.060278,9.317059,9.745033,0.165146,182.700887,5.036074,12.060067,0.454250,97.221421,2.895427,20.000000,0.186303
119,20.933344,0.038056,25.182748,0.216483,13637.151601,41.957922,1540.087827,0.057975,9.088135,0.029997,8275.578107,41.592153,7.619862,0.074090,2458.303149,16.578917,8.629567,0.067868,642.876602,9.526237,10.955906,0.333986,158.229597,7.412906,13.088238,0.478328,104.015804,3.694205,20.000000,0.056641
120,23.525853,0.032682,26.726357,0.064013,9195.052469,28.806563,1516.458574,0.038897,7.685313,0.024781,12462.245453,36.104029,7.545896,0.031443,4421.173704,20.181413,8.452455,0.046542,1232.483068,11.408809,9.372197,0.110033,329.573445,6.207185,11.065792,0.265417,130.331867,2.971747,20.000000,0.176982
121,22.076261,0.026665,26.375010,0.063380,13557.504786,35.845977,1577.722589,0.030366,7.335724,0.019427,11209.859204,34.749857,7.436621,0.033105,3323.685283,18.181674,7.694109,0.048374,896.757123,9.195936,8.510076,0.102650,242.028884,6.453858,9.067134,0.251045,92.487833,2.733262,15.785631,0.834592
122,22.479467,0.034826,24.819366,0.079329,10446.260551,30.589409,1468.530134,0.042323,8.080025,0.025912,11690.480167,35.885626,7.302205,0.037350,3618.104521,21.267595,8.149068,0.060282,1016.268104,8.706256,17.157985,0.156091,10.000000,0.358586,2.000000,0.103939,158.023311,3.191637,20.000000,0.386312
123,22.879865,0.033664,25.893234,0.058733,8939.305853,28.718582,1601.091054,0.041437,7.744472,0.025912,12534.765056,36.343857,7.486406,0.031015,4658.300388,21.220099,8.145756,0.045826,1364.378199,11.983730,8.804527,0.093793,361.049171,6.491627,10.380833,0.238210,139.836639,2.840881,20.000000,1.815313
124,23.375890,0.027437,29.708130,0.044808,16919.341117,39.153462,1542.260508,0.021317,7.213380,0.014942,9270.826362,30.711868,7.544254,0.030354,2362.968888,14.449089,8.477403,0.056920,651.298070,7.790224,8.140911,0.109577,199.675278,3.868044,11.015682,0.280713,86.606216,3.750278,5.353885,0.358409
125,23.721896,0.027185,27.987920,0.062485,15117.190761,36.476777,1530.181940,0.024886,7.512401,0.016988,9849.578060,31.895105,7.642572,0.032738,2712.757476,16.098293,7.808976,0.051284,745.428169,8.067236,9.003471,0.117207,188.749292,4.646290,9.238220,0.303441,83.430942,2.233858,20.000000,0.435483
126,22.936379,0.028085,28.509169,0.057080,16107.495596,37.746664,1540.853248,0.024393,7.503164,0.016505,9350.646006,31.552742,7.456293,0.033234,2528.597865,15.132801,8.231524,0.054445,724.235509,8.085656,8.366417,0.106770,188.097442,4.584232,8.484248,0.262957,78.656705,2.104104,20.000000,0.756044
127,23.875710,0.026457,28.422295,0.060612,16146.488772,37.644751,1535.875946,0.021739,7.409859,0.015456,9618.176213,32.080212,7.258552,0.030258,2548.140517,15.107629,8.295684,0.054740,705.714191,7.927613,8.712080,0.113482,185.657194,4.489508,9.147779,0.295115,76.622926,2.222585,20.000000,0.504214
128,23.857942,0.056298,26.102539,0.073587,5662.868577,24.181239,1413.349540,0.070799,8.652141,0.039730,11991.685517,34.597022,8.135600,0.038947,5384.485190,23.153667,8.424083,0.046337,1733.488831,13.700839,9.945234,0.108428,448.082749,8.098858,11.237171,0.234916,198.319100,3.655973,20.000000,0.076487
129,22.476528,0.046018,24.932913,0.075454,7203.376764,28.400437,1477.982435,0.059686,8.111845,0.033419,12177.105547,35.830710,7.853440,0.040163,5088.880193,23.045497,8.194647,0.046013,1541.407738,13.691673,9.240680,0.110351,412.621505,7.725667,10.955184,0.247189,178.837735,3.451439,20.000000,0.199722
130,23.132500,0.041899,26.665935,0.072368,7586.734768,28.404644,1428.307589,0.055318,8.082850,0.031644,11927.420302,34.633284,8.112524,0.039397,4716.501428,21.251249,8.646565,0.048664,1422.885702,12.505468,9.169639,0.095657,362.372800,9.863995,10.278782,0.297812,144.346868,4.089888,18.976790,1.270615
131,22.650332,0.041409,26.053309,0.065693,7402.675474,27.368022,1499.591217,0.052013,8.044778,0.030547,12542.754146,36.413827,7.692309,0.034878,4928.332774,21.593316,8.451994,0.045833,1485.202408,12.582134,9.157352,0.099248,375.720554,6.957500,10.190516,0.241262,156.292952,2.974176,20.000000,0.218774
132,22.459595,0.028986,27.411177,0.071323,11855.119082,33.542744,1570.437522,0.039030,7.824768,0.023575,10926.174305,33.957323,7.725407,0.037605,3391.138871,17.839627,8.336393,0.052964,960.441798,9.631672,9.094933,0.107614,248.494366,12.367722,9.102154,0.263970,122.142749,3.126696,20.000000,12.281988
133,22.582630,0.028165,27.360894,0.064593,15547.498871,37.341526,1457.711817,0.026162,7.503449,0.017356,9586.191132,32.236393,7.453378,0.034673,2630.970775,15.781943,7.938353,0.053733,718.995791,8.177242,8.500623,0.115097,185.583328,4.593909,9.208114,0.299540,83.569199,2.111126,20.000000,0.717934
134,23.067978,0.027777,28.396021,0.062322,16736.037864,39.100278,1547.905534,0.022081,7.190199,0.015304,9328.647288,31.391223,7.463223,0.032999,2429.564302,14.838337,8.259952,0.056831,658.573034,7.690985,8.612262,0.117136,180.856281,4.522045,9.054982,0.317751,84.169848,2.243163,20.000000,0.790540
135,22.600309,0.027277,27.309846,0.072759,16424.410573,38.224079,1408.540699,0.023374,7.427336,0.016048,9524.798266,32.876259,7.154622,0.033422,2429.384116,14.876570,8.211459,0.056034,650.144983,8.019842,8.440339,0.122359,167.202764,4.470659,9.502455,0.336053,86.619688,2.129429,20.000000,0.217961
136,22.860071,0.028174,27.276646,0.072266,13060.177661,34.427090,1446.109097,0.031692,7.667503,0.020228,10526.682844,33.460574,7.645737,0.036012,3160.791709,17.170353,8.227956,0.051577,862.807521,9.206476,8.926623,0.114911,220.882576,5.021076,10.187440,0.320777,98.373926,2.461819,20.000000,0.268665
137,22.093555,0.028505,26.033983,0.083061,12800.073368,34.345908,1486.866376,0.035389,7.815552,0.021871,10730.951850,34.873539,7.392811,0.037875,3320.730749,17.946313,7.988018,0.050384,884.201488,9.701459,9.198090,0.128605,225.052012,5.497318,10.441566,0.302131,109.149788,2.443060,20.000000,0.107275
138,22.393525,0.035305,25.781383,0.093341,9459.897400,29.563716,1413.722270,0.045333,8.097347,0.027196,12324.546187,37.685704,7.215205,0.037292,4210.294306,20.125340,8.320518,0.047255,1197.212859,12.135539,9.972904,0.153118,297.445559,6.943910,11.536086,0.282772,144.540910,3.074186,20.000000,0.042776
139,22.932330,0.031336,26.558758,0.063773,9914.557339,30.135955,1475.412295,0.038906,7.756733,0.024367,12037.037197,35.629503,7.532219,0.032554,4171.328607,19.793264,8.238997,0.046916,1175.224358,10.754806,9.188553,0.104047,308.668242,6.148523,9.990046,0.254667,129.397074,2.688357,20.000000,0.457479
140,23.838320,0.027147,28.231129,0.060190,13527.972371,34.500621,1447.463687,0.026708,7.557181,0.018103,10459.169856,32.957986,7.623018,0.032118,3092.556544,16.792216,8.200895,0.050431,845.392415,8.655875,8.946083,0.108022,234.202057,5.084890,9.330164,0.270646,99.584707,2.503740,20.000000,0.277478
141,23.025368,0.026785,26.993510,0.069379,14693.102076,35.867357,1454.367859,0.026357,7.576961,0.017795,10262.117622,33.538187,7.275092,0.032517,2799.699675,16.213318,8.027314,0.052969,749.008705,8.468355,8.795882,0.118355,191.337654,4.794042,9.559930,0.308501,90.374389,2.189326,20.000000,0.219018
142,22.553823,0.027366,27.974161,0.060940,17216.725071,39.659970,1480.966257,0.021580,7.190499,0.015049,9310.946190,31.902817,7.225633,0.031606,2390.461719,14.746885,8.219729,0.056796,651.062602,7.673379,8.450149,0.114567,179.077505,4.703502,8.348306,0.282431,87.507910,2.078125,20.000000,0.709318
143,22.625098,0.028821,27.591030,0.065079,16733.541044,38.920334,1444.624493,0.024132,7.349040,0.016213,9193.301901,31.401387,7.475613,0.035175,2386.778770,14.985063,7.961101,0.055508,632.584970,7.569329,8.589743,0.122273,167.400935,4.496704,8.569682,0.298793,80.081409,2.006158,20.000000,1.410535
144,23.588383,0.044563,26.237565,0.066965,6741.757308,25.113864,1490.610392,0.055009,8.207010,0.032712,12296.564376,35.638961,7.743523,0.034884,5184.163642,22.146327,8.472944,0.045754,1601.499040,13.376415,9.459033,0.103097,435.494183,7.486123,11.401332,0.237597,192.301406,3.610940,20.000000,0.090647
145,22.133354,0.042788,25.552062,0.077672,7808.201770,29.305184,1519.372515,0.060205,8.340473,0.033479,12054.692003,36.220535,7.743250,0.038594,4726.272729,21.740072,8.229338,0.047472,1463.872561,12.858603,9.519280,0.115045,363.381285,7.363900,11.011423,0.264229,171.968181,3.349209,20.000000,0.153715
146,22.665666,0.055603,25.530936,0.077175,6062.594891,26.018402,1481.747999,0.071717,8.590557,0.039312,12080.500197,35.888953,7.797666,0.039992,5495.215382,23.339136,8.370486,0.045326,1769.692727,14.246343,9.647477,0.108469,454.930856,8.384162,10.944194,0.235405,216.260277,3.708491,20.000000,0.121226
147,23.362258,0.042764,26.914148,0.058591,7003.290182,26.400054,1492.998046,0.055800,8.114425,0.032597,12095.186640,34.657686,7.996200,0.035119,5023.021067,21.759958,8.509151,0.046454,1598.286972,12.395630,9.208034,0.087552,442.041553,10.523579,9.575949,0.205688,176.115468,4.051402,17.907480,1.042239
148,23.664831,0.027559,28.272886,0.062342,16418.720203,38.449645,1538.837093,0.022220,7.257715,0.015459,9398.816028,31.363278,7.552263,0.033346,2427.188020,14.872362,8.160196,0.054693,664.620317,7.651521,8.818237,0.119575,197.341014,4.841857,8.497797,0.269365,91.232183,2.210183,20.000000,0.308172
149,23.304581,0.027212,28.033277,0.063591,14290.370649,35.484819,1398.341555,0.027273,7.573680,0.018187,10128.380825,32.671219,7.535159,0.033467,2853.918455,16.194301,8.190794,0.052146,783.319272,8.406558,8.704240,0.107581,211.205178,4.861628,9.268510,0.281893,90.658014,2.290567,20.000000,0.342439
150,23.612144,0.028366,27.700489,0.057056,11642.059751,32.542324,1567.351016,0.032118,7.552968,0.020862,11136.869222,33.337765,7.876463,0.032575,3652.948684,18.663312,8.052930,0.048414,1008.419484,9.466099,8.918506,0.098963,285.744306,5.631481,9.394556,0.241371,114.225571,2.559766,20.000000,0.678826
151,23.702239,0.041858,26.396791,0.061326,7189.517378,26.310292,1449.262427,0.052026,8.047299,0.031081,11933.924455,34.512350,8.018744,0.036084,5098.850259,22.265540,8.323533,0.046458,1580.789265,12.930646,9.177880,0.090407,425.578658,9.991091,10.043317,0.246066,173.418115,4.173425,19.557150,1.084915
152,23.525342,0.030258,27.135193,0.056616,10222.400829,30.514406,1484.952925,0.035962,7.759403,0.022928,11817.200917,34.638647,7.824322,0.031942,3956.242043,19.537236,8.004334,0.046983,1161.961995,10.316414,8.911506,0.094032,305.958693,5.944684,9.446580,0.234922,127.452069,2.592206,20.000000,0.243341
153,23.370039,0.046418,25.836828,0.063606,6551.510376,25.705145,1473.176388,0.058354,8.184781,0.033868,12131.887057,35.036615,7.969484,0.036314,5312.944671,22.946656,8.351031,0.045934,1696.546614,13.404838,9.220727,0.091750,450.475131,7.639845,10.334698,0.219146,184.367729,3.267215,19.999999,2.075143
154,23.159448,0.039477,25.933389,0.062428,7621.088957,26.522834,1501.322822,0.049194,8.039021,0.029788,12465.992016,36.245685,7.537114,0.033184,5119.485700,22.119662,8.215203,0.043989,1500.719734,12.851472,9.178881,0.099372,405.909825,7.126092,10.951872,0.239611,173.770169,3.278369,20.000000,0.324266
155,23.010461,0.040442,25.974823,0.067128,7540.097688,26.733190,1467.347991,0.050983,8.097856,0.030429,12367.297086,36.199868,7.603444,0.034460,4986.134633,21.904580,8.230004,0.044914,1539.581800,12.975832,9.427496,0.104219,409.240406,7.372027,10.787443,0.239283,173.121536,3.268209,20.000000,0.154187
156,23.674794,0.027599,28.180236,0.055836,12757.487445,33.497059,1447.644743,0.029284,7.678863,0.019445,10639.350845,32.917807,7.734724,0.031883,3253.840048,17.373515,8.138685,0.049646,909.259855,8.938963,8.791459,0.101075,231.721393,5.127849,8.969519,0.257467,103.574702,2.431391,20.000000,0.376776
157,23.610711,0.027430,28.402045,0.051942,14112.835472,35.883386,1444.853361,0.025701,7.321595,0.017370,10237.713570,32.009792,7.820104,0.032207,3038.195502,16.819410,8.115169,0.051000,820.161661,8.454640,8.829693,0.104686,239.692443,5.340365,7.925115,0.214986,100.192253,2.266951,20.000000,1.711760
158,23.176625,0.027833,28.504364,0.053333,17141.713315,40.070810,1523.079435,0.021050,7.000567,0.014658,9268.786673,30.665821,7.648828,0.032170,2516.343883,15.564259,7.743263,0.052729,665.406774,7.572539,8.691562,0.111519,192.884732,4.915823,7.662779,0.236207,89.046720,2.123028,20.000000,2.038869
159,22.443767,0.030654,27.854258,0.065971,19721.716946,43.219832,1501.825653,0.019213,6.888797,0.013457,8162.909765,29.477079,7.432326,0.035209,1990.557290,13.877299,7.682522,0.058442,532.996802,6.855979,8.633513,0.128742,149.016541,4.234888,8.351178,0.276997,71.885592,1.827364,20.000000,0.317158
160,22.727912,0.045970,26.760818,0.066252,6810.486253,31.153876,1565.848790,0.064921,8.009957,0.034730,11842.724549,33.784783,8.680200,0.042334,4748.794747,22.312481,8.280804,0.046664,1516.685715,11.770412,9.726668,0.095890,419.873509,7.510815,9.314268,0.201974,177.559855,2.968196,20.000000,1.088618
161,22.768162,0.045670,25.907628,0.067270,6738.545670,26.157704,1521.653918,0.056355,8.004730,0.032874,12352.462112,36.071677,7.656009,0.036442,5438.747994,22.672654,8.479364,0.045812,1673.733600,14.517019,9.143704,0.095274,455.424842,9.999732,10.686541,0.285129,198.449742,4.890568,19.377580,0.887232
162,23.524351,0.042710,26.928002,0.070751,7288.442020,27.267653,1421.202007,0.056571,8.264685,0.032526,11826.169332,34.421345,8.157543,0.038615,4773.069626,21.366210,8.494418,0.046532,1478.211384,12.115090,9.573235,0.099108,394.169329,7.120253,10.311420,0.248868,173.726428,3.247981,20.000000,0.251464
163,23.729012,0.039684,26.202053,0.061514,7503.209471,27.231184,1478.550214,0.049581,7.960216,0.029613,12167.572803,34.660385,8.165134,0.035469,4775.797577,22.047136,8.035751,0.045635,1475.826579,12.109544,9.268846,0.095653,399.515115,7.096090,10.205522,0.221260,166.230736,3.059294,20.000000,0.178198
164,22.655643,0.030361,27.384210,0.056256,10198.621645,31.708359,1490.804707,0.038728,7.653764,0.023786,11742.166074,34.573621,7.903219,0.033474,4059.946918,19.757938,8.036724,0.046642,1187.819242,10.337102,8.797346,0.090862,324.027991,10.065634,8.824706,0.208427,136.978733,3.347646,17.601789,1.345408
165,23.237922,0.040479,26.489758,0.067883,7503.415501,27.010550,1485.660099,0.050794,8.093359,0.030161,12152.187416,35.474089,7.844748,0.035640,4819.435872,21.306658,8.522034,0.046871,1523.869553,12.598218,9.230934,0.096656,394.100872,7.103379,10.290294,0.245314,173.093534,3.160501,20.000000,0.214145
166,23.990228,0.040516,27.377944,0.053578,7058.464624,25.977988,1510.244359,0.049246,7.998210,0.029887,11856.119832,33.965824,8.151527,0.034126,5055.001095,21.634056,8.548917,0.046226,1592.970195,12.247391,9.219287,0.086925,431.659930,7.009484,9.946527,0.215209,176.395790,3.284566,20.000000,0.356463
167,23.415996,0.032627,27.047954,0.057293,9234.622791,29.191784,1460.020912,0.040230,7.786896,0.025108,12042.095786,34.941946,7.793387,0.032371,4275.046369,19.975664,8.361045,0.047006,1258.143993,10.862772,9.011563,0.094451,335.656440,6.259602,9.479575,0.227401,134.903984,2.700169,20.000000,0.521974
168,22.882726,0.032631,27.349965,0.053545,9037.449579,29.537926,1491.926018,0.041116,7.696663,0.025351,12249.534612,35.377396,7.789049,0.031747,4336.543158,19.985828,8.421961,0.046247,1332.895197,11.149081,8.757335,0.088668,340.078244,6.202711,9.368778,0.224033,143.139719,2.763228,20.000000,0.375540
169,23.109998,0.042325,25.235071,0.078788,7902.426256,29.719250,1544.998980,0.052576,7.839522,0.029934,12098.215258,35.616065,8.121015,0.044091,4796.788998,23.207283,7.937538,0.044622,1484.698751,13.700531,8.759381,0.092123,423.485829,8.757058,9.957505,0.279634,160.811665,3.844359,19.666651,0.790293
170,23.817491,0.040286,26.198898,0.058919,7329.356665,25.969476,1477.241671,0.050913,8.201166,0.030736,12344.945473,35.359716,7.890806,0.033437,4962.153770,22.351943,7.868629,0.043202,1560.018288,12.253412,9.415003,0.094516,420.200987,7.465053,9.950276,0.210879,184.326733,3.166733,20.000000,0.158676
171,22.970474,0.035057,27.298584,0.052595,8414.532074,28.477807,1478.154618,0.045532,7.878255,0.027600,12086.484345,34.918410,7.860696,0.032260,4502.288027,20.379083,8.531609,0.047331,1441.534143,11.459890,8.980162,0.085230,377.590819,6.731154,8.718261,0.197638,156.044754,2.781927,20.000000,1.174302
