channel_num, sp_gap, chisqr/ndf, gauss1 mean, gauss1 ampl, gauss1 sigma, gauss2 ampl, gauss2 sigma, gauss3 ampl, gauss3 sigma, gauss4 ampl, gauss4 sigma, gauss5 ampl, gauss5 sigma, landau ampl, landau mpv, landau sigma, actual peak1 height, actual peak2 height
0, 28.693405, 73.791680, 33.195791, 12057.594460, 5.302368, 3249.139180, 6.873540, 212.896498, 8.495084, 212.896498, 8.495084, 0.000000, 0.000000, 165505.747115, 7.532956, 2.601680, 29899.603472, 14119.620507
1, 27.641211, 60.945652, 32.646080, 12031.665734, 5.254872, 3151.681720, 6.833704, 212.678027, 8.322992, 212.678027, 8.322992, 0.000000, 0.000000, 163274.562112, 7.589346, 2.663809, 29496.550108, 14259.195322
2, 28.885494, 60.008929, 33.310711, 12850.573281, 5.489677, 3530.277539, 7.251750, 261.251097, 8.583835, 261.251097, 8.583835, 0.000000, 0.000000, 151545.012373, 7.674620, 2.656426, 27377.602236, 14817.593104
3, 28.573876, 85.579601, 33.011094, 11961.212955, 5.148171, 3078.337881, 6.648727, 198.773495, 8.236961, 198.773495, 8.236961, 0.000000, 0.000000, 172111.038614, 7.474861, 2.558866, 31092.859915, 14057.984079
4, 25.700333, 26.542074, 30.224969, 14692.220880, 6.202659, 4907.239367, 6.795182, 325.367274, 8.178361, 325.367274, 8.178361, 0.000000, 0.000000, 115820.832129, 8.059273, 2.930104, 20940.648580, 17056.335133
5, 25.421526, 33.105121, 30.129985, 14696.667515, 7.167268, 5869.472122, 7.082499, 473.125690, 8.671758, 473.125690, 8.671758, 0.000000, 0.000000, 91339.413604, 8.001866, 2.920719, 16596.198600, 16563.087404
6, 26.518233, 25.301675, 30.942623, 15350.555882, 7.112731, 6319.999791, 7.482728, 585.579414, 8.709863, 585.579414, 8.709863, 0.000000, 0.000000, 80181.520072, 8.171317, 2.965712, 14553.461401, 16946.298044
7, 26.417994, 25.470358, 30.782178, 15235.597674, 6.390324, 5188.255613, 7.210699, 380.226397, 8.255277, 380.226397, 8.255277, 0.000000, 0.000000, 107812.924665, 7.948044, 2.853473, 19495.002318, 17223.022667
8, 25.510840, 29.310274, 30.700421, 15177.441951, 6.968436, 5886.151321, 7.038611, 491.910343, 8.571735, 491.910343, 8.571735, 0.000000, 0.000000, 91897.145487, 8.041376, 2.936857, 16658.507184, 16989.762515
9, 25.578679, 30.935249, 30.696608, 15057.763847, 7.340211, 6260.714129, 7.163767, 572.380765, 8.809335, 572.380765, 8.809335, 0.000000, 0.000000, 81053.477410, 8.089414, 2.980402, 14742.966450, 16707.885391
10, 26.645267, 22.283173, 31.146177, 15024.996663, 6.326321, 5064.709988, 7.290290, 349.234122, 8.389321, 349.234122, 8.389321, 0.000000, 0.000000, 108841.368285, 8.173750, 2.943318, 19676.893015, 17123.375584
11, 26.281030, 25.363122, 30.867446, 15222.975851, 6.287666, 5131.898786, 7.046856, 350.488301, 8.240213, 350.488301, 8.240213, 0.000000, 0.000000, 110354.514563, 8.031797, 2.890787, 19950.471144, 17303.688645
12, 25.782891, 25.259260, 30.964961, 14835.055129, 7.185378, 5996.954460, 7.220363, 515.234794, 8.941287, 515.234794, 8.941287, 0.000000, 0.000000, 87040.418869, 8.204587, 3.012136, 15797.881331, 16619.155339
13, 26.321724, 23.134333, 30.703170, 14620.607424, 6.597835, 5221.804085, 7.277072, 400.965728, 8.500109, 400.965728, 8.500109, 0.000000, 0.000000, 105665.975804, 8.045504, 2.942167, 19117.708269, 16712.615143
14, 26.548909, 21.988481, 31.096186, 14978.730412, 6.175191, 4775.813030, 7.216408, 300.337510, 8.318225, 300.337510, 8.318225, 0.000000, 0.000000, 115754.053477, 8.136696, 2.930211, 20921.653308, 17194.441565
15, 26.342807, 23.495221, 31.056165, 15216.588390, 6.420237, 5282.049280, 7.203856, 379.158572, 8.357196, 379.158572, 8.357196, 0.000000, 0.000000, 106985.490273, 8.049359, 2.890201, 19344.782491, 17207.430021
16, 28.553069, 46.946114, 32.812446, 13286.240006, 5.505882, 3723.733157, 7.422573, 288.394695, 8.370697, 288.394695, 8.370697, 0.000000, 0.000000, 140696.968739, 7.874730, 2.771010, 25417.978971, 15369.208732
17, 27.557485, 86.721878, 32.333036, 11554.789601, 5.020199, 2977.518630, 6.406288, 164.136302, 7.947149, 164.136302, 7.947149, -0.091416, 0.000000, 180584.453093, 7.330482, 2.518889, 32623.625843, 13779.880217
